Time,Down,Type,Yards,Details,Calgary,Edmonton
03:00,1,Pass,38,Bo Levi Mitchell pass to Marquay McDaniel for 38 yards to the Edm1. Tackled by Chris Rwabukamba.,10,7
02:30,1,Rush,1,Bo Levi Mitchell rush for 1 yard for a TOUCHDOWN.,16,7
02:30,0,Made Extra Point,0,Rene Paredes extra point is good.,17,7
02:30,0,Kickoff,12,Rene Paredes kicks off to the Edm13. Tyler Thomas return for 12 yards to Edm25. Tackled by Simon Charbonneau-Campeau.,17,7
02:22,1,Pass,14,Matt Nichols pass to A.J. Guyton for 14 yards to the Edm39. Tackled by Jamar Wall.,17,7
02:15,1,Pass,2,Matt Nichols pass to Kendial Lawrence for 2 yards to the Edm41. Tackled by Brandon Smith.,17,7
01:54,2,Pass,5,Matt Nichols pass to Shamawd Chambers for 5 yards to the Edm46. Tackled by Deron Mayo.,17,7
01:34,3,Punt,3,punts for 40 yards to Cgy24. Jock Sanders return for 3 yards to Cgy27.,17,7
01:27,1,Incomplete Pass,0,Bo Levi Mitchell incomplete pass intended for Maurice Price.,17,7
01:20,2,Pass,3,Bo Levi Mitchell pass to Jon Cornish for 3 yards to the Cgy30. Tackled by Aaron Grymes.,17,7
01:10,3,Punt,24,Rob Maver punts for 42 yards to Edm38. Kendial Lawrence return for 24 yards to Cgy48. Tackled by Keenan MacDougall.,17,7
00:52,1,Pass,9,Matt Nichols pass to Nate Coehoorn for 9 yards to the Cgy39. Tackled by Keon Raymond.,17,7
00:45,2,Pass,8,Matt Nichols pass to Shamawd Chambers for 8 yards to the Cgy31. Tackled by Buddy Jackson.,17,7
00:35,1,Pass,12,Matt Nichols pass to Adarius Bowman for 12 yards to the Cgy19. Tackled by Brandon Smith.,17,7
00:30,1,Incomplete Pass,0,Matt Nichols incomplete pass intended for  .,17,7
00:19,2,Pass,1,Matt Nichols pass to A.J. Guyton for 1 yard to the Cgy18. Tackled by Buddy Jackson.,17,7
00:00,3,Missed Field Goal,25,25 yard field goal attempt is GOOD.,17,10
15:00,0,Kickoff,10,kicks off to the Cgy18. Sederrik Cunningham return for 10 yards to Cgy28. Tackled by Tyler Thomas.,17,10
14:56,1,Rush,10,Jon Cornish rush for 10 yards to the Cgy38. Tackled by Rennie Curran.,17,10
14:33,1,Rush,4,Jon Cornish rush for 4 yards to the Cgy42. Tackled by Rennie Curran.,17,10
13:54,2,Pass,12,Bo Levi Mitchell pass to Simon Charbonneau-Campeau for 12 yards to the Cgy54. Tackled by Patrick Watkins.,17,10
13:11,1,Rush,1,Jon Cornish rush for 1 yard to the Edm54. Tackled by Almondo Sewell.,17,10
12:42,2,Incomplete Pass,0,Bo Levi Mitchell incomplete pass intended for Nik Lewis.,17,10
12:16,3,Punt,3,Rob Maver punts for 41 yards to Edm14. Kendial Lawrence return for 3 yards to Edm17. Tackled by Karl McCartney.,17,10
11:55,1,Rush,11,Kendial Lawrence rush for 11 yards to the Edm28. Tackled by Josh Bell.,17,10
11:25,1,Sack,3,Sack at Edm21 for no gain by Shawn Lemon Recovered by Cgy (Corey Mace) and returned for 10 yards. Tackled by Simeon Rottier,17,10
10:44,1,Pass,11,Bo Levi Mitchell pass to Marquay McDaniel for 11 yards for a TOUCHDOWN.,23,10
10:25,0,Made Extra Point,0,Rene Paredes extra point is good.,24,10
10:25,0,Kickoff,52,Rene Paredes kicks off to the Edm9. Tyler Thomas return for 52 yards to Cgy49. Tackled by Jeff Hecht.,24,10
10:16,1,Incomplete Pass,0,Matt Nichols incomplete pass intended for Adarius Bowman.,24,10
10:03,2,Incomplete Pass,0,Matt Nichols incomplete pass intended for Adarius Bowman.,24,10
09:43,3,Punt,0,punts for 29 yards to Cgy20. No return.,24,10
09:28,1,Rush,6,Jon Cornish rush for 6 yards to the Cgy26. Tackled by Willie Jefferson.,24,10
08:50,2,Pass,6,Bo Levi Mitchell pass to Jock Sanders for 6 yards to the Cgy32. Tackled by Dexter McCoil.,24,10
08:05,1,Rush,15,Anthony Parker rush for 15 yards to the Cgy47. Tackled by Chris Rwabukamba.,24,10
07:37,1,Rush,3,Jon Cornish rush for 3 yards to the Cgy50. Tackled by Dexter McCoil.,24,10
07:00,2,Pass,8,Bo Levi Mitchell pass to Nik Lewis for 8 yards to the Edm52. Tackled by Eric Samuels.,24,10
06:14,1,Pass,32,Bo Levi Mitchell pass to Marquay McDaniel for 32 yards to the Edm20. Tackled by Eric Samuels.,24,10
04:55,1,Rush,20,Bo Levi Mitchell rush for 20 yards for a TOUCHDOWN.,30,10
04:35,0,Made Extra Point,0,Rene Paredes extra point is good.,31,10
04:35,0,Kickoff,26,Rene Paredes kicks off to the Edm4. Tyler Thomas return for 26 yards to Edm30. Tackled by Josh Bell.,31,10
04:29,1,Rush,15,Pat White rush for 15 yards to the Edm45. Tackled by Jamar Wall.,31,10
03:51,1,Rush,4,A.J. Guyton rush for 4 yards to the Edm49. Tackled by Buddy Jackson.,31,10
03:19,2,Rush,8,Pat White rush for 8 yards to the Cgy53.,31,10
02:50,1,Incomplete Pass,0,Pat White incomplete pass intended for Calvin McCarty.,31,10
02:36,2,Incomplete Pass,0,Matt Nichols incomplete pass intended for  .,31,10
02:18,3,Punt,1,punts for 40 yards to Cgy13. Jock Sanders return for 1 yard to Cgy14. Tackled by Mike Miller.,31,10
01:56,1,Rush,-1,Jon Cornish rush for a loss of 1 yard to the Cgy13. Tackled by Willie Jefferson.,31,10
01:20,2,Pass,4,Bo Levi Mitchell pass to Jon Cornish for 4 yards to the Cgy17. Tackled by Eddie Steele.,31,10
00:14,3,Punt,10,Rob Maver punts for 43 yards to Edm50. Kendial Lawrence return for 10 yards to Cgy50. Tackled by Ben D'Aguilar.,31,10
00:05,1,Pass,32,A.J. Guyton pass to   for 32 yards to the Cgy18. Tackled by Fred Bennett.,31,10
15:00,1,Rush,8,Calvin McCarty rush for 8 yards to the Cgy10. Tackled by Deron Mayo.,31,10
14:19,2,Rush,2,Pat White rush for 2 yards to the Cgy8. Tackled by Keon Raymond.,31,10
13:47,3,Illegal Procedure,-5,Penalty: Illegal Procedure on Edmonton (Justin Sorensen) -5 yards.,31,10
13:27,3,Missed Field Goal,20,20 yard field goal attempt is GOOD.,31,13
13:27,1,Rush,8,Maurice Price rush for 8 yards to the Cgy43. Tackled by Marcell Young.,31,13
12:55,2,Rush,0,Jon Cornish rush for no gain to the Cgy43. Tackled by Eric Samuels.,31,13
12:14,3,Punt,7,Rob Maver punts for 53 yards to Edm14. Kendial Lawrence return for 7 yards to Edm21. Tackled by Ben D'Aguilar.,31,13
11:36,1,Incomplete Pass,0,Matt Nichols incomplete pass intended for Kendial Lawrence.,31,13
11:28,2,Incomplete Pass,0,Matt Nichols incomplete pass intended for Adarius Bowman.,31,13
11:11,3,Punt,24,punts for 51 yards to Cgy38. Sederrik Cunningham return for 24 yards to Edm48. Tackled by Dexter McCoil.,31,13
10:48,1,Pass,4,Bo Levi Mitchell pass to Maurice Price for 4 yards to the Edm44. Tackled by Aaron Grymes.,31,13
10:11,2,Incomplete Pass,0,Bo Levi Mitchell incomplete pass intended for Sederrik Cunningham.,31,13
09:44,3,Punt,0,Rob Maver punts for 42 yards to Edm2. No return.,31,13
09:22,1,Rush,2,Kendial Lawrence rush for 2 yards to the Edm4. Tackled by Deron Mayo.,31,13
08:50,2,Incomplete Pass,0,Matt Nichols incomplete pass intended for Adarius Bowman.,31,13
08:42,3,No Yards,29,punts for 44 yards to Edm48. Penalty: No Yards on Edmonton (Eric Samuels) -15 yards.,31,13
08:24,1,Incomplete Pass,0,Bo Levi Mitchell incomplete pass intended for Nik Lewis.,31,13
08:04,2,Rush,5,Jon Cornish rush for 5 yards to the Edm28. Tackled by Marcell Young.,31,13
07:00,3,Missed Field Goal,35,Rene Paredes 35 yard field goal attempt is GOOD.,34,13
07:00,1,Incomplete Pass,0,Matt Nichols incomplete pass intended for Kendial Lawrence.,34,13
06:41,2,Pass,39,Matt Nichols pass to A.J. Guyton for 39 yards to the Cgy36. Tackled by Buddy Jackson.,34,13
05:54,1,Incomplete Pass,0,Matt Nichols incomplete pass intended for Adarius Bowman defensed by Lin-J Shell.,34,13
05:45,0,Roughing Passer,15,Penalty: Roughing Passer on Calgary (Shawn Lemon) 15 yards.,34,13
05:30,1,Incomplete Pass,0,Matt Nichols incomplete pass intended for Shamawd Chambers defensed by Brandon Smith.,34,13
05:03,2,Incomplete Pass,0,Matt Nichols incomplete pass intended for Nate Coehoorn.,34,13
04:47,3,Pass,21,Matt Nichols pass to Adarius Bowman for 21 yards for a TOUCHDOWN.,34,19
04:35,0,Made Extra Point,0,extra point is good.,34,20
04:35,0,Kickoff,19,kicks off to the Cgy2. Jock Sanders return for 19 yards to Cgy21. Tackled by Calvin McCarty.,34,20
04:30,1,Sack,-6,Sack at Cgy15 for a loss of 6 yards by Cameron Sheffield.,34,20
03:47,2,Incomplete Pass,0,Bo Levi Mitchell incomplete pass intended for Marquay McDaniel.,34,20
03:19,3,Punt,18,Rob Maver punts for 43 yards to Edm52. Kendial Lawrence return for 18 yards to Cgy40. Tackled by Tim St. Pierre.,34,20
02:50,1,Pass,38,Matt Nichols pass to   for 38 yards to the Cgy2. Tackled by Adam Berger.,34,20
02:34,1,Rush,2,Matt Nichols rush for 2 yards for a TOUCHDOWN.,34,26
02:34,0,Made Extra Point,0,extra point is good.,34,27
02:34,0,Kickoff,17,kicks off to the Cgy14. Sederrik Cunningham return for 17 yards to Cgy31. Tackled by Tyler Thomas.,34,27
02:28,1,Pass,43,Bo Levi Mitchell pass to Marquay McDaniel for 43 yards to the Edm36. Tackled by Marcell Young.,34,27
02:19,1,Rush,26,Jon Cornish rush for 26 yards to the Edm10. Tackled by Chris Rwabukamba.,34,27
01:33,1,Rush,10,Jon Cornish rush for 10 yards for a TOUCHDOWN.,40,27
01:23,0,Made Extra Point,0,Rene Paredes extra point is good.,41,27
01:33,0,Kickoff,49,Rene Paredes kicks off to the Edm1. Tyler Thomas return for 49 yards to Edm50. Tackled by Rene Paredes.,41,27
01:23,1,Pass,5,Matt Nichols pass to Nate Coehoorn for 5 yards to the Edm55. Tackled by Jamar Wall.,41,27
01:10,2,Rush,4,Matt Nichols rush for 4 yards to the Cgy51. Tackled by Junior Turner.,41,27
00:55,3,Pass,5,Matt Nichols pass to A.J. Guyton for 5 yards to the Cgy46. Tackled by Brandon Smith.,41,27
00:38,1,Pass,22,Matt Nichols pass to Adarius Bowman for 22 yards to the Cgy24. Tackled by Buddy Jackson.,41,27
00:21,1,Pass,24,Matt Nichols pass to Nate Coehoorn for 24 yards for a TOUCHDOWN.,41,33
00:21,0,Made Extra Point,0,extra point is good.,41,34
00:21,0,Kickoff,0,kicks off to the Edm50. Simon Charbonneau-Campeau - no return. Tackled by Mathieu Boulay.,41,34
