Time,Down,Type,Yards,Details,Edmonton,Calgary
08:42,0,Kickoff,18,Rene Paredes kicks off to the Edm11. Kendial Lawrence return for 18 yards to Edm29. Tackled by Adam Thibault.,1,22
08:37,1,Rush,3,John White rush for 3 yards to the Edm32. Tackled by Juwan Simpson.,1,22
08:07,2,Pass,8,Mike Reilly pass to Adarius Bowman for 8 yards to the Edm40. Tackled by Jamar Wall.,1,22
07:24,1,Pass,2,Mike Reilly pass to Kendial Lawrence for 2 yards to the Edm42. Tackled by Jamar Wall.,1,22
07:17,2,Incomplete Pass,0,Mike Reilly incomplete pass intended for Nate Coehoorn.,1,22
06:28,3,Punt,3,Hugh O'Neill punts for 45 yards to Cgy23. Sederrik Cunningham return for 3 yards to Cgy26. Tackled by Mike Miller.,1,22
06:03,1,Rush,4,Matt Walter rush for 4 yards to the Cgy30. Tackled by Odell Willis.,1,22
05:30,2,Pass,3,Bo Levi Mitchell pass to Joe West for 3 yards to the Cgy33. Tackled by Otha Foster.,1,22
04:57,3,Punt,4,Rob Maver punts for 50 yards to Edm27. Kendial Lawrence return for 4 yards to Edm31. Tackled by Adam Berger.,1,22
04:32,1,Incomplete Pass,0,Mike Reilly incomplete pass intended for Kendial Lawrence defensed by Shawn Lemon.,1,22
04:17,2,Pass,14,Mike Reilly pass to Adarius Bowman for 14 yards to the Edm45. Tackled by Buddy Jackson.,1,22
03:51,1,Incomplete Pass,0,Mike Reilly incomplete pass intended for Adarius Bowman.,1,22
03:34,0,Illegal Contact,10,Penalty: Illegal Contact on Calgary (Keon Raymond) 10 yards.,1,22
03:03,1,Incomplete Pass,0,Mike Reilly incomplete pass intended for Paris Jackson defensed by Buddy Jackson.,1,22
02:41,2,Pass,20,Mike Reilly pass to Adarius Bowman for 20 yards to the Cgy35. Tackled by Josh Bell.,1,22
02:26,1,Incomplete Pass,0,Mike Reilly incomplete pass intended for Adarius Bowman.,1,22
02:01,2,Incomplete Pass,0,Mike Reilly incomplete pass intended for Adarius Bowman defensed by Buddy Jackson.,1,22
01:46,3,Missed Field Goal,42,Hugh O'Neill 42 yard field goal attempt is GOOD.,4,22
01:46,0,Kickoff,10,Hugh O'Neill kicks off to the Cgy35. Sederrik Cunningham return for 10 yards to Cgy45. Tackled by J.C. Sherritt.,4,22
01:41,1,Rush,0,Jon Cornish rush for no gain to the Cgy45. Tackled by Rennie Curran.,4,22
01:35,2,Pass,16,Bo Levi Mitchell pass to Joe West for 16 yards to the Edm49. Tackled by Otha Foster.,4,22
01:10,1,Pass,30,Bo Levi Mitchell pass to Jon Cornish for 30 yards to the Edm19. Tackled by Marcell Young.,4,22
00:40,1,Pass,19,Bo Levi Mitchell pass to Eric Rogers for 19 yards for a TOUCHDOWN.,4,28
00:40,0,Made Extra Point,0,Rene Paredes extra point is good.,4,29
00:40,0,Kickoff,8,Rene Paredes kicks off to the Edm14. Kendial Lawrence return for 8 yards to Edm22. Tackled by Frank Beltre.,4,29
15:00,0,Kickoff,11,Rene Paredes kicks off to the Edm16. Kendial Lawrence return for 11 yards to Edm27. Tackled by Keenan MacDougall.,4,29
14:54,1,Rush,6,John White rush for 6 yards to the Edm33. Tackled by Juwan Simpson.,4,29
14:07,2,Pass,2,Mike Reilly pass to Devon Bailey for 2 yards to the Edm35. Tackled by Juwan Simpson.,4,29
13:46,3,Punt,6,Hugh O'Neill punts for 38 yards to Cgy37. Sederrik Cunningham return for 6 yards to Cgy43. Tackled by Mike Miller.,4,29
13:27,1,Rush,5,Jon Cornish rush for 5 yards to the Cgy48. Tackled by Deon Lacey.,4,29
12:45,0,Unnecessary Roughness,15,Penalty: Unnecessary Roughness on Edmonton (Patrick Watkins) 15 yards.,4,29
12:22,1,Incomplete Pass,0,Bo Levi Mitchell incomplete pass intended for Eric Rogers defensed by Otha Foster.,4,29
11:56,2,Pass,13,Bo Levi Mitchell pass to Simon Charbonneau-Campeau for 13 yards to the Edm34. Tackled by Marcell Young.,4,29
11:19,1,Rush,4,Matt Walter rush for 4 yards to the Edm30. Tackled by Dexter McCoil.,4,29
10:25,2,Pass,30,Bo Levi Mitchell pass to Eric Rogers for 30 yards for a TOUCHDOWN.,4,35
10:06,0,Made Extra Point,0,Rene Paredes extra point is good.,4,36
10:06,0,Kickoff,19,Rene Paredes kicks off to the Edm12. Kendial Lawrence return for 19 yards to Edm31. Tackled by Simon Charbonneau-Campeau.,4,36
10:01,1,Pass,8,Mike Reilly pass to Paris Jackson for 8 yards to the Edm39. Tackled by Deron Mayo.,4,36
09:26,2,Pass,7,Mike Reilly pass to Adarius Bowman for 7 yards to the Edm46. Tackled by Jamar Wall.,4,36
09:08,1,Pass,37,Mike Reilly pass to Adarius Bowman for 37 yards to the Cgy27. Tackled by Buddy Jackson.,4,36
08:42,1,Pass,2,Mike Reilly pass to John White for 2 yards to the Cgy25. Tackled by Deron Mayo.,4,36
07:57,0,Illegal Contact,10,Penalty: Illegal Contact on Calgary (Jamar Wall) 10 yards.,4,36
07:36,1,Pass,10,Mike Reilly pass to Fred Stamps for 10 yards to the Cgy5. Tackled by Buddy Jackson.,4,36
07:18,2,Rush,2,Mike Reilly rush for 2 yards to the Cgy3. Tackled by Junior Turner.,4,36
06:50,1,Incomplete Pass,0,Mike Reilly incomplete pass intended for Kendial Lawrence defensed by Josh Bell.,4,36
06:06,2,Pass,3,Mike Reilly pass to Paris Jackson for 3 yards for a TOUCHDOWN.,10,36
05:55,0,Made Extra Point,0,Hugh O'Neill extra point is good.,11,36
05:55,0,Holding,-1,Hugh O'Neill kicks off to the Cgy16. Sederrik Cunningham return for 9 yards to Cgy25. Penalty: Holding on Calgary (Jeff Hecht) -10 yards.,11,36
05:46,1,Rush,8,Jon Cornish rush for 8 yards to the Cgy23. Tackled by Ryan Hinds.,11,36
05:19,2,Rush,0,Jon Cornish rush for no gain to the Cgy23. Tackled by Alonzo Lawrence.,11,36
04:48,3,Punt,3,Rob Maver punts for 45 yards to Edm42. Kendial Lawrence return for 3 yards to Edm45. Tackled by Karl McCartney.,11,36
04:23,1,Rush,1,John White rush for 1 yard to the Edm46. Tackled by Juwan Simpson.,11,36
03:58,2,Pass,48,Mike Reilly pass to Nate Coehoorn for 48 yards to the Cgy16.,11,36
03:11,1,Pass,16,Mike Reilly pass to Adarius Bowman for 16 yards for a TOUCHDOWN.,17,36
03:00,0,Made Extra Point,0,Hugh O'Neill extra point is good.,18,36
03:00,0,Holding,19,Hugh O'Neill kicks off to the Cgy11. Matt Walter return for 14 yards to Cgy25. Penalty: Face Mask on Edmonton (Mike Dubuisson) 15 yards. Penalty: Holding on Calgary (Adam Thibault) -10 yards.,18,36
02:53,1,Rush,3,Bo Levi Mitchell rush for 3 yards to the Cgy33. Tackled by J.C. Sherritt.,18,36
02:17,2,Incomplete Pass,0,Bo Levi Mitchell incomplete pass intended for Jon Cornish.,18,36
01:52,3,Punt,4,Rob Maver punts for 34 yards to Edm43. Kendial Lawrence return for 4 yards to Edm47. Tackled by Karl McCartney.,18,36
01:27,1,Pass,9,Mike Reilly pass to Adarius Bowman for 9 yards to the Edm55. Tackled by Brandon Smith.,18,36
00:50,2,Rush,1,Mike Reilly rush for 1 yard to the Cgy54. Tackled by Shawn Lemon.,18,36
00:20,1,Sack,-8,Sack at Edm48 for a loss of 8 yards by Juwan Simpson.,18,36
15:00,2,Incomplete Pass,0,Mike Reilly incomplete pass intended for Fred Stamps defensed by Josh Bell.,18,36
14:45,3,Punt,5,Hugh O'Neill punts for 44 yards to Cgy18. Sederrik Cunningham return for 5 yards to Cgy23. Tackled by Mike Miller.,18,36
14:27,1,Pass,5,Bo Levi Mitchell pass to Nik Lewis for 5 yards to the Cgy28. Tackled by Alonzo Lawrence.,18,36
14:01,2,Pass,12,Bo Levi Mitchell pass to Marquay McDaniel for 12 yards to the Cgy40. Tackled by Ryan Hinds.,18,36
13:17,1,Sack,-2,Sack at Cgy38 for a loss of 2 yards by Rennie Curran.,18,36
12:31,2,Pass,6,Bo Levi Mitchell pass to Jon Cornish for 6 yards to the Cgy44. Tackled by Eddie Steele.,18,36
11:59,3,Punt,2,Rob Maver punts for 55 yards to Edm11. Kendial Lawrence return for 2 yards to Edm13. Tackled by Adam Berger.,18,36
11:29,1,Unnecessary Roughness,46,Matt Nichols pass to Paris Jackson for 31 yards to the Edm44. Tackled by Josh Bell. Penalty: Unnecessary Roughness on Calgary (Josh Bell) 15 yards.,18,36
11:16,1,Pass,19,Matt Nichols pass to Paris Jackson for 19 yards to the Cgy32. Tackled by Buddy Jackson.,18,36
10:45,1,Pass,4,Matt Nichols pass to Paris Jackson for 4 yards to the Cgy28. Tackled by Buddy Jackson.,18,36
10:21,2,Fumble,0,"Matt Nichols pass to Adarius Bowman for no gain to the Cgy28. FUMBLE, recovered by Cgy (Keon Raymond). Tackled by John White.",18,36
09:44,1,Rush,0,Jon Cornish rush for no gain to the Cgy28. Tackled by Willie Jefferson.,18,36
09:04,2,Pass,6,Bo Levi Mitchell pass to Jon Cornish for 6 yards to the Cgy34. Tackled by Dexter McCoil.,18,36
08:30,3,Objectionable Conduct,-5,Rob Maver punts for 44 yards to Edm32. Kendial Lawrence return for 5 yards to Edm37. Tackled by Adam Thibault. Penalty: Objectionable Conduct on Edmonton (Alonzo Lawrence) -10 yards.,18,36
08:05,1,Incomplete Pass,0,Matt Nichols incomplete pass intended for John White.,18,36
07:55,2,Rush,2,Matt Nichols rush for 2 yards to the Edm29. Tackled by Keon Raymond.,18,36
07:32,3,Punt,8,Hugh O'Neill punts for 43 yards to Cgy38. Sederrik Cunningham return for 8 yards to Cgy46. Tackled by Mike Miller.,18,36
07:09,1,Rush,11,Jon Cornish rush for 11 yards to the Edm53. Tackled by Ryan Hinds.,18,36
06:24,1,Rush,4,Jon Cornish rush for 4 yards to the Edm49. Tackled by Deon Lacey.,18,36
05:43,2,Incomplete Pass,0,Bo Levi Mitchell incomplete pass intended for Eric Rogers.,18,36
05:22,3,Holding,0,Rob Maver punts for 39 yards to Edm10. Kendial Lawrence return for 10 yards to Edm20. Penalty: Holding on Edmonton (Mike Miller) -10 yards.,18,36
04:55,1,Incomplete Pass,0,Matt Nichols incomplete pass intended for Fred Stamps.,18,36
04:38,0,Fumble,6,", recovered by Edm (Matt Nichols). Matt Nichols pass to Calvin McCarty for 6 yards to the Edm16. FUMBLE",18,36
04:07,3,Incomplete Pass,0,Matt Nichols incomplete pass intended for Adarius Bowman defensed by Shawn Lemon.,18,36
03:47,1,Rush,6,Jon Cornish rush for 6 yards to the Edm10. Tackled by Dexter McCoil.,18,36
02:59,2,Rush,8,Jon Cornish rush for 8 yards to the Edm2. Tackled by Dexter McCoil.,18,36
02:18,1,Rush,2,Jon Cornish rush for 2 yards for a TOUCHDOWN.,18,42
02:18,0,Made Extra Point,0,Rene Paredes extra point is good.,18,43
02:18,0,Kickoff,23,Rene Paredes kicks off to the Edm9. Anthony Barrett return for 23 yards to Edm32. Tackled by Keon Raymond.,18,43
02:12,0,Too Many Men on Field,10,Penalty: Too Many Men on Field on Calgary 10 yards.,18,43
02:06,1,Incomplete Pass,0,Matt Nichols incomplete pass intended for Calvin McCarty.,18,43
02:00,2,Incomplete Pass,0,Matt Nichols incomplete pass intended for Fred Stamps defensed by Buddy Jackson.,18,43
01:53,3,Pass,3,Matt Nichols pass to Nate Coehoorn for 3 yards to the Edm45. Tackled by Fred Bennett.,18,43
01:47,1,Rush,5,Matt Walter rush for 5 yards to the Edm40. Tackled by Rennie Curran.,18,43
01:39,2,Rush,3,Matt Walter rush for 3 yards to the Edm37. Tackled by Almondo Sewell.,18,43
01:17,0,Sack,-13,"Sack at Edm37 for no gain by Alonzo Lawrence., recovered by Cgy (Bo Levi Mitchell). . Tackled by Alonzo Lawrence",18,43
00:55,1,Pass,17,Matt Nichols pass to Fred Stamps for 17 yards to the Cgy43. Tackled by Deron Mayo.,18,43
00:48,1,Incomplete Pass,0,Matt Nichols incomplete pass intended for Fred Stamps defensed by Buddy Jackson.,18,43
00:42,0,Holding,-10,Penalty: Holding on Edmonton (Thaddeus Coleman) -10 yards.,18,43
00:35,2,Pass,9,Matt Nichols pass to Nate Coehoorn for 9 yards to the Cgy44. Tackled by Juwan Simpson.,18,43
00:27,3,Pass,3,Matt Nichols pass to Devon Bailey for 3 yards to the Cgy41. Tackled by Keon Raymond.,18,43
