Time,Down,Type,Yards,Details,Hamilton,Calgary
01:11,2,Incomplete Pass,0,Bo Levi Mitchell incomplete pass intended for Anthony Parker.,4,7
00:58,3,Missed Field Goal,17,53 yard field goal attempt by Rene Paredes is NO GOOD.  Missed field goal returned by Brandon Banks to the Ham5. Tackled by Charleston Hughes.,4,7
00:48,1,Rush,-1,C.J. Gable rush for a loss of 1 yard to the Ham4. Tackled by Micah Johnson.,4,7
00:40,2,Rush,0,C.J. Gable rush for no gain to the Ham4. Tackled by Micah Johnson.,4,7
15:00,0,Kickoff,20,Rene Paredes kicks off to the Ham8. Brandon Banks return for 20 yards to Ham28. Tackled by Simon Charbonneau-Campeau.,4,7
14:53,1,Pass,12,Jeremiah Masoli pass to Andy Fantuz for 12 yards to the Ham40. Tackled by Adam Berger.,4,7
14:21,1,Pass,8,Jeremiah Masoli pass to Andy Fantuz for 8 yards to the Ham48. Tackled by Brandon Smith.,4,7
13:47,2,Pass,4,Jeremiah Masoli pass to Andy Fantuz for 4 yards to the Ham52. Tackled by Adam Berger.,4,7
13:10,1,Rush,13,Luke Tasker rush for 13 yards to the Cgy45. Tackled by Micah Johnson.,4,7
12:28,1,Incomplete Pass,0,Jeremiah Masoli incomplete pass intended for Luke Tasker.,4,7
12:06,2,Incomplete Pass,0,Jeremiah Masoli incomplete pass intended for C.J. Gable.,4,7
11:50,3,Punt,0,Justin Medlock punts for 30 yards to Cgy15. No return.,4,7
11:38,1,Unnecessary Roughness,26,Bo Levi Mitchell pass to Rob Cote for 11 yards to the Cgy26. Tackled by Frederic Plesius. Penalty: Unnecessary Roughness on Hamilton (Brian Bulcke) 15 yards.,4,7
11:20,1,Rush,0,Matt Walter rush for no gain to the Cgy41. Tackled by Hasan Hazime.,4,7
10:40,2,Pass,11,Bo Levi Mitchell pass to Jeff Fuller for 11 yards to the Cgy52. Tackled by Eric Norwood.,4,7
10:16,1,Pass,1,Bo Levi Mitchell pass to Rob Cote for 1 yard to the Cgy53. Tackled by Eric Norwood.,4,7
09:19,2,Incomplete Pass,0,Bo Levi Mitchell incomplete pass intended for Joe West.,4,7
08:51,3,Punt,0,Rob Maver punts for 36 yards to Ham21. No return.,4,7
08:31,1,Offside,5,Penalty: Offside on Calgary (Junior Turner) 5 yards.,4,7
08:09,1,Rush,2,C.J. Gable rush for 2 yards to the Ham28. Tackled by Juwan Simpson.,4,7
07:23,2,Rush,0,Jeremiah Masoli rush for no gain to the Ham28. Tackled by Junior Turner.,4,7
06:46,3,Punt,0,Justin Medlock punts for 77 yards to Cgy5. No return.,4,7
06:24,1,Rush,12,Matt Walter rush for 12 yards to the Cgy17. Tackled by Craig Butler.,4,7
05:54,1,Sack,-11,Sack at Cgy6 for a loss of 11 yards by Taylor Reed.,4,7
05:15,2,Incomplete Pass,0,Bo Levi Mitchell incomplete pass intended for Matt Walter defensed by Terrence Moore.,4,7
04:46,3,Punt,38,Rob Maver punts for 49 yards to Cgy55. Brandon Banks return for 38 yards to Cgy17. Tackled by Rob Maver.,4,7
04:18,1,Offside,-5,Penalty: Offside on Hamilton (Luke Tasker) -5 yards.,4,7
03:57,1,Incomplete Pass,0,Jeremiah Masoli incomplete pass intended for C.J. Gable.,4,7
03:33,2,Incomplete Pass,0,Jeremiah Masoli incomplete pass intended for Luke Tasker.,4,7
02:48,3,Missed Field Goal,29,Justin Medlock 29 yard field goal attempt is GOOD.,7,7
02:48,1,Roughing Passer,22,Bo Levi Mitchell pass to Jock Sanders for 7 yards to the Cgy42. Tackled by Marcellus Bowman. Penalty: Roughing Passer on Hamilton (Taylor Reed) 15 yards.,7,7
02:26,1,Sack,-1,Sack at Ham54 for no gain by Brian Bulcke Recovered by Ham (Frederic Plesius). Tackled by Brander Craighead,7,7
02:05,1,Rush,1,Dan LeFevour rush for 1 yard to the Ham55. Tackled by Juwan Simpson.,7,7
01:23,2,Pass,9,Dan LeFevour pass to Samuel Giguere for 9 yards to the Cgy46. Tackled by Brandon Smith.,7,7
01:05,3,Rush,2,Dan LeFevour rush for 2 yards to the Cgy44. Tackled by Juwan Simpson.,7,7
00:29,1,Rush,2,Dan LeFevour rush for 2 yards to the Cgy42. Tackled by Juwan Simpson.,7,7
00:01,2,Pass,5,Dan LeFevour pass to Bakari Grant for 5 yards to the Cgy37. Tackled by Jamar Wall.,7,7
15:00,3,Missed Field Goal,31,46 yard field goal attempt by Justin Medlock is NO GOOD.  Missed field goal returned by Jock Sanders to the Cgy22. Tackled by Eric Norwood.,7,7
14:34,1,Pass,17,Bo Levi Mitchell pass to Jeff Fuller for 17 yards to the Cgy39. Tackled by Brandon Stewart.,7,7
14:06,1,Incomplete Pass,0,Bo Levi Mitchell incomplete pass intended for Brad Sinopoli.,7,7
13:47,2,Objectionable Conduct,-10,Bo Levi Mitchell incomplete pass intended for Marquay McDaniel. Penalty: Objectionable Conduct on Calgary (Marquay McDaniel) -10 yards.,7,7
13:24,3,Illegal Block,-2,Rob Maver punts for 47 yards to Ham34. Brandon Banks return for 8 yards to Ham42. Penalty: Illegal Block on Hamilton (Taylor Reed) -10 yards.,7,7
13:01,1,Pass,-1,Dan LeFevour pass to Luke Tasker for a loss of 1 yard to the Ham31. Tackled by Brandon Smith.,7,7
12:28,2,Unnecessary Roughness,20,Dan LeFevour rush for 5 yards to the Ham36. Tackled by Glenn Love. Penalty: Unnecessary Roughness on Calgary (Jeff Hecht) 15 yards.,7,7
12:04,1,Pass,6,Dan LeFevour pass to Greg Ellingson for 6 yards to the Cgy53. Tackled by Fred Bennett.,7,7
11:29,2,Incomplete Pass,0,Dan LeFevour incomplete pass intended for C.J. Gable.,7,7
11:13,3,Punt,9,Justin Medlock punts for 42 yards to Cgy11. Jock Sanders return for 9 yards to Cgy20. Tackled by Craig Butler.,7,7
10:54,1,Rush,10,Matt Walter rush for 10 yards to the Cgy30. Tackled by Taylor Reed.,7,7
10:20,2,Rush,1,Drew Tate rush for 1 yard to the Cgy31. Tackled by Marcellus Bowman.,7,7
09:45,1,Pass,23,Bo Levi Mitchell pass to Jeff Fuller for 23 yards to the Cgy54. Tackled by Emanuel Davis.,7,7
09:24,1,Incomplete Pass,0,Bo Levi Mitchell incomplete pass intended for Marquay McDaniel.,7,7
08:47,2,Pass,16,Bo Levi Mitchell pass to Marquay McDaniel for 16 yards to the Ham40. Tackled by Craig Butler.,7,7
08:08,1,Incomplete Pass,0,Bo Levi Mitchell incomplete pass intended for Rob Cote defensed by Taylor Reed.,7,7
07:50,2,Pass,8,Bo Levi Mitchell pass to Brad Sinopoli for 8 yards to the Ham32. Tackled by Marcellus Bowman.,7,7
06:44,3,Missed Field Goal,39,Rene Paredes 39 yard field goal attempt is GOOD.,7,10
06:44,0,Pass Interference,30,Penalty: Pass Interference on Calgary (Adam Berger) 30 yards.,7,10
06:24,1,Pass,10,Dan LeFevour pass to Andy Fantuz for 10 yards to the Cgy35. Tackled by Lin-J Shell.,7,10
05:41,2,Rush,1,Dan LeFevour rush for 1 yard to the Cgy34. Tackled by Corey Mace.,7,10
05:04,1,Pass,9,Dan LeFevour pass to Andy Fantuz for 9 yards to the Cgy25. Tackled by Brandon Smith.,7,10
04:25,2,Rush,2,Dan LeFevour rush for 2 yards to the Cgy23. Tackled by Glenn Love.,7,10
03:45,1,Pass,10,Dan LeFevour pass to Andy Fantuz for 10 yards to the Cgy13. Tackled by Jamar Wall.,7,10
03:12,1,Incomplete Pass,0,Dan LeFevour incomplete pass intended for Luke Tasker.,7,10
02:53,2,Sack,-9,Sack at Cgy22 for a loss of 9 yards by Micah Johnson.,7,10
02:38,3,,-8,. Tackled by Micah Johnson,7,10
02:03,1,Pass,5,Bo Levi Mitchell pass to Matt Walter for 5 yards to the Cgy35. Tackled by Marcellus Bowman.,7,10
01:54,2,Rush,16,Bo Levi Mitchell rush for 16 yards to the Cgy51.,7,10
01:22,0,Too Many Men on Field,10,Penalty: Too Many Men on Field on Hamilton 10 yards.,7,10
00:58,1,Rush,4,Matt Walter rush for 4 yards to the Ham45. Tackled by David Caldwell.,7,10
00:54,2,Rush,2,Matt Walter rush for 2 yards to the Ham43. Tackled by Brandon Boudreaux.,7,10
00:31,3,Punt,0,Rob Maver punts for 26 yards to Ham17. No return.,7,10
00:25,1,Pass,22,Dan LeFevour pass to Greg Ellingson for 22 yards to the Ham39. Tackled by Brandon Smith.,7,10
00:19,1,Sack,-9,Sack at Ham30 for no gain by Shawn Lemon Recovered by Ham (Dan LeFevour),7,10
00:10,2,Fumble,6,"Dan LeFevour pass to Andy Fantuz for 6 yards to the Ham36. FUMBLE, recovered by Cgy (Maalik Bomar). Tackled by Landon Rice.",7,10
