Time,Down,Type,Yards,Details,BC,Saskatchewan
07:21,2,Pass,12,Darian Durant pass to Taj Smith for 12 yards to the Ssk55. Tackled by Cord Parks.,3,0
06:53,1,Incomplete Pass,0,Darian Durant incomplete pass intended for Geroy Simon.,3,0
06:24,2,Pass,11,Darian Durant pass to Taj Smith for 11 yards to the BC44. Tackled by Dante Marsh.,3,0
05:58,1,Rush,-5,Chris Garrett rush for a loss of 5 yards to the BC49. Tackled by Josh Bell.,3,0
05:01,2,Pass,9,Darian Durant pass to Chris Garrett for 9 yards to the BC40. Tackled by Josh Bell.,3,0
04:38,3,Punt,0,Ricky Schmitt punts for 31 yards to BC9. No return.,3,0
04:20,1,Incomplete Pass,0,Thomas DeMarco incomplete pass intended for Nick Moore.,3,0
04:09,2,Incomplete Pass,0,Thomas DeMarco incomplete pass intended for Shawn Gore.,3,0
03:43,3,Punt,5,Paul McCallum punts for 47 yards to Ssk54. Tristan Jackson return for 5 yards to BC51. Tackled by Keynan Parker.,3,0
03:27,1,Incomplete Pass,0,Darian Durant incomplete pass intended for Chris Getzlaf.,3,0
03:08,2,Pass,2,Darian Durant pass to Chris Garrett for 2 yards to the BC49. Tackled by Cord Parks.,3,0
02:38,3,Punt,20,Ricky Schmitt punts for 38 yards to BC11. Tim Brown return for 20 yards to BC31.,3,0
02:10,1,Rush,1,Andrew Harris rush for 1 yard to the BC32. Tackled by John Chick.,3,0
01:43,2,Incomplete Pass,0,Thomas DeMarco incomplete pass intended for Shawn Gore defensed by Dwight Anderson.,3,0
01:10,3,Punt,13,Paul McCallum punts for 36 yards to Ssk42. Tristan Jackson return for 13 yards to Ssk55. Tackled by Adam Bighill.,3,0
00:56,1,Objectionable Conduct,15,Chris Garrett rush for 5 yards to the BC50. Tackled by Dante Marsh. Penalty: Objectionable Conduct on BC (Dante Marsh) 10 yards.,3,0
00:38,1,Sack,0,Sack at BC40 for no gain by Khreem Smith.,3,0
00:01,2,Sack,-7,Sack at BC47 for a loss of 7 yards by Eric Taylor.,3,0
14:35,3,Punt Single,66,Ricky Schmitt punts for 66 yards to BC0 (Single).,3,1
00:01,2,Sack,-7,Sack at BC47 for a loss of 7 yards by Eric Taylor.,3,0
14:35,1,Incomplete Pass,0,Thomas DeMarco incomplete pass intended for Ernest Jackson.,3,1
14:13,2,Sack,-8,Sack at BC27 for a loss of 8 yards by Carlos Thomas.,3,1
13:43,3,Punt,10,Paul McCallum punts for 46 yards to Ssk37. Tristan Jackson return for 10 yards to Ssk47. Tackled by Adam Bighill.,3,1
13:25,1,Pass,10,Darian Durant pass to Chris Garrett for 10 yards to the BC53. Tackled by Adam Bighill.,3,1
13:02,2,Rush,1,Drew Willy rush for 1 yard to the BC52. Tackled by Keron Williams.,3,1
12:27,1,Incomplete Pass,0,Darian Durant incomplete pass intended for Taj Smith defensed by Josh Bell.,3,1
12:05,2,Pass,1,Darian Durant pass to Chris Garrett for 1 yard to the BC51. Tackled by Dante Marsh.,3,1
11:39,3,Punt,8,Ricky Schmitt punts for 41 yards to BC10. Tim Brown return for 8 yards to BC18. Tackled by Brian Peters.,3,1
11:23,1,Illegal Procedure,-5,Penalty: Illegal Procedure on BC (Patrick Kabongo) -5 yards.,3,1
11:15,1,Pass,12,Thomas DeMarco pass to Shawn Gore for 12 yards to the BC25. Tackled by Eddie Russ.,3,1
11:05,2,Pass,-1,Thomas DeMarco pass to Andrew Harris for a loss of 1 yard to the BC24. Tackled by Ejiro Kuale.,3,1
10:28,3,Illegal Block,-1,Paul McCallum punts for 40 yards to Ssk46. Tristan Jackson return for 9 yards to Ssk55. Penalty: Illegal Block on Saskatchewan (Spencer Moore) -10 yards.,3,1
10:05,1,Pass,9,Darian Durant pass to Chris Getzlaf for 9 yards to the Ssk54. Tackled by J.R. LaRose.,3,1
09:45,2,Rush,6,Chris Garrett rush for 6 yards to the BC50. Tackled by Solomon Elimimian.,3,1
09:15,1,Incomplete Pass,0,Darian Durant incomplete pass intended for Taj Smith defensed by J.R. LaRose.,3,1
08:44,2,Pass,1,Darian Durant pass to Chris Garrett for 1 yard to the BC49. Tackled by Dante Marsh.,3,1
07:36,3,Punt Single,68,Ricky Schmitt punts for 68 yards to BC0 (Single).,3,2
10:05,1,Pass,9,Darian Durant pass to Chris Getzlaf for 9 yards to the Ssk54. Tackled by J.R. LaRose.,3,1
07:36,1,Rush,11,Tim Brown rush for 11 yards to the BC46. Tackled by Mike McCullough.,3,2
07:04,1,Pass,16,Buck Pierce pass to Shawn Gore for 16 yards to the Ssk48. Tackled by Prince Miller.,3,2
06:43,1,Rush,3,Andrew Harris rush for 3 yards to the Ssk45. Tackled by Ricky Foley.,3,2
06:28,0,Roughing Passer,15,Penalty: Roughing Passer on Saskatchewan (Brian Peters) 15 yards.,3,2
05:54,1,Rush,8,Andrew Harris rush for 8 yards to the Ssk22. Tackled by Craig Butler.,3,2
05:33,2,Rush,1,Andrew Harris rush for 1 yard to the Ssk21. Tackled by John Chick.,3,2
04:56,3,Rush,1,Thomas DeMarco rush for 1 yard to the Ssk20. Tackled by Ricky Foley.,3,2
04:31,1,Incomplete Pass,0,Buck Pierce incomplete pass intended for Courtney Taylor.,3,2
03:57,2,Sack,-5,Sack at Ssk25 for a loss of 5 yards by Ricky Foley.,3,2
03:04,3,Missed Field Goal,32,Paul McCallum 32 yard field goal attempt is GOOD.,6,2
03:04,1,Pass,5,Darian Durant pass to Taj Smith for 5 yards to the Ssk40. Tackled by Dante Marsh.,6,2
02:42,2,Pass,9,Darian Durant pass to Taj Smith for 9 yards to the Ssk49. Tackled by Dante Marsh.,6,2
02:25,1,Pass,14,Darian Durant pass to Geroy Simon for 14 yards to the BC47. Tackled by Dante Marsh.,6,2
02:08,1,Pass,7,Darian Durant pass to Chris Getzlaf for 7 yards to the BC40. Tackled by J.R. LaRose.,6,2
01:50,2,Rush,7,Darian Durant rush for 7 yards to the BC33.,6,2
01:25,1,Incomplete Pass,0,Darian Durant incomplete pass intended for Chris Getzlaf defensed by Cord Parks.,6,2
01:18,2,Offside,5,Penalty: Offside on BC (Solomon Elimimian) 5 yards.,6,2
01:13,2,Incomplete Pass,0,Darian Durant incomplete pass intended for Rob Bagg.,6,2
01:07,3,Missed Field Goal,35,35 yard field goal attempt by Chris Milo is NO GOOD.,6,2
01:01,1,Pass,0,Buck Pierce pass to Ernest Jackson for no gain to the BC25. Tackled by Terrell Maze.,6,2
00:55,2,Sack,-8,Sack at BC17 for a loss of 8 yards by Craig Butler.,6,2
00:41,3,Punt,8,Paul McCallum punts for 42 yards to Ssk51. Tristan Jackson return for 8 yards to BC51. Tackled by Jason Arakgi.,6,2
00:30,1,Pass,14,Darian Durant pass to Geroy Simon for 14 yards to the BC37. Tackled by Korey Banks.,6,2
00:23,1,Incomplete Pass,0,Darian Durant incomplete pass intended for Chris Garrett.,6,2
00:02,2,Pass,37,Darian Durant pass to Chris Garrett for 37 yards for a TOUCHDOWN.,6,8
00:02,0,Made Extra Point,0,Chris Milo extra point is good.,6,9
00:01,0,Kickoff,8,Ricky Schmitt kicks off to the BC32. Rolly Lumbala return for 8 yards to BC40. Tackled by Mike McCullough.,6,9
15:00,0,Kickoff,23,Ricky Schmitt kicks off to the BC5. Tim Brown return for 23 yards to BC28. Tackled by Tristan Black.,6,9
14:54,1,Incomplete Pass,0,Thomas DeMarco incomplete pass intended for Nick Moore.,6,9
14:30,2,Incomplete Pass,0,Thomas DeMarco incomplete pass intended for Andrew Harris.,6,9
14:16,3,Punt,0,Paul McCallum punts for 29 yards to Ssk53. No return.,6,9
14:00,1,Pass,7,Darian Durant pass to Taj Smith for 7 yards to the BC50. Tackled by Dante Marsh.,6,9
13:29,2,Pass,5,Darian Durant pass to Weston Dressler for 5 yards to the BC45. Tackled by Cord Parks.,6,9
12:54,1,Pass,11,Darian Durant pass to Weston Dressler for 11 yards to the BC34. Tackled by Dante Marsh.,6,9
12:14,1,Rush,1,Chris Garrett rush for 1 yard to the BC33. Tackled by Korey Banks.,6,9
11:45,2,Pass,13,Darian Durant pass to Geroy Simon for 13 yards to the BC20. Tackled by Josh Bell.,6,9
11:09,1,Rush,7,Chris Garrett rush for 7 yards to the BC13. Tackled by Adam Bighill.,6,9
10:29,2,Offside,5,Penalty: Offside on BC (Chris Wilson) 5 yards.,6,9
10:03,1,Rush,1,Chris Garrett rush for 1 yard to the BC7. Tackled by Dante Marsh.,6,9
09:38,2,Pass,-1,Darian Durant pass to Weston Dressler for a loss of 1 yard to the BC8. Tackled by Josh Bell.,6,9
08:37,3,Missed Field Goal,15,Chris Milo 15 yard field goal attempt is GOOD.,6,12
08:37,0,Illegal Block,7,Ricky Schmitt kicks off to the BC7. Tim Brown return for 17 yards to BC24. Penalty: Illegal Block on BC (Keynan Parker) -10 yards.,6,12
08:26,1,Rush,-2,Tim Brown rush for a loss of 2 yards to the BC12. Tackled by Keith Shologan.,6,12
07:53,2,Pass,18,Thomas DeMarco pass to Ernest Jackson for 18 yards to the BC30. Tackled by Prince Miller.,6,12
07:21,1,Pass,10,Thomas DeMarco pass to Shawn Gore for 10 yards to the BC40. Tackled by Craig Butler.,6,12
06:53,1,Rush,10,Tim Brown rush for 10 yards to the BC50. Tackled by Carlos Thomas.,6,12
06:22,2,Illegal Procedure,-5,Penalty: Illegal Procedure on BC (Patrick Kabongo) -5 yards.,6,12
06:15,2,Pass,22,Thomas DeMarco pass to Courtney Taylor for 22 yards to the Ssk43. Tackled by Carlos Thomas.,6,12
05:44,1,Pass,43,Thomas DeMarco pass to Nick Moore for 43 yards for a TOUCHDOWN.,12,12
05:29,0,Made Extra Point,0,Paul McCallum extra point is good.,13,12
05:29,0,Kickoff,17,Paul McCallum kicks off to the Ssk20. Tristan Jackson return for 17 yards to Ssk37. Tackled by Rolly Lumbala.,13,12
05:12,1,Pass,8,Darian Durant pass to Taj Smith for 8 yards to the Ssk45. Tackled by Cord Parks.,13,12
04:13,0,Fumble,0,"FUMBLE, recovered by BC (Jabar Westerman).",13,12
04:00,1,Roughing Passer,18,Thomas DeMarco pass to Nick Moore for 3 yards to the Ssk35. Tackled by Tyron Brackenridge. Penalty: Roughing Passer on Saskatchewan (Graig Newman) 15 yards.,13,12
03:15,1,Pass,20,Thomas DeMarco pass to Shawn Gore for 20 yards for a TOUCHDOWN.,19,12
03:11,0,Kick Off Single,94,Paul McCallum kicks off to the Ssk0 (Single).,21,12
02:47,1,Pass,4,Darian Durant pass to Taj Smith for 4 yards to the Ssk39. Tackled by Dante Marsh.,21,12
02:20,2,Pass,8,Darian Durant pass to Weston Dressler for 8 yards to the Ssk47. Tackled by Dante Marsh.,21,12
02:00,1,Incomplete Pass,0,Darian Durant incomplete pass intended for Weston Dressler defensed by Eric Taylor.,21,12
01:40,2,Incomplete Pass,0,Darian Durant incomplete pass intended for Rob Bagg.,21,12
01:20,3,Punt,4,Ricky Schmitt punts for 54 yards to BC9. Tim Brown return for 4 yards to BC13. Tackled by Spencer Moore.,21,12
01:00,1,Pass,7,Thomas DeMarco pass to Andrew Harris for 7 yards to the BC20. Tackled by Terrell Maze.,21,12
00:40,2,Incomplete Pass,0,Thomas DeMarco incomplete pass intended for Nick Moore defensed by Terrell Maze.,21,12
00:01,2,Punt,33,Paul McCallum punts for 51 yards to Ssk39. Tristan Jackson return for 33 yards to BC38. Tackled by Adam Bighill.,21,12
15:00,1,Pass,3,Darian Durant pass to Rob Bagg for 3 yards to the BC35. Tackled by Cord Parks.,21,12
14:40,2,Pass,5,Darian Durant pass to Geroy Simon for 5 yards to the BC30. Tackled by Adam Bighill.,21,12
13:51,3,Missed Field Goal,30,30 yard field goal attempt by Chris Milo is NO GOOD.,21,12
13:31,1,Rush,1,Andrew Harris rush for 1 yard to the BC26. Tackled by John Chick.,21,12
13:09,2,Incomplete Pass,0,Thomas DeMarco incomplete pass.,21,12
12:50,2,Punt,14,Paul McCallum punts for 50 yards to Ssk34. Tristan Jackson return for 14 yards to Ssk48. Tackled by Kyle Jones.,21,12
12:41,1,Pass,14,Darian Durant pass to Geroy Simon for 14 yards to the BC48. Tackled by Adam Bighill.,21,12
12:00,1,Pass,13,Darian Durant pass to Chris Getzlaf for 13 yards to the BC35. Tackled by Korey Banks.,21,12
11:07,1,Incomplete Pass,0,Darian Durant incomplete pass.,21,12
10:53,2,Incomplete Pass,0,Darian Durant incomplete pass intended for Taj Smith defensed by J.R. LaRose.,21,12
10:20,3,Illegal Procedure,-5,Penalty: Illegal Procedure on Saskatchewan -5 yards.,21,12
09:56,3,Missed Field Goal,47,Chris Milo 47 yard field goal attempt is GOOD.,21,15
09:50,1,Rush,19,Shawn Gore rush for 19 yards to the BC54. Tackled by Graig Newman.,21,15
09:26,1,Pass,2,Thomas DeMarco pass to Courtney Taylor for 2 yards to the Ssk54.,21,15
08:42,2,Incomplete Pass,0,Thomas DeMarco incomplete pass intended for Nick Moore.,21,15
08:20,3,Punt,4,Paul McCallum punts for 42 yards to Ssk12. Tristan Jackson return for 4 yards to Ssk16. Tackled by Adam Bighill.,21,15
07:50,1,Rush,7,Chris Garrett rush for 7 yards to the Ssk23. Tackled by Korey Banks.,21,15
07:32,2,Pass,2,Darian Durant pass to Rob Bagg for 2 yards to the Ssk25. Tackled by Korey Banks.,21,15
07:17,3,Rush,1,Drew Willy rush for 1 yard to the Ssk26. Tackled by Ryan Phillips.,21,15
07:06,1,Pass,4,Darian Durant pass to Taj Smith for 4 yards to the Ssk30. Tackled by Korey Banks.,21,15
05:51,2,Incomplete Pass,0,Darian Durant incomplete pass intended for Chris Garrett.,21,15
05:42,3,Punt,5,Ricky Schmitt punts for 42 yards to BC38. Tim Brown return for 5 yards to BC43. Tackled by Neal Hughes.,21,15
05:02,1,Rush,1,Andrew Harris rush for 1 yard to the BC44. Tackled by Brian Peters.,21,15
04:38,2,Sack,-9,Sack at BC35 for a loss of 9 yards by Ricky Foley.,21,15
04:18,3,Punt,15,Paul McCallum punts for 53 yards to Ssk22. Tristan Jackson return for 15 yards to Ssk37. Tackled by Rolly Lumbala.,21,15
04:05,1,Pass,4,Darian Durant pass to Rob Bagg for 4 yards to the Ssk41. Tackled by Ryan Phillips.,21,15
03:27,2,Incomplete Pass,0,Darian Durant incomplete pass intended for Geroy Simon defensed by Eric Taylor.,21,15
02:59,3,Punt,11,Ricky Schmitt punts for 45 yards to BC24. Tim Brown return for 11 yards to BC35. Tackled by Brian Peters.,21,15
02:50,1,Pass,0,Thomas DeMarco pass to Shawn Gore for no gain to the BC35. Tackled by Craig Butler.,21,15
02:40,2,Rush,12,Andrew Harris rush for 12 yards to the BC47. Tackled by Ejiro Kuale.,21,15
02:14,1,Incomplete Pass,0,Thomas DeMarco incomplete pass intended for Nick Moore defensed by Prince Miller.,21,15
01:53,2,Incomplete Pass,0,Thomas DeMarco incomplete pass intended for Shawn Gore.,21,15
01:47,3,Punt,1,Paul McCallum punts for 33 yards to Ssk30. Tristan Jackson return for 1 yard to Ssk31. Tackled by Seydou Junior Haidara.,21,15
01:37,1,Pass,4,Darian Durant pass to Chris Garrett for 4 yards to the Ssk35.,21,15
01:31,2,Pass,12,Darian Durant pass to Taj Smith for 12 yards to the Ssk47. Tackled by Dante Marsh.,21,15
01:26,1,Incomplete Pass,0,Darian Durant incomplete pass intended for Chris Getzlaf.,21,15
01:12,2,Incomplete Pass,0,Darian Durant incomplete pass intended for Chris Getzlaf defensed by Jabar Westerman.,21,15
01:07,0,Offside,-5,Penalty: Illegal Forward Pass on Saskatchewan (Darian Durant) -10 yards. Penalty: Offside on BC (Chris Wilson) 5 yards.,21,15
00:59,3,Roughing Passer,28,Darian Durant pass to Rob Bagg for 13 yards to the Ssk55. Tackled by Cord Parks. Penalty: Roughing Passer on BC (Chris Wilson) 15 yards.,21,15
00:52,1,Pass,32,Darian Durant pass to Taj Smith for 32 yards to the BC8. Tackled by Josh Bell.,21,15
00:38,1,Pass,8,Darian Durant pass to Weston Dressler for 8 yards for a TOUCHDOWN.,21,21
00:38,0,Made Extra Point,0,Chris Milo extra point is good.,21,22
00:38,0,Kickoff,28,Ricky Schmitt kicks off to the BC16. Marco Iannuzzi return for 28 yards to BC44. Tackled by Tyron Brackenridge.,21,22
00:31,1,Pass,16,Thomas DeMarco pass to Shawn Gore for 16 yards to the Ssk50.,21,22
00:26,1,Incomplete Pass,0,Thomas DeMarco incomplete pass intended for Paris Jackson defensed by Tyron Brackenridge.,21,22
00:21,2,Incomplete Pass,0,Thomas DeMarco incomplete pass intended for Andrew Harris defensed by John Chick.,21,22
00:17,3,Pass,15,Thomas DeMarco pass to Courtney Taylor for 15 yards to the Ssk35. Tackled by Graig Newman.,21,22
00:11,1,Rush,0,Thomas DeMarco rush for no gain to the Ssk35. Tackled by Ricky Foley.,21,22
00:00,2,Missed Field Goal,42,Paul McCallum 42 yard field goal attempt is GOOD.,24,22
