Time,Down,Type,Yards,Details,Calgary,BC
02:43,1,Unnecessary Roughness,26,Jon Cornish rush for 11 yards to the Cgy43. Tackled by Eric Taylor. Penalty: Unnecessary Roughness on BC (Eric Taylor) 15 yards.,10,21
02:35,1,Incomplete Pass,0,Bo Levi Mitchell incomplete pass intended for Sederrik Cunningham.,10,21
02:29,2,Interception,16,Bo Levi Mitchell pass intended for Nik Lewis INTERCEPTED and returned for 16 yards. Tackled by Jon Cornish.,10,21
02:19,1,Rush,1,Stefan Logan rush for 1 yard to the BC47. Tackled by Deron Mayo.,10,21
02:13,2,Pass,29,Kevin Glenn pass to Ernest Jackson for 29 yards to the Cgy34. Tackled by Ryan Steed.,10,21
01:49,1,Pass,1,Kevin Glenn pass to Andrew Harris for 1 yard to the Cgy33. Tackled by Fred Bennett.,10,21
01:27,2,Incomplete Pass,0,Kevin Glenn incomplete pass intended for Stefan Logan defensed by Corey Mace.,10,21
01:04,3,Missed Field Goal,29,43 yard field goal attempt by Paul McCallum is NO GOOD.  Missed field goal returned by Sederrik Cunningham to the Cgy19. Tackled by Adam Bighill.,10,21
00:53,1,Rush,6,Jock Sanders rush for 6 yards to the Cgy25. Tackled by Adam Bighill.,10,21
00:48,2,Rush,8,Jock Sanders rush for 8 yards to the Cgy33. Tackled by Adam Bighill.,10,21
00:27,1,Pass,6,Bo Levi Mitchell pass to Sederrik Cunningham for 6 yards to the Cgy40. Tackled by Dante Marsh.,10,21
00:18,2,Pass,24,Bo Levi Mitchell pass to Nik Lewis for 24 yards to the BC47. Tackled by Torri Williams.,10,21
00:07,1,Pass,7,Bo Levi Mitchell pass to Simon Charbonneau-Campeau for 7 yards to the BC40. Tackled by Solomon Elimimian.,10,21
00:00,2,Missed Field Goal,47,Rene Paredes 47 yard field goal attempt is GOOD.,13,21
15:00,0,Kickoff,19,Rene Paredes kicks off to the BC14. Tim Brown return for 19 yards to BC33. Tackled by Kevin Dixon.,13,21
14:52,1,Pass,4,Kevin Glenn pass to Kito Poblah for 4 yards to the BC37. Tackled by Ryan Steed.,13,21
14:22,2,Pass,21,Kevin Glenn pass to Korey Williams for 21 yards to the Cgy52. Tackled by Brandon Smith.,13,21
13:49,1,Pass,2,Kevin Glenn pass to Kito Poblah for 2 yards to the Cgy50. Tackled by Keon Raymond.,13,21
13:09,2,Pass,5,Kevin Glenn pass to Korey Williams for 5 yards to the Cgy45. Tackled by Brandon Smith.,13,21
12:20,3,Rush,5,Stefan Logan rush for 5 yards to the Cgy40. Tackled by Karl McCartney.,13,21
11:35,1,Pass,3,Kevin Glenn pass to Andrew Harris for 3 yards to the Cgy37. Tackled by Glenn Love.,13,21
10:57,2,Pass,2,Kevin Glenn pass to Courtney Taylor for 2 yards to the Cgy35. Tackled by Karl McCartney.,13,21
10:09,3,Missed Field Goal,42,Paul McCallum 42 yard field goal attempt is GOOD.,13,24
10:09,0,Kickoff,23,Ricky Schmitt kicks off to the Cgy15. Sederrik Cunningham return for 23 yards to Cgy38. Tackled by John Hardy-Tuliau.,13,24
10:03,1,Pass,5,Drew Tate pass to Anthony Parker for 5 yards to the Cgy43. Tackled by T.J. Lee.,13,24
09:20,2,Interception,5,Drew Tate pass intended for Anthony Parker INTERCEPTED and returned for 5 yards. Tackled by Jeremy Horne.,13,24
09:00,1,Interception,0,John Beck pass intended for Whitman Tomusiak INTERCEPTED. No return. Tackled by Whitman Tomusiak.,13,24
08:39,1,Pass,9,Drew Tate pass to Jeremy Horne for 9 yards to the Cgy13. Tackled by Dante Marsh.,13,24
08:21,2,Rush,1,Matt Walter rush for 1 yard to the Cgy14. Tackled by Alex Bazzie.,13,24
07:32,0,Holding,-7,Penalty: Holding on Calgary (Pierre Lavertu) -7 yards.,13,24
07:17,1,Incomplete Pass,0,Drew Tate incomplete pass intended for Sederrik Cunningham defensed by Ryan Phillips.,13,24
06:58,2,Pass,13,Drew Tate pass to Matt Walter for 13 yards to the Cgy20. Tackled by Adam Bighill.,13,24
06:25,3,Punt,8,Rob Maver punts for 56 yards to BC34. Keola Antolin return for 8 yards to BC42. Tackled by Lin-J Shell.,13,24
05:58,1,Rush,4,Tim Brown rush for 4 yards to the BC46. Tackled by Deron Mayo.,13,24
05:33,2,Pass,13,John Beck pass to Bryan Burnham for 13 yards to the Cgy51. Tackled by Jeremy Williams.,13,24
04:50,1,Incomplete Pass,0,John Beck incomplete pass intended for Seydou Junior Haidara.,13,24
04:31,2,Pass,-1,John Beck pass to Tim Brown for a loss of 1 yard to the Cgy52. Tackled by Deron Mayo.,13,24
03:53,3,Illegal Block,47,Ricky Schmitt punts for 43 yards to Cgy9. Penalty: Illegal Block on Calgary (Akeem Whonder) 4 yards.,13,24
03:42,1,Rush,1,Matt Walter rush for 1 yard to the Cgy6. Tackled by Korey Jones.,13,24
02:56,2,Interception,15,Drew Tate pass intended for Robert Holland INTERCEPTED and returned for 15 yards for a TOUCHDOWN.,13,30
02:49,0,Made Extra Point,0,Paul McCallum extra point is good.,13,31
02:49,0,Kickoff,25,Ricky Schmitt kicks off to the Cgy11. Sederrik Cunningham return for 25 yards to Cgy36. Tackled by John Hardy-Tuliau.,13,31
02:43,1,Pass,6,Bo Levi Mitchell pass to Tim St. Pierre for 6 yards to the Cgy42. Tackled by Korey Jones.,13,31
02:08,2,Rush,5,Matt Walter rush for 5 yards to the Cgy47. Tackled by Keynan Parker.,13,31
01:29,1,Incomplete Pass,0,Bo Levi Mitchell incomplete pass intended for Jeremy Horne.,13,31
01:06,2,Offside,5,Penalty: Offside on BC (David Menard) 5 yards.,13,31
00:42,2,Incomplete Pass,0,Bo Levi Mitchell incomplete pass intended for Yannick Morin-Plante defensed by John Hardy-Tuliau.,13,31
00:32,3,Punt,42,Rob Maver punts for 35 yards to BC23. Tim Brown return for 42 yards to Cgy45. Tackled by Glenn Love.,13,31
00:09,1,Rush,6,Tim Brown rush for 6 yards to the Cgy39. Tackled by Jeremy Williams.,13,31
15:00,2,Incomplete Pass,0,John Beck incomplete pass intended for Ernest Jackson.,13,31
14:35,3,Missed Field Goal,47,Paul McCallum 47 yard field goal attempt is GOOD.,13,34
14:35,1,Time Count,-5,Penalty: Time Count on Calgary (Bo Levi Mitchell) -5 yards.,13,34
14:13,1,Pass,9,Bo Levi Mitchell pass to Anthony Parker for 9 yards to the Cgy39. Tackled by Jamall Johnson.,13,34
14:06,2,Pass,9,Bo Levi Mitchell pass to Robert Holland for 9 yards to the Cgy48. Tackled by T.J. Lee.,13,34
13:26,1,Incomplete Pass,0,Bo Levi Mitchell incomplete pass intended for Robert Holland defensed by T.J. Lee.,13,34
13:04,2,Sack,-9,Sack at Cgy39 for no gain by Jabar Westerman Recovered by BC (Chris Olson). Tackled by Bo Levi Mitchell,13,34
12:39,1,Incomplete Pass,0,John Beck incomplete pass intended for Ernest Jackson.,13,34
12:28,2,Pass,17,John Beck pass to Ernest Jackson for 17 yards to the Cgy22. Tackled by Ryan Steed.,13,34
11:47,1,Rush,3,Keola Antolin rush for 3 yards to the Cgy19. Tackled by Ben D'Aguilar.,13,34
11:16,2,Incomplete Pass,0,John Beck incomplete pass intended for Stephen Adekolu defensed by Ryan Steed.,13,34
10:37,3,Missed Field Goal,26,Paul McCallum 26 yard field goal attempt is GOOD.,13,37
10:37,1,Incomplete Pass,0,Bryant Moniz incomplete pass intended for Robert Holland.,13,37
10:25,2,Pass,8,Bryant Moniz pass to Robert Holland for 8 yards to the Cgy43. Tackled by Jamall Johnson.,13,37
09:51,3,Punt,15,Rob Maver punts for 41 yards to BC26. Keola Antolin return for 15 yards to BC41. Tackled by Derek Wiggan.,13,37
09:29,1,Pass,4,John Beck pass to Pascal Lochard for 4 yards to the BC45. Tackled by Jeremy Williams.,13,37
09:07,2,Pass,6,John Beck pass to Bryan Burnham for 6 yards to the BC51. Tackled by Jeremy Williams.,13,37
08:35,1,Rush,5,Keola Antolin rush for 5 yards to the Cgy54. Tackled by Glenn Love.,13,37
07:57,2,Pass,9,John Beck pass to Seydou Junior Haidara for 9 yards to the Cgy45. Tackled by Jeremy Williams.,13,37
07:20,1,Rush,2,Keola Antolin rush for 2 yards to the Cgy43. Tackled by DeQuin Evans.,13,37
06:42,2,Incomplete Pass,0,John Beck incomplete pass intended for Ernest Jackson.,13,37
06:15,3,Punt,5,Ricky Schmitt punts for 35 yards to Cgy8. Robert Holland return for 5 yards to Cgy13. Tackled by Josh Johnson.,13,37
06:03,1,Rush,12,Matt Walter rush for 12 yards to the Cgy25. Tackled by John Hardy-Tuliau.,13,37
05:32,1,Sack,-9,Sack at Cgy16 for a loss of 9 yards by David Menard.,13,37
04:50,2,Incomplete Pass,0,Bryant Moniz incomplete pass intended for Robert Holland defensed by T.J. Lee.,13,37
04:30,3,Punt,3,Rob Maver punts for 43 yards to BC51. Keola Antolin return for 3 yards to BC54. Tackled by Karl McCartney.,13,37
04:12,1,Rush,18,Keola Antolin rush for 18 yards to the Cgy38. Tackled by Adam Thibault.,13,37
03:33,1,Pass,6,Travis Partridge pass to Whitman Tomusiak for 6 yards to the Cgy32. Tackled by Adam Thibault.,13,37
03:09,2,Pass,2,Travis Partridge pass to Ernest Jackson for 2 yards to the Cgy30. Tackled by Torin Harris.,13,37
02:48,3,Missed Field Goal,21,40 yard field goal attempt by Ricky Schmitt is NO GOOD.  Missed field goal returned by Adam Thibault to the Cgy11. Tackled by Jamall Johnson.,13,37
02:30,1,Rush,6,Matt Walter rush for 6 yards to the Cgy17. Tackled by David Menard.,13,37
02:17,2,Rush,-3,Matt Walter rush for a loss of 3 yards to the Cgy14. Tackled by Jamall Johnson.,13,37
01:58,3,Punt,5,Rob Maver punts for 45 yards to BC51. Keola Antolin return for 5 yards to Cgy54. Tackled by Rob Cote.,13,37
01:43,1,Rush,4,Guillaume Bourassa rush for 4 yards to the Cgy50. Tackled by Glenn Love.,13,37
01:32,2,Rush,-5,Guillaume Bourassa rush for a loss of 5 yards to the BC55. Tackled by Craig Wilkins.,13,37
01:20,3,Illegal Procedure,-5,Penalty: Illegal Procedure on BC (Casey Chin) -5 yards.,13,37
01:06,3,Punt,6,Ricky Schmitt punts for 40 yards to Cgy20. Robert Holland return for 6 yards to Cgy26. Tackled by Casey Chin.,13,37
00:56,1,Incomplete Pass,0,Bryant Moniz incomplete pass intended for Robert Holland.,13,37
00:51,2,Rush,9,Matt Walter rush for 9 yards to the Cgy35. Tackled by Jamall Johnson.,13,37
00:45,3,Rush,4,Matt Walter rush for 4 yards to the Cgy39. Tackled by Steven Doege.,13,37
00:33,1,Rush,9,Matt Walter rush for 9 yards to the Cgy48. Tackled by John Hardy-Tuliau.,13,37
