Time,Down,Type,Yards,Details,BC,Montreal
02:08,2,Rush,13,Tanner Marsh rush for 13 yards to the Mtl42. Tackled by J.R. LaRose.,0,1
01:37,1,Pass,8,Jonathan Crompton pass to Brandon London for 8 yards to the Mtl50. Tackled by Solomon Elimimian.,0,1
00:50,2,Incomplete Pass,0,Jonathan Crompton incomplete pass intended for Duron Carter.,0,1
00:30,3,Punt,8,Sean Whyte punts for 36 yards to BC24.   return for 8 yards to BC32. Tackled by James Tuck.,0,1
00:09,1,Incomplete Pass,0,Kevin Glenn incomplete pass intended for Emmanuel Arceneaux.,0,1
15:00,2,Interception,8,Kevin Glenn pass INTERCEPTED and returned for 8 yards. Tackled by Shawn Gore.,0,1
14:42,1,Rush,2,Brandon Rutley rush for 2 yards to the BC21. Tackled by Solomon Elimimian.,0,1
14:05,2,Interception,15,Jonathan Crompton pass INTERCEPTED and returned for 15 yards. Tackled by Brandon London.,0,1
13:36,1,Rush,4,Stefan Logan rush for 4 yards to the BC34. Tackled by John Bowman.,0,1
13:08,2,Incomplete Pass,0,Kevin Glenn incomplete pass intended for Stefan Logan.,0,1
12:50,3,Holding,-5,Paul McCallum punts for 41 yards to Mtl35.   return for 5 yards to Mtl40. Penalty: Holding on Montreal (Daryl Townsend) -10 yards.,0,1
12:29,1,Pass,13,Jonathan Crompton pass to S.J. Green for 13 yards to the Mtl43. Tackled by Solomon Elimimian.,0,1
11:55,1,Rush,7,Chris Rainey rush for 7 yards to the Mtl50. Tackled by  .,0,1
11:20,2,Rush,0,Chris Rainey rush for no gain to the Mtl50. Tackled by  .,0,1
10:50,3,Punt,1,Sean Whyte punts for 35 yards to BC25.   return for 1 yard to BC26. Tackled by Dominique Ellis.,0,1
10:27,1,Rush,1,Stefan Logan rush for 1 yard to the BC27. Tackled by Gabriel Knapton.,0,1
09:52,2,Incomplete Pass,0,Kevin Glenn incomplete pass intended for Kito Poblah.,0,1
09:41,3,Punt,4,Paul McCallum punts for 32 yards to Mtl51.   return for 4 yards to Mtl55. Tackled by Keynan Parker.,0,1
09:22,1,Rush,2,Jonathan Crompton rush for 2 yards to the BC53. Tackled by Solomon Elimimian.,0,1
08:51,2,Pass,13,Jonathan Crompton pass to Brandon Rutley for 13 yards to the BC40. Tackled by Dante Marsh.,0,1
08:08,1,Pass,7,Jonathan Crompton pass to S.J. Green for 7 yards to the BC33. Tackled by Cord Parks.,0,1
07:32,2,Pass,11,Jonathan Crompton pass to S.J. Green for 11 yards to the BC22. Tackled by Dante Marsh.,0,1
06:53,1,Pass,2,Jonathan Crompton pass to Duron Carter for 2 yards to the BC20. Tackled by Ryan Phillips.,0,1
06:15,0,Pass Interference,10,Penalty: Pass Interference on BC (Cord Parks) 10 yards.,0,1
05:40,1,Pass,10,Jonathan Crompton pass to S.J. Green for 10 yards for a TOUCHDOWN.,0,7
05:30,0,Made Extra Point,0,Sean Whyte extra point is good.,0,8
05:30,0,Kickoff,20,Sean Whyte kicks off to the BC12.   return for 20 yards to BC32. Tackled by Nicolas Boulay.,0,8
05:21,0,Illegal Contact,10,Penalty: Illegal Contact on Montreal (Billy Parker) 10 yards.,0,8
04:58,1,Rush,13,Travis Partridge rush for 13 yards to the BC55. Tackled by Chip Cox.,0,8
04:17,1,Incomplete Pass,0,Kevin Glenn incomplete pass intended for Emmanuel Arceneaux.,0,8
03:59,2,Pass,21,Kevin Glenn pass to Ernest Jackson for 21 yards to the Mtl34. Tackled by Jerald Brown.,0,8
03:22,2,Rush,12,rush for 12 yards to the Mtl22. Tackled by Jerald Brown.,0,8
02:58,1,Incomplete Pass,0,incomplete pass intended for Emmanuel Arceneaux.,0,8
02:44,2,Incomplete Pass,0,Kevin Glenn incomplete pass intended for Ernest Jackson.,0,8
02:35,3,Missed Field Goal,30,Paul McCallum 30 yard field goal attempt is GOOD.,3,8
02:35,0,Kickoff,17,Paul McCallum kicks off to the Mtl23.   return for 17 yards to Mtl40. Tackled by Bo Lokombo.,3,8
02:30,1,Rush,13,Brandon Rutley rush for 13 yards to the Mtl53. Tackled by Cord Parks.,3,8
02:10,1,Rush,13,Brandon Rutley rush for 13 yards to the BC44. Tackled by J.R. LaRose.,3,8
01:45,1,Pass,12,Jonathan Crompton pass to S.J. Green for 12 yards to the BC32. Tackled by Dante Marsh.,3,8
01:31,1,Incomplete Pass,0,Jonathan Crompton incomplete pass intended for Dave Stala.,3,8
01:24,2,Unnecessary Roughness,16,Jonathan Crompton pass to Brandon Rutley for 1 yard to the BC31. Tackled by Solomon Elimimian. Penalty: Unnecessary Roughness on BC (Ryan Phillips) 15 yards.,3,8
01:19,1,Incomplete Pass,0,Jonathan Crompton incomplete pass intended for  .,3,8
01:09,2,Pass,16,Jonathan Crompton pass to Duron Carter for 16 yards for a TOUCHDOWN.,3,14
01:09,0,Made Extra Point,0,Sean Whyte extra point is good.,3,15
01:09,0,Illegal Block,7,Sean Whyte kicks off to the BC15.   return for 17 yards to BC32. Penalty: Illegal Block on BC (Pascal Lochard) -10 yards.,3,15
01:03,1,Incomplete Pass,0,Kevin Glenn incomplete pass intended for Marco Iannuzzi.,3,15
00:57,2,Incomplete Pass,0,Kevin Glenn incomplete pass intended for Ernest Jackson defensed by Jerald Brown.,3,15
00:52,3,Punt,9,Paul McCallum punts for 41 yards to Mtl47.   return for 9 yards to BC54. Tackled by Keynan Parker.,3,15
00:43,1,Pass,7,Jonathan Crompton pass to Brandon Rutley for 7 yards to the BC47. Tackled by Ryan Phillips.,3,15
00:36,2,Incomplete Pass,0,Jonathan Crompton incomplete pass intended for Duron Carter.,3,15
00:28,3,Punt,5,Sean Whyte punts for 42 yards to BC5.   return for 5 yards to BC10. Tackled by Kyries Hebert.,3,15
00:20,1,Rush,7,Stefan Logan rush for 7 yards to the BC17. Tackled by Bear Woods.,3,15
15:00,0,Kickoff,18,Paul McCallum kicks off to the Mtl14.   return for 18 yards to Mtl32. Tackled by Ronnie Yell.,3,15
14:54,1,Rush,1,Brandon Rutley rush for 1 yard to the Mtl33. Tackled by Khreem Smith.,3,15
14:20,2,Pass,12,Jonathan Crompton pass to S.J. Green for 12 yards to the Mtl45. Tackled by Ronnie Yell.,3,15
13:40,1,Rush,2,Brandon Rutley rush for 2 yards to the Mtl47. Tackled by Alex Bazzie.,3,15
13:06,2,Unnecessary Roughness,28,Jonathan Crompton pass to Eric Deslauriers for 13 yards to the BC50. Tackled by Adam Bighill. Penalty: Unnecessary Roughness on BC (J.R. LaRose) 15 yards.,3,15
12:33,1,Rush,8,Brandon Rutley rush for 8 yards to the BC27. Tackled by Ryan Phillips.,3,15
11:57,2,Rush,8,Brandon Rutley rush for 8 yards to the BC19. Tackled by Ronnie Yell.,3,15
11:20,1,Rush,7,Brandon Rutley rush for 7 yards to the BC12. Tackled by Adam Bighill.,3,15
10:45,2,Rush,10,Brandon Rutley rush for 10 yards to the BC2. Tackled by Adam Bighill.,3,15
09:35,1,Rush,2,Tanner Marsh rush for 2 yards for a TOUCHDOWN.,3,21
09:15,0,Made Extra Point,0,Sean Whyte extra point is good.,3,22
09:15,0,Kickoff,11,Sean Whyte kicks off to the BC22.   return for 11 yards to BC33. Tackled by Daryl Townsend.,3,22
09:06,1,Pass,8,Kevin Glenn pass to Shawn Gore for 8 yards to the BC41. Tackled by Dominique Ellis.,3,22
08:38,2,Rush,4,Stefan Logan rush for 4 yards to the BC45. Tackled by John Bowman.,3,22
08:14,1,Pass,13,Kevin Glenn pass to Ernest Jackson for 13 yards to the Mtl52. Tackled by Chip Cox.,3,22
07:45,1,Rush,7,Stefan Logan rush for 7 yards to the Mtl45. Tackled by Bear Woods.,3,22
07:15,2,Interception,13,Kevin Glenn pass INTERCEPTED and returned for 13 yards. Tackled by Emmanuel Arceneaux.,3,22
06:51,1,Rush,7,rush for 7 yards to the BC53. Tackled by Solomon Elimimian.,3,22
06:25,2,Rush,20,Brandon Rutley rush for 20 yards to the BC33. Tackled by J.R. LaRose.,3,22
05:43,1,Rush,0,Brandon Rutley rush for no gain to the BC33. Tackled by Solomon Elimimian.,3,22
05:03,2,Pass,30,Jonathan Crompton pass to S.J. Green for 30 yards to the BC3. Tackled by T.J. Lee.,3,22
04:19,1,Rush,3,Brandon Rutley rush for 3 yards for a TOUCHDOWN.,3,28
03:59,0,Made Extra Point,0,Sean Whyte extra point is good.,3,29
03:59,0,Face Mask,2,Sean Whyte kicks off to the BC11.   return for 15 yards to BC26. Penalty: Face Mask on BC -13 yards.,3,29
03:38,1,Offside,-5,Penalty: Offside on BC (Ernest Jackson) -5 yards.,3,29
03:34,1,Incomplete Pass,0,Travis Partridge incomplete pass intended for   defensed by Kyries Hebert.,3,29
03:30,2,Illegal Procedure,-4,Penalty: Illegal Procedure on BC (Dean Valli) -4 yards.,3,29
03:11,2,No Yards,-1,Marco Iannuzzi punts for 2 yards to BC6. Penalty: No Yards on BC (Ernest Jackson) -3 yards.,3,29
02:40,1,Rush,2,Tanner Marsh rush for 2 yards to the BC1. Tackled by Adam Bighill.,3,29
01:59,2,Rush,1,Tanner Marsh rush for 1 yard for a TOUCHDOWN.,3,35
01:39,0,Made Extra Point,0,Sean Whyte extra point is good.,3,36
01:39,0,Kickoff,17,Sean Whyte kicks off to the BC12.   return for 17 yards to BC29. Tackled by Jamahl Knowles.,3,36
01:20,1,Incomplete Pass,0,Travis Partridge incomplete pass intended for Stephen Adekolu.,3,36
01:12,2,Unnecessary Roughness,22,Travis Partridge rush for 7 yards to the BC36. Tackled by Bear Woods. Penalty: Unnecessary Roughness on Montreal (Kyries Hebert) 15 yards.,3,36
00:48,1,Rush,6,Stefan Logan rush for 6 yards to the Mtl53. Tackled by Jerald Brown.,3,36
00:03,2,Pass,3,Travis Partridge pass to Stefan Logan for 3 yards to the Mtl50. Tackled by Billy Parker.,3,36
15:00,3,Rush,2,rush for 2 yards to the Mtl48. Tackled by Bear Woods.,3,36
14:29,1,Pass,6,Travis Partridge pass to Stefan Logan for 6 yards to the Mtl42. Tackled by Brian Brikowski.,3,36
14:06,2,Sack,-5,Sack at Mtl47 for a loss of 5 yards by Jeffrey Finley.,3,36
13:44,3,Pass,1,Travis Partridge pass to Stefan Logan for 1 yard to the Mtl46. Tackled by Winston Venable.,3,36
12:58,1,Rush,64,Chris Rainey rush for 64 yards for a TOUCHDOWN.,3,42
12:36,0,Made Extra Point,0,Sean Whyte extra point is good.,3,43
12:36,0,Kickoff,74,Sean Whyte kicks off to the BC24.   return for 74 yards to Mtl12. Tackled by Chip Cox.,3,43
12:19,1,Offside,5,Penalty: Offside on Montreal (Winston Venable) 5 yards.,3,43
11:51,0,Too Many Men on Field,3,Penalty: Too Many Men on Field on Montreal 3 yards.,3,43
11:43,1,Illegal Procedure,-5,Penalty: Illegal Procedure on BC (Cameron Thorn) -5 yards.,3,43
10:59,1,Fumble,105,"Stefan Logan rush for 2 yards to the Mtl7. FUMBLE, recovered by Mtl (Jerald Brown) and returned for 103 yards for a TOUCHDOWN.",3,49
10:36,0,Made Extra Point,0,Sean Whyte extra point is good.,3,50
10:36,0,Kickoff,9,Sean Whyte kicks off to the BC22.   return for 9 yards to BC31. Tackled by Jeffrey Finley.,3,50
10:28,1,Rush,6,Travis Partridge rush for 6 yards to the BC37. Tackled by Billy Parker.,3,50
09:48,2,Sack,-7,Sack at BC30 for a loss of 7 yards by Jeffrey Finley.,3,50
09:02,3,No Yards,20,Paul McCallum punts for 25 yards to BC55. Penalty: No Yards on BC (Keynan Parker) -5 yards.,3,50
08:39,1,Rush,1,Alex Brink rush for 1 yard to the BC49. Tackled by Adam Bighill.,3,50
08:10,2,Pass,1,Alex Brink pass to Brandon Rutley for 1 yard to the BC48. Tackled by Adam Bighill.,3,50
07:15,3,No Yards,18,Sean Whyte punts for 33 yards to BC15. Penalty: No Yards on Montreal (Dominique Ellis) -15 yards.,3,50
06:49,1,Pass,7,Travis Partridge pass to Ernest Jackson for 7 yards to the BC37. Tackled by Bear Woods.,3,50
06:05,2,Incomplete Pass,0,Travis Partridge incomplete pass.,3,50
05:52,3,Punt,8,Paul McCallum punts for 62 yards to Mtl11. Chris Rainey return for 8 yards to Mtl19. Tackled by Jamall Johnson.,3,50
05:18,1,Illegal Procedure,-5,Penalty: Illegal Procedure on Montreal (Josh Bourke) -5 yards.,3,50
05:09,1,Rush,-3,Chris Rainey rush for a loss of 3 yards to the Mtl11. Tackled by Khalif Mitchell.,3,50
04:46,2,Rush,9,Chris Rainey rush for 9 yards to the Mtl20. Tackled by Solomon Elimimian.,3,50
03:46,3,Punt,10,Sean Whyte punts for 35 yards to Mtl55.   return for 10 yards to Mtl45. Tackled by Jean-Christophe Beaulieu.,3,50
03:10,1,Rush,32,Stefan Logan rush for 32 yards to the Mtl13. Tackled by Mike Edem.,3,50
02:53,1,Rush,5,rush for 5 yards to the Mtl8. Tackled by Scott Paxson.,3,50
02:14,2,Pass,8,Travis Partridge pass to Shawn Gore for 8 yards for a TOUCHDOWN.,9,50
02:14,0,Two Point Conversion,5,Travis Partridge 2 pt conversion pass to Stefan Logan is GOOD.,11,50
02:14,0,Kickoff,21,Paul McCallum kicks off to the Mtl19. Dominique Ellis return for 21 yards to Mtl40. Tackled by T.J. Lee.,11,50
02:05,1,Rush,0,Chris Rainey rush for no gain to the Mtl40. Tackled by Jabar Westerman.,11,50
01:58,2,Illegal Procedure,-5,Penalty: Illegal Procedure on Montreal (Jeff Perrett) -5 yards.,11,50
01:41,2,Rush,1,Chris Rainey rush for 1 yard to the Mtl36. Tackled by Khreem Smith.,11,50
01:35,3,Punt,75,Sean Whyte punts for 47 yards to BC27.   return for 75 yards to Mtl8. Tackled by Winston Venable.,11,50
00:53,1,Incomplete Pass,0,Travis Partridge incomplete pass intended for Ernest Jackson.,11,50
00:40,2,Pass,8,Travis Partridge pass to Ernest Jackson for 8 yards for a TOUCHDOWN.,17,50
00:40,1,Rush,2,Travis Partridge rush for 2 yards to the Mtl3. Tackled by Gabriel Knapton.,17,50
00:40,0,Kickoff,24,Paul McCallum kicks off to the Mtl21.   return for 24 yards to Mtl45. Tackled by Keynan Parker.,17,50
