Time,Down,Type,Yards,Details,Edmonton,Saskatchewan
08:04,1,Illegal Block,15,John White rush for 25 yards to the Ssk47. Tackled by John Chick. Penalty: Illegal Block on Edmonton (Calvin McCarty) -10 yards.,11,13
07:42,1,Incomplete Pass,0,Mike Reilly incomplete pass intended for Adarius Bowman.,11,13
07:24,2,Pass,14,Mike Reilly pass to Adarius Bowman for 14 yards to the Ssk43. Tackled by Mark LeGree.,11,13
06:53,1,Rush,5,John White rush for 5 yards to the Ssk38. Tackled by Brandon Boudreaux.,11,13
06:12,2,Rush,-1,John White rush for a loss of 1 yard to the Ssk39. Tackled by Brian Peters.,11,13
05:04,3,Missed Field Goal,46,Hugh O'Neill 46 yard field goal attempt is GOOD.,14,13
05:04,1,Rush,1,Jerome Messam rush for 1 yard to the Ssk36. Tackled by Dexter McCoil.,14,13
04:30,2,Pass,7,Kerry Joseph pass to Brett Swain for 7 yards to the Ssk43. Tackled by Aaron Grymes.,14,13
03:42,3,Punt,2,Josh Bartel punts for 39 yards to Edm28. Kendial Lawrence return for 2 yards to Edm30. Tackled by Chad Rempel.,14,13
03:33,1,Pass,5,Mike Reilly pass to Nate Coehoorn for 5 yards to the Edm35. Tackled by Tristan Jackson.,14,13
03:05,2,Pass,6,Mike Reilly pass to Adarius Bowman for 6 yards to the Edm41. Tackled by Samuel Hurl.,14,13
02:18,1,Incomplete Pass,0,Mike Reilly incomplete pass intended for Kendial Lawrence.,14,13
01:49,2,Rush,7,Mike Reilly rush for 7 yards to the Edm48. Tackled by Marshay Green.,14,13
01:22,3,Punt,11,Hugh O'Neill punts for 53 yards to Ssk9. Tristan Jackson return for 11 yards to Ssk20. Tackled by Aaron Grymes.,14,13
00:42,1,Unnecessary Roughness,30,Kerry Joseph pass intended for Rob Bagg INTERCEPTED and returned for 45 yards. Tackled by Will Ford. Penalty: Unnecessary Roughness on Edmonton (Eddie Steele) -15 yards.,14,13
00:07,1,Pass,11,Mike Reilly pass to Adarius Bowman for 11 yards to the Ssk22. Tackled by Macho Harris.,14,13
00:01,1,Rush,5,John White rush for 5 yards to the Ssk17. Tackled by John Chick.,14,13
15:00,2,Pass,6,Mike Reilly pass to John White for 6 yards to the Ssk11. Tackled by Marshay Green.,14,13
14:50,1,Rush,-1,John White rush for a loss of 1 yard to the Ssk12. Tackled by Ricky Foley.,14,13
14:12,0,Holding,-10,Penalty: Holding on Edmonton (Simeon Rottier) -10 yards.,14,13
13:46,2,Incomplete Pass,0,Mike Reilly incomplete pass intended for Devon Bailey.,14,13
13:10,3,Missed Field Goal,29,Hugh O'Neill 29 yard field goal attempt is GOOD.,17,13
13:10,1,Incomplete Pass,0,Kerry Joseph incomplete pass intended for Korey Williams defensed by Rennie Curran.,17,13
12:55,2,Incomplete Pass,0,Kerry Joseph incomplete pass intended for Chris Getzlaf.,17,13
12:36,3,Punt,1,Josh Bartel punts for 50 yards to Edm25. Kendial Lawrence return for 1 yard to Edm26. Tackled by Diamond Ferri.,17,13
12:14,1,Pass,18,Mike Reilly pass to Isaiah Williams for 18 yards to the Edm44. Tackled by Brandon Boudreaux.,17,13
11:42,1,Rush,1,John White rush for 1 yard to the Edm45. Tackled by John Chick.,17,13
11:08,2,Pass,17,Mike Reilly pass to Adarius Bowman for 17 yards to the Ssk48. Tackled by Rod Williams.,17,13
10:27,1,Pass,22,Mike Reilly pass to Kendial Lawrence for 22 yards to the Ssk26. Tackled by Ricky Foley.,17,13
09:38,1,Rush,5,John White rush for 5 yards to the Ssk21. Tackled by Samuel Hurl.,17,13
09:08,2,Pass,16,Mike Reilly pass to Kendial Lawrence for 16 yards to the Ssk5. Tackled by Marshay Green.,17,13
07:49,1,Rush,5,Mike Reilly rush for 5 yards for a TOUCHDOWN.,23,13
07:28,0,Made Extra Point,0,Hugh O'Neill extra point is good.,24,13
07:28,0,Kickoff,24,Hugh O'Neill kicks off to the Ssk15. Tristan Jackson return for 24 yards to Ssk39. Tackled by Patrick Watkins.,24,13
07:18,1,Rush,7,Will Ford rush for 7 yards to the Ssk46. Tackled by Almondo Sewell.,24,13
06:48,2,Rush,9,Kerry Joseph rush for 9 yards to the Ssk55.,24,13
06:00,1,Incomplete Pass,0,Kerry Joseph incomplete pass intended for Brett Swain.,24,13
05:47,2,Incomplete Pass,0,Kerry Joseph incomplete pass intended for Rob Bagg.,24,13
05:25,3,Punt,3,Josh Bartel punts for 47 yards to Edm8. Kendial Lawrence return for 3 yards to Edm11. Tackled by Diamond Ferri.,24,13
04:59,1,Rush,5,John White rush for 5 yards to the Edm16. Tackled by Tearrius George.,24,13
04:30,2,Pass,49,Mike Reilly pass to Adarius Bowman for 49 yards to the Ssk45. Tackled by Macho Harris.,24,13
03:48,1,Rush,8,John White rush for 8 yards to the Ssk37. Tackled by Trevor Guyton.,24,13
03:07,2,Rush,-1,John White rush for a loss of 1 yard to the Ssk38. Tackled by Brandon Boudreaux.,24,13
02:46,3,Incomplete Pass,0,Mike Reilly incomplete pass intended for Adarius Bowman.,24,13
02:22,0,Holding,-10,Penalty: Holding on Saskatchewan (Ben Heenan) -10 yards.,24,13
02:14,0,Roughing Passer,5,Penalty: Illegal Forward Pass on Saskatchewan (Kerry Joseph) -10 yards. Penalty: Roughing Passer on Edmonton (Odell Willis) 15 yards.,24,13
02:02,1,Rush,1,Kerry Joseph rush for 1 yard to the Ssk34. Tackled by Almondo Sewell.,24,13
01:56,2,Pass,16,Kerry Joseph pass to Jerome Messam for 16 yards to the Ssk50. Tackled by Dexter McCoil.,24,13
01:41,1,Pass,10,Kerry Joseph pass to Jerome Messam for 10 yards to the Edm50. Tackled by J.C. Sherritt.,24,13
01:24,2,Pass,22,Kerry Joseph pass to Rob Bagg for 22 yards to the Edm28. Tackled by Alonzo Lawrence.,24,13
01:10,1,Incomplete Pass,0,Kerry Joseph incomplete pass intended for Brett Swain defensed by Dexter McCoil.,24,13
00:55,2,Incomplete Pass,0,Kerry Joseph incomplete pass intended for Chris Getzlaf.,24,13
00:42,3,Pass,28,Kerry Joseph pass to Korey Williams for 28 yards for a TOUCHDOWN.,24,19
00:42,0,Incomplete Pass,0,Kerry Joseph incomplete pass intended for Weston Dressler.,24,19
00:42,0,Kickoff,13,Chris Milo kicks off to the Ssk50. Devon Bailey return for 13 yards to Ssk37. Tackled by Alex Pierzchalski.,24,19
00:37,1,Rush,6,John White rush for 3 yards to the Ssk34. John White rush for 3 yards to the Ssk31. Tackled by Weldon Brown.,24,19
00:25,2,Rush,3,John White rush for 3 yards to the Ssk31. Tackled by John Chick.,24,19
00:01,3,Incomplete Pass,0,Mike Reilly incomplete pass intended for Adarius Bowman.,24,19
