Time,Down,Type,Yards,Details,Toronto,Montreal
14:29,1,Pass,5,Ricky Ray pass to Anthony Coombs for 5 yards to the Mtl37. Tackled by Chip Cox.,10,5
13:44,2,Rush,8,Ricky Ray rush for 8 yards to the Mtl29. Tackled by Aaron Lavarias.,10,5
13:06,1,Rush,24,Steve Slaton rush for 24 yards to the Mtl5. Tackled by Marc-Olivier Brouillette.,10,5
12:03,1,Pass,5,Ricky Ray pass to Steve Slaton for 5 yards for a TOUCHDOWN.,16,5
11:43,0,Made Extra Point,0,Swayze Waters extra point is good.,17,5
11:43,0,Kickoff,21,Swayze Waters kicks off to the Mtl7. Larry Taylor return for 21 yards to Mtl28. Tackled by Darvin Adams.,17,5
11:35,1,Pass,36,Troy Smith pass to Kenny Stafford for 36 yards to the Tor46. Tackled by Branden Smith.,17,5
11:00,1,Rush,-2,Brandon Whitaker rush for a loss of 2 yards to the Tor48. Tackled by Shane Horton.,17,5
10:40,2,Incomplete Pass,0,Troy Smith incomplete pass intended for Duron Carter.,17,5
10:15,3,Punt,0,Sean Whyte punts for 37 yards to Tor11. No return.,17,5
10:01,1,Rush,4,Steve Slaton rush for 4 yards to the Tor15. Tackled by John Bowman.,17,5
09:32,2,Rush,7,Ricky Ray rush for 7 yards to the Tor22. Tackled by Chip Cox.,17,5
09:04,1,Rush,0,Robert Gill rush for no gain to the Tor22. Tackled by Billy Parker.,17,5
08:38,2,Incomplete Pass,0,Ricky Ray incomplete pass intended for Darvin Adams.,17,5
08:20,3,Punt,11,Swayze Waters punts for 47 yards to Mtl41. Larry Taylor return for 11 yards to Mtl52. Tackled by James Yurichuk.,17,5
07:59,1,Rush,2,Brandon Whitaker rush for 2 yards to the Mtl54. Tackled by Cleyon Laing.,17,5
07:36,2,Incomplete Pass,0,Troy Smith incomplete pass intended for Kenny Stafford.,17,5
07:14,3,Unnecessary Roughness,33,Sean Whyte punts for 50 yards to Tor6. Mike Bradwell return for 18 yards to Tor24. Tackled by Steven Lumbala. Penalty: Unnecessary Roughness on Montreal (Daryl Townsend) 15 yards.,17,5
06:46,1,Incomplete Pass,0,Ricky Ray incomplete pass intended for Darvin Adams defensed by Chip Cox.,17,5
06:30,2,Incomplete Pass,0,Ricky Ray incomplete pass intended for Jarred Fayson.,17,5
06:12,3,Punt,1,Swayze Waters punts for 47 yards to Mtl24. Larry Taylor return for 1 yard to Mtl25. Tackled by Gregory Jones.,17,5
05:51,1,Incomplete Pass,0,Alex Brink incomplete pass intended for Duron Carter defensed by Branden Smith.,17,5
05:35,2,Sack,-10,Sack at Mtl15 for a loss of 10 yards by Jermaine Gabriel.,17,5
04:42,3,Punt,7,Sean Whyte punts for 51 yards to Tor44. Mike Bradwell return for 7 yards to Tor51. Tackled by  .,17,5
04:24,1,Rush,14,Curtis Steele rush for 14 yards to the Mtl45. Tackled by Aaron Lavarias.,17,5
03:50,1,Pass,-5,Ricky Ray pass to Mike Bradwell for a loss of 5 yards to the Mtl50. Tackled by Chip Cox.,17,5
03:12,2,Sack,-8,Sack at Tor52 for a loss of 8 yards by Brian Brikowski.,17,5
02:27,3,Punt,11,Swayze Waters punts for 44 yards to Mtl14. Larry Taylor return for 11 yards to Mtl25. Tackled by Zander Robinson.,17,5
02:07,1,Rush,1,Brandon Whitaker rush for 1 yard to the Mtl26. Tackled by Shea Emry.,17,5
01:34,0,Holding,-10,Penalty: Holding on Montreal (Jeff Perrett) -10 yards.,17,5
01:03,2,Pass,7,Alex Brink pass to Dahrran Diedrick for 7 yards to the Mtl23. Tackled by Shea Emry.,17,5
00:30,3,Punt,4,Sean Whyte punts for 44 yards to Tor43. Mike Bradwell return for 4 yards to Tor47. Tackled by Daryl Townsend.,17,5
00:10,1,Rush,-6,Steve Slaton rush for a loss of 6 yards to the Tor41. Tackled by Chip Cox.,17,5
15:00,2,Pass,10,Ricky Ray pass to Maurice Mann for 10 yards to the Tor51. Tackled by Aaron Lavarias.,17,5
14:25,3,Holding,56,Swayze Waters punts for 52 yards to Mtl7. Penalty: Holding on Montreal (Daryl Townsend) 4 yards.,17,5
13:56,1,Pass,2,Alex Brink pass to Brandon Whitaker for 2 yards to the Mtl5. Tackled by Dwight Anderson.,17,5
13:15,2,Incomplete Pass,0,Alex Brink incomplete pass intended for Dave Stala.,17,5
12:40,3,Safety,-5,Safety,19,5
12:40,0,Kickoff,17,Sean Whyte kicks off to the Tor24. Robert Gill return for 17 yards to Tor41. Tackled by Jamahl Knowles.,19,5
12:35,1,Pass,3,Ricky Ray pass to Darvin Adams for 3 yards to the Tor44. Tackled by Billy Parker.,19,5
11:54,2,Incomplete Pass,0,Ricky Ray incomplete pass intended for Maurice Mann.,19,5
11:32,3,Holding,-6,Swayze Waters punts for 51 yards to Mtl15. Larry Taylor return for 3 yards to Mtl18. Tackled by Thomas Miles. Penalty: Holding on Montreal (Jamahl Knowles) -9 yards.,19,5
11:03,1,Rush,4,Alex Brink rush for 4 yards to the Mtl13. Tackled by Jamie Robinson.,19,5
10:27,2,Incomplete Pass,0,Alex Brink incomplete pass intended for Chad Johnson.,19,5
10:06,3,Safety,-13,Safety,21,5
10:06,0,Kickoff,15,Sean Whyte kicks off to the Tor25. Robert Gill return for 15 yards to Tor40. Tackled by Jamahl Knowles.,21,5
09:55,1,Rush,0,Steve Slaton rush for no gain to the Tor40. Tackled by Marc-Olivier Brouillette.,21,5
09:20,2,Pass,19,Ricky Ray pass to Maurice Mann for 19 yards to the Mtl51.,21,5
08:53,1,Rush,5,Steve Slaton rush for 5 yards to the Mtl46. Tackled by Chip Cox.,21,5
08:16,2,Pass,-2,Ricky Ray pass to Steve Slaton for a loss of 2 yards to the Mtl48. Tackled by Aaron Lavarias.,21,5
07:28,3,Illegal Punt,12,Swayze Waters punts for 22 yards to Mtl26. Penalty: Illegal Punt on Toronto (Swayze Waters) -10 yards.,21,5
07:03,1,Pass,12,Alex Brink pass to Chad Johnson for 12 yards to the Mtl48. Tackled by Branden Smith.,21,5
06:46,1,Incomplete Pass,0,Alex Brink incomplete pass defensed by Shane Horton.,21,5
06:35,2,Incomplete Pass,0,Alex Brink incomplete pass intended for Duron Carter.,21,5
06:12,3,Punt,5,Sean Whyte punts for 45 yards to Tor17. Mike Bradwell return for 5 yards to Tor22. Tackled by Mike Edem.,21,5
05:51,1,Rush,5,Steve Slaton rush for 5 yards to the Tor27. Tackled by Kyries Hebert.,21,5
05:08,2,Rush,2,Steve Slaton rush for 2 yards to the Tor29. Tackled by John Bowman.,21,5
04:29,3,Illegal Block,-9,Swayze Waters punts for 49 yards to Mtl32. Larry Taylor return for 1 yard to Mtl33. Penalty: Illegal Block on Montreal (Winston Venable) -10 yards.,21,5
03:58,1,Sack,-12,Sack at Mtl11 for a loss of 12 yards by Aston Whiteside.,21,5
03:02,2,Incomplete Pass,0,Alex Brink incomplete pass intended for Chad Johnson.,21,5
02:56,3,Punt,7,Sean Whyte punts for 39 yards to Mtl50. Mike Bradwell return for 7 yards to Mtl43. Tackled by Andrew Lue.,21,5
02:37,1,Rush,1,Steve Slaton rush for 1 yard to the Mtl42. Tackled by Kyries Hebert.,21,5
02:33,2,Rush,7,Steve Slaton rush for 7 yards to the Mtl35. Tackled by Winston Venable.,21,5
01:45,3,Missed Field Goal,42,Swayze Waters 42 yard field goal attempt is GOOD.,24,5
01:33,1,Interception,46,Alex Brink pass intended for Eric Deslauriers INTERCEPTED and returned for 46 yards for a TOUCHDOWN.,30,5
01:33,0,Made Extra Point,0,Swayze Waters extra point is good.,31,5
01:33,0,Kickoff,26,Swayze Waters kicks off to the Mtl10. Larry Taylor return for 26 yards to Mtl36. Tackled by Ivan Brown.,31,5
01:25,1,Pass,5,Alex Brink pass to Duron Carter for 5 yards to the Mtl41. Tackled by Jalil Carter.,31,5
01:17,2,Incomplete Pass,0,Alex Brink incomplete pass intended for Kenny Stafford.,31,5
01:01,3,Pass,4,Alex Brink pass to Dave Stala for 4 yards to the Mtl45. Tackled by Dwight Anderson.,31,5
00:56,1,Rush,3,Anthony Woodson rush for 3 yards to the Mtl42. Tackled by Alan-Michael Cash.,31,5
00:47,2,Rush,5,Anthony Woodson rush for 5 yards to the Mtl37. Tackled by Geoff Tisdale.,31,5
00:28,3,Rush,3,Anthony Woodson rush for 3 yards to the Mtl34. Tackled by Brian Brikowski.,31,5
