Time,Down,Type,Yards,Details,Hamilton,Winnipeg
13:37,0,Pass,13,"FUMBLE Zach Collaros pass to Luke Tasker for 13 yards to the Wpg29., recovered by Ham (Greg Ellingson).",10,5
12:41,3,Missed Field Goal,37,Justin Medlock 37 yard field goal attempt is GOOD.,13,5
12:41,1,Rush,0,Nic Grigsby rush for no gain to the Wpg35. Tackled by  .,13,5
12:15,0,Holding,-10,Penalty: Holding on Winnipeg (Jarvis Jones) -10 yards.,13,5
11:46,2,Incomplete Pass,0,Drew Willy incomplete pass intended for Clarence Denmark.,13,5
11:25,3,Punt,8,Lirim Hajrullahu punts for 39 yards to Ham46. Brandon Banks return for 8 yards to Ham54. Tackled by Carl Fitzgerald.,13,5
11:08,1,Pass,10,Zach Collaros pass to Mossis Madu for 10 yards to the Wpg46. Tackled by Desia Dunn.,13,5
10:28,1,Fumble,-9,"Sack at Ham55 for a loss of 9 yards by Marvin Booker. FUMBLE, recovered by Ham (Zach Collaros).",13,5
09:57,2,Rush,3,Zach Collaros rush for 3 yards to the Wpg52. Tackled by Desia Dunn.,13,5
09:38,3,Illegal Punt,17,Justin Medlock punts for 27 yards to Wpg25. Penalty: Illegal Punt on Hamilton (Justin Medlock) -10 yards.,13,5
09:31,1,Pass,15,Drew Willy pass to Romby Bryant for 15 yards to the Wpg50. Tackled by Ed Gainey.,13,5
08:50,1,Sack,-4,Sack at Wpg46 for a loss of 4 yards by Simoni Lawrence.,13,5
08:05,0,Holding,-10,Penalty: Holding on Winnipeg (Chris Greaves) -10 yards.,13,5
07:39,2,Pass,7,Drew Willy pass to Nic Grigsby for 7 yards to the Wpg43. Tackled by Taylor Reed.,13,5
07:12,3,No Yards,26,Lirim Hajrullahu punts for 41 yards to Ham26. Penalty: No Yards on Winnipeg (Derek Jones) -15 yards.,13,5
07:00,1,Rush,4,Brandon Banks rush for 4 yards to the Ham45. Tackled by Ejiro Kuale.,13,5
06:24,2,Incomplete Pass,0,Zach Collaros incomplete pass intended for Bakari Grant defensed by Maurice Leggett.,13,5
05:59,3,Punt,2,Justin Medlock punts for 46 yards to Wpg19. Troy Stoudermire return for 2 yards to Wpg21. Tackled by Ed Gainey.,13,5
05:50,1,Rush,1,Nic Grigsby rush for 1 yard to the Wpg22. Tackled by Bryan Hall.,13,5
05:21,2,Incomplete Pass,0,Drew Willy incomplete pass intended for Clarence Denmark.,13,5
05:02,3,Punt,4,Lirim Hajrullahu punts for 29 yards to Wpg51. Brandon Banks return for 4 yards to Wpg47. Tackled by Teague Sherman.,13,5
04:40,1,Pass,7,Zach Collaros pass to Luke Tasker for 7 yards to the Wpg40. Tackled by Maurice Leggett.,13,5
04:05,2,Rush,0,Mossis Madu rush for no gain to the Wpg40. Tackled by Greg Peach.,13,5
03:30,3,Missed Field Goal,29,55 yard field goal attempt by Justin Medlock is NO GOOD.  Missed field goal returned by Troy Stoudermire to the Wpg14. Tackled by Erik Harris.,13,5
02:57,1,Pass,8,Drew Willy pass to Aaron Kelly for 8 yards to the Wpg22. Tackled by Ed Gainey.,13,5
02:24,2,Rush,5,Nic Grigsby rush for 5 yards to the Wpg27. Tackled by Craig Butler.,13,5
01:49,1,Pass,13,Drew Willy pass to Aaron Kelly for 13 yards to the Wpg40. Tackled by Courtney Stephen.,13,5
01:10,1,Pass,1,Drew Willy pass to Nic Grigsby for 1 yard to the Wpg41. Tackled by Taylor Reed.,13,5
00:35,2,Incomplete Pass,0,Drew Willy incomplete pass intended for Clarence Denmark.,13,5
00:01,3,Punt,4,Lirim Hajrullahu punts for 41 yards to Ham28. Brandon Banks return for 4 yards to Ham32. Tackled by Jesse Briggs.,13,5
15:00,1,Pass,2,Zach Collaros pass to Luke Tasker for 2 yards to the Ham34. Tackled by Johnny Sears Jr..,13,5
14:34,2,Pass,9,Zach Collaros pass to Samuel Giguere for 9 yards to the Ham43. Tackled by Maurice Leggett.,13,5
13:56,1,Pass,7,Zach Collaros pass to Andy Fantuz for 7 yards to the Ham50. Tackled by Teague Sherman.,13,5
13:18,2,Pass,8,Zach Collaros pass to Samuel Giguere for 8 yards to the Wpg52. Tackled by Chris Randle.,13,5
12:34,1,Rush,5,Mossis Madu rush for 5 yards to the Wpg47. Tackled by Ejiro Kuale.,13,5
12:02,2,Pass,15,Zach Collaros pass to Luke Tasker for 15 yards to the Wpg32. Tackled by Johnny Sears Jr..,13,5
11:26,1,Incomplete Pass,0,Zach Collaros incomplete pass intended for Luke Tasker.,13,5
11:12,2,Incomplete Pass,0,Zach Collaros incomplete pass intended for Greg Ellingson.,13,5
10:25,3,Missed Field Goal,39,Justin Medlock 39 yard field goal attempt is GOOD.,16,5
10:25,0,Kickoff,51,Justin Medlock kicks off to the Wpg12. Troy Stoudermire return for 51 yards to Ham47. Tackled by Mike Daly.,16,5
10:14,1,Incomplete Pass,0,Drew Willy incomplete pass intended for Aaron Kelly.,16,5
09:58,2,Incomplete Pass,0,Drew Willy incomplete pass intended for Aaron Kelly.,16,5
09:36,3,Punt,0,Lirim Hajrullahu punts for 37 yards to Ham10. No return.,16,5
09:26,1,Rush,7,Mossis Madu rush for 7 yards to the Ham17. Tackled by Ejiro Kuale.,16,5
08:59,2,Incomplete Pass,0,Zach Collaros incomplete pass intended for Luke Tasker.,16,5
08:38,3,Holding,49,Justin Medlock punts for 39 yards to Wpg54. Penalty: Holding on Winnipeg (Julian Feoli-Gudino) 10 yards.,16,5
08:20,1,Pass,6,Drew Willy pass to Aaron Kelly for 6 yards to the Wpg50. Tackled by Taylor Reed.,16,5
07:41,2,Pass,34,Drew Willy pass to Romby Bryant for 34 yards to the Ham26. Tackled by Rico Murray.,16,5
07:00,1,Holding,1,Nic Grigsby rush for 11 yards to the Ham15. Tackled by Simoni Lawrence. Penalty: Holding on Winnipeg (Julian Feoli-Gudino) -10 yards.,16,5
06:39,1,Pass,19,Drew Willy pass to Nic Grigsby for 19 yards to the Ham6.,16,5
05:52,1,Pass,6,Drew Willy pass to Cory Watson for 6 yards for a TOUCHDOWN.,16,11
05:52,0,Incomplete Pass,0,Drew Willy incomplete pass intended for Cory Watson.,16,11
05:30,0,Illegal Block,6,Lirim Hajrullahu kicks off to the Ham3. Brandon Banks return for 16 yards to Ham19. Penalty: Illegal Block on Hamilton (Matt Coates) -10 yards.,16,11
05:25,1,Pass,6,Zach Collaros pass to Bakari Grant for 6 yards to the Ham15. Tackled by Johnny Sears Jr..,16,11
04:48,2,Incomplete Pass,0,Zach Collaros incomplete pass intended for Bakari Grant.,16,11
04:33,0,Running into Kicker,10,Penalty: Running into Kicker on Winnipeg (Don Unamba) 10 yards.,16,11
04:07,1,Pass,1,Zach Collaros pass to Brandon Banks for 1 yard to the Ham26. Tackled by Demond Washington.,16,11
03:22,2,Pass,21,Zach Collaros pass to Brandon Banks for 21 yards to the Ham47. Tackled by Desia Dunn.,16,11
03:00,1,Rush,4,Mossis Madu rush for 4 yards to the Ham51. Tackled by Jake Thomas.,16,11
02:38,2,Incomplete Pass,0,Zach Collaros incomplete pass intended for Luke Tasker.,16,11
02:14,3,Punt,8,Justin Medlock punts for 44 yards to Wpg15. Troy Stoudermire return for 8 yards to Wpg23. Tackled by Ed Gainey.,16,11
02:04,1,Pass,7,Drew Willy pass to Aaron Kelly for 7 yards to the Wpg30. Tackled by Rico Murray.,16,11
02:00,0,Pass Interference,12,Penalty: Pass Interference on Hamilton (Erik Harris) 12 yards.,16,11
01:48,1,Pass,8,Drew Willy pass to Clarence Denmark for 8 yards to the Wpg50. Tackled by Aaron Crawford.,16,11
01:45,2,Offside,5,Penalty: Offside on Hamilton (Justin Hickman) 5 yards.,16,11
01:43,1,Incomplete Pass,0,Drew Willy incomplete pass intended for Aaron Kelly.,16,11
01:39,1,Pass,14,Drew Willy pass to Clarence Denmark for 14 yards to the Ham41. Tackled by Brandon Stewart.,16,11
01:31,1,Pass,7,Drew Willy pass to Aaron Kelly for 7 yards to the Ham34. Tackled by Rico Murray.,16,11
01:25,2,Rush,4,Nic Grigsby rush for 4 yards to the Ham30. Tackled by Craig Butler.,16,11
01:11,1,Pass,15,Drew Willy pass to Cory Watson for 15 yards to the Ham15. Tackled by Brandon Stewart.,16,11
00:54,1,Pass,3,Drew Willy pass to Nic Grigsby for 3 yards to the Ham12. Tackled by Ed Gainey.,16,11
00:43,2,Rush,1,Drew Willy rush for 1 yard to the Ham11. Tackled by Simoni Lawrence.,16,11
00:34,3,Pass,8,Drew Willy pass to Carl Volny for 8 yards to the Ham3. Tackled by Taylor Reed.,16,11
00:29,1,Incomplete Pass,0,Drew Willy incomplete pass intended for Aaron Kelly.,16,11
00:16,2,Time Count,0,Penalty: Time Count on Winnipeg (Drew Willy) 0 yards.,16,11
00:16,3,Incomplete Pass,0,Drew Willy incomplete pass intended for Clarence Denmark.,16,11
