Time,Down,Type,Yards,Details,Calgary,Edmonton
06:15,1,Pass,7,Bo Levi Mitchell pass to Brad Sinopoli for 7 yards to the Edm35. Tackled by Joe Burnett.,7,8
05:35,2,Incomplete Pass,0,Bo Levi Mitchell incomplete pass intended for Jon Cornish.,7,8
04:55,3,Missed Field Goal,42,Rene Paredes 42 yard field goal attempt is GOOD.,10,8
04:55,1,Pass,23,Mike Reilly pass to Marcus Henry for 23 yards to the Cgy52. Tackled by Jonathan Hefney.,10,8
04:27,1,Incomplete Pass,0,Mike Reilly incomplete pass intended for Adarius Bowman.,10,8
04:17,2,Sack,-8,Sack at Edm50 for a loss of 8 yards by Charleston Hughes.,10,8
03:44,3,Punt,4,Grant Shaw punts for 39 yards to Cgy21. Larry Taylor return for 4 yards to Cgy25. Tackled by Elie Ngoyi.,10,8
03:32,1,Pass,9,Bo Levi Mitchell pass to Maurice Price for 9 yards to the Cgy34. Tackled by Chris Rwabukamba.,10,8
03:00,2,Fumble,-1,"Matt Walter rush for a loss of 1 yard to the Cgy33. FUMBLE, recovered by Edm (Damaso Munoz). Tackled by Jon Gott.",10,8
02:46,1,Rush,0,John White rush for no gain to the Cgy33. Tackled by Juwan Simpson.,10,8
02:42,2,Pass,14,Mike Reilly pass to Fred Stamps for 14 yards to the Cgy19. Tackled by Brandon Smith.,10,8
02:29,1,Rush,1,John White rush for 1 yard to the Cgy18. Tackled by Keon Raymond.,10,8
02:18,2,Pass,1,Mike Reilly pass to Adarius Bowman for 1 yard to the Cgy17. Tackled by Fred Bennett.,10,8
01:48,3,Field Goal Single,37,37 yard field goal attempt by Hugh O'Neill is NO GOOD (Single).,10,9
01:48,1,Pass,8,Bo Levi Mitchell pass to Jabari Arthur for 8 yards to the Cgy43. Tackled by Chris Thompson.,10,9
01:39,2,Incomplete Pass,0,Bo Levi Mitchell incomplete pass intended for Jon Cornish.,10,9
01:19,3,Punt,16,Rob Maver punts for 40 yards to Edm27. Joe Burnett return for 16 yards to Edm43. Tackled by Tim St. Pierre.,10,9
01:08,1,Pass,11,Mike Reilly pass to Shamawd Chambers for 11 yards to the Edm54. Tackled by Brandon Smith.,10,9
01:03,1,Rush,15,John White rush for 15 yards to the Cgy41. Tackled by Deron Mayo.,10,9
00:58,1,Sack,-4,Sack at Cgy45 for a loss of 4 yards by Charleston Hughes.,10,9
00:46,2,Sack,-10,Sack at Edm55 for a loss of 10 yards by Cordarro Law.,10,9
00:28,3,No Yards,25,Grant Shaw punts for 30 yards to Cgy25. Penalty: No Yards on Edmonton (Elie Ngoyi) -5 yards.,10,9
15:00,0,Kickoff,26,Grant Shaw kicks off to the Cgy2. Larry Taylor return for 26 yards to Cgy28. Tackled by Mike Miller.,10,9
14:53,1,Rush,5,Jon Cornish rush for 5 yards to the Cgy33. Tackled by Rennie Curran.,10,9
14:13,2,Rush,2,Jon Cornish rush for 2 yards to the Cgy35. Tackled by Ted Laurent.,10,9
13:46,3,Punt,8,Rob Maver punts for 54 yards to Edm21. Joe Burnett return for 8 yards to Edm29. Tackled by Ben D'Aguilar.,10,9
13:23,1,Rush,8,John White rush for 8 yards to the Edm37. Tackled by Demonte' Bolden.,10,9
13:04,2,Rush,0,John White rush for no gain to the Edm37. Tackled by Deron Mayo.,10,9
12:22,3,Punt,16,Grant Shaw punts for 46 yards to Cgy27. Larry Taylor return for 16 yards to Cgy43. Tackled by Eric Samuels.,10,9
11:59,1,Fumble,0,"Bo Levi Mitchell pass to Brad Sinopoli for no gain to the Cgy43. FUMBLE, recovered by Cgy (Stanley Bryant).",10,9
11:10,2,Pass,12,Bo Levi Mitchell pass to Brad Sinopoli for 12 yards to the Cgy55. Tackled by T.J. Hill.,10,9
10:40,1,Pass,4,Bo Levi Mitchell pass to Maurice Price for 4 yards to the Edm51. Tackled by Marcell Young.,10,9
09:49,2,Pass,22,Bo Levi Mitchell pass to Jabari Arthur for 22 yards to the Edm29. Tackled by Chris Thompson.,10,9
09:26,0,Holding,-10,Penalty: Holding on Calgary (Jon Gott) -10 yards.,10,9
09:00,1,Incomplete Pass,0,Bo Levi Mitchell incomplete pass intended for Jon Cornish.,10,9
08:33,2,Pass,13,Bo Levi Mitchell pass to Marquay McDaniel for 13 yards to the Edm26. Tackled by Joe Burnett.,10,9
07:44,3,Missed Field Goal,34,Rene Paredes 34 yard field goal attempt is GOOD.,13,9
07:10,1,Pass,18,Mike Reilly pass to Marcus Henry for 18 yards to the Edm53. Tackled by Keon Raymond.,13,9
06:45,1,Rush,2,Mike Reilly rush for 2 yards to the Edm55. Tackled by Deron Mayo.,13,9
06:20,2,Pass,5,Mike Reilly pass to Nate Coehoorn for 5 yards to the Cgy50. Tackled by Fred Bennett.,13,9
06:11,3,Punt,0,Grant Shaw punts for 29 yards to Cgy21. No return.,13,9
06:11,1,Rush,2,Jon Cornish rush for 2 yards to the Cgy23. Tackled by Rennie Curran.,13,9
05:44,2,Sack,-6,Sack at Cgy17 for a loss of 6 yards by Chris Rwabukamba.,13,9
04:55,3,Illegal Block,-5,Rob Maver punts for 47 yards to Edm46. Joe Burnett return for 5 yards to Edm51. Penalty: Illegal Block on Edmonton (Matt Carter) -10 yards.,13,9
04:39,1,Incomplete Pass,0,Mike Reilly incomplete pass intended for John White.,13,9
04:16,2,Incomplete Pass,0,Mike Reilly incomplete pass intended for Fred Stamps.,13,9
03:55,3,Punt,5,Grant Shaw punts for 41 yards to Cgy28. Larry Taylor return for 5 yards to Cgy33. Tackled by Corbin Sharun.,13,9
03:34,1,Pass,13,Bo Levi Mitchell pass to Brad Sinopoli for 13 yards to the Cgy46. Tackled by Chris Rwabukamba.,13,9
03:05,1,Incomplete Pass,0,Bo Levi Mitchell incomplete pass intended for Marquay McDaniel.,13,9
02:35,2,Pass,11,Bo Levi Mitchell pass to Jabari Arthur for 11 yards to the Edm53. Tackled by Chris Thompson.,13,9
02:00,1,Pass,15,Bo Levi Mitchell pass to Maurice Price for 15 yards to the Edm38. Tackled by Chris Thompson.,13,9
01:26,1,Illegal Procedure,-5,Penalty: Illegal Procedure on Calgary (Spencer Wilson) -5 yards.,13,9
01:12,0,Holding,-10,Penalty: Holding on Calgary (Jon Gott) -10 yards.,13,9
00:50,1,Pass,6,Bo Levi Mitchell pass to Jon Cornish for 6 yards to the Edm47. Tackled by Marcell Young.,13,9
00:01,2,Objectionable Conduct,17,Bo Levi Mitchell pass to Maurice Price for 7 yards to the Edm40. Tackled by Damaso Munoz. Penalty: Objectionable Conduct on Edmonton (Marcell Young) 10 yards.,13,9
14:43,3,Missed Field Goal,37,Rene Paredes 37 yard field goal attempt is GOOD.,16,9
14:43,1,Rush,4,John White rush for 4 yards to the Edm39. Tackled by Cordarro Law.,16,9
14:03,2,Pass,6,Mike Reilly pass to Shamawd Chambers for 6 yards to the Edm45. Tackled by Chris Randle.,16,9
13:20,1,Incomplete Pass,0,Mike Reilly incomplete pass intended for Shamawd Chambers.,16,9
13:02,2,Pass,15,Mike Reilly pass to Adarius Bowman for 15 yards to the Cgy50. Tackled by  .,16,9
12:28,1,Rush,12,Mike Reilly rush for 12 yards to the Cgy38. Tackled by Cordarro Law.,16,9
12:06,1,Sack,-1,Sack at Cgy39 for a loss of 1 yard by Micah Johnson.,16,9
11:39,2,Pass,19,Mike Reilly pass to Adarius Bowman for 19 yards to the Cgy20. Tackled by Jonathan Hefney.,16,9
11:02,1,Rush,10,John White rush for 10 yards to the Cgy10. Tackled by Keon Raymond.,16,9
10:07,1,Rush,3,Mike Reilly rush for 3 yards to the Cgy7. Tackled by Keon Raymond.,16,9
09:33,2,Incomplete Pass,0,Mike Reilly incomplete pass intended for John White.,16,9
08:56,3,Missed Field Goal,14,Hugh O'Neill 14 yard field goal attempt is GOOD.,16,12
08:56,1,Rush,21,Jon Cornish rush for 21 yards to the Edm54. Tackled by Eric Samuels.,16,12
08:40,1,Pass,16,Bo Levi Mitchell pass to Jon Cornish for 16 yards to the Edm38. Tackled by Damaso Munoz.,16,12
07:45,1,Rush,4,Matt Walter rush for 4 yards to the Edm34. Tackled by Don Oramasionwu.,16,12
07:13,2,Sack,-9,Sack at Edm43 for a loss of 9 yards by Marcus Howard.,16,12
06:05,3,Missed Field Goal,50,Rene Paredes 50 yard field goal attempt is GOOD.,19,12
06:05,1,Illegal Procedure,-5,Penalty: Illegal Procedure on Edmonton (Miles Mason) -5 yards.,19,12
05:59,1,Sack,-2,Sack at Edm28 for a loss of 2 yards by Deron Mayo.,19,12
05:14,2,Pass,7,Mike Reilly pass to Adarius Bowman for 7 yards to the Edm35. Tackled by  .,19,12
04:52,3,Punt,28,Grant Shaw punts for 54 yards to Cgy21. Larry Taylor return for 28 yards to Cgy49. Tackled by Mike Cornell.,19,12
04:35,1,Rush,16,Bo Levi Mitchell rush for 16 yards to the Edm45. Tackled by Almondo Sewell.,19,12
03:50,1,Rush,7,Jon Cornish rush for 7 yards to the Edm38. Tackled by Rennie Curran.,19,12
03:30,2,Rush,4,Bo Levi Mitchell rush for 4 yards to the Edm34. Tackled by Rennie Curran.,19,12
03:16,0,Holding,-10,Penalty: Holding on Calgary (Edwin Harrison) -10 yards.,19,12
02:52,1,Rush,1,Matt Walter rush for 1 yard to the Edm43. Tackled by Ted Laurent.,19,12
02:35,2,Pass,8,Bo Levi Mitchell pass to Maurice Price for 8 yards to the Edm35. Tackled by Rennie Curran.,19,12
01:44,3,Missed Field Goal,42,Rene Paredes 42 yard field goal attempt is GOOD.,22,12
01:44,1,Pass,13,Mike Reilly pass to Marcus Henry for 13 yards to the Edm48. Tackled by Fred Bennett.,22,12
01:37,1,Incomplete Pass,0,Mike Reilly incomplete pass intended for Shamawd Chambers.,22,12
01:30,2,Incomplete Pass,0,Mike Reilly incomplete pass intended for Nate Coehoorn defensed by Demonte' Bolden.,22,12
01:25,3,Incomplete Pass,0,Mike Reilly incomplete pass intended for Matt Carter.,22,12
01:20,1,Rush,7,Jon Cornish rush for 7 yards to the Edm41. Tackled by T.J. Hill.,22,12
01:00,2,Rush,25,Jon Cornish rush for 25 yards to the Edm16. Tackled by Chris Thompson.,22,12
00:47,1,Rush,0,Matt Walter rush for no gain to the Edm16. Tackled by Damaso Munoz.,22,12
00:35,2,Rush,4,Matt Walter rush for 4 yards to the Edm12. Tackled by Marcell Young.,22,12
