Time,Down,Type,Yards,Details,Calgary,BC
05:47,1,Pass,20,Kevin Glenn pass to Marquay McDaniel for 20 yards to the BC31. Tackled by Korey Banks.,0,7
05:08,1,Pass,19,Kevin Glenn pass to Maurice Price for 19 yards to the BC12. Tackled by Adam Bighill.,0,7
04:38,1,Offside,-5,Penalty: Offside on Calgary (Nik Lewis) -5 yards.,0,7
04:19,1,Pass,5,Kevin Glenn pass to Larry Taylor for 5 yards to the BC12. Tackled by Dante Marsh.,0,7
03:35,2,Pass,10,Kevin Glenn pass to Marquay McDaniel for 10 yards to the BC2. Tackled by J.R. LaRose.,0,7
02:55,3,Rush,0,Bo Levi Mitchell rush for no gain to the BC2. Tackled by Solomon Elimimian.,0,7
02:32,1,Incomplete Pass,0,Bo Levi Mitchell incomplete pass intended for Dan Federkeil.,0,7
01:55,2,Rush,2,Jon Cornish rush for 2 yards for a TOUCHDOWN.,6,7
01:45,0,Made Extra Point,0,Rene Paredes extra point is good.,7,7
01:30,0,Kickoff,97,Rene Paredes kicks off to the BC13. Tim Brown return for 97 yards to Cgy0 for a TOUCHDOWN.,7,13
01:13,0,Made Extra Point,0,Paul McCallum extra point is good.,7,14
01:13,0,Kickoff,15,Paul McCallum kicks off to the Cgy15. Larry Taylor return for 15 yards to Cgy30. Tackled by Josh Bell.,7,14
01:06,1,Rush,15,Jon Cornish rush for 15 yards to the Cgy45. Tackled by Adam Bighill.,7,14
00:28,1,Pass,10,Kevin Glenn pass to Marquay McDaniel for 10 yards to the Cgy55. Tackled by Josh Bell.,7,14
00:01,2,Rush,1,Bo Levi Mitchell rush for 1 yard to the BC54. Tackled by Adam Bighill.,7,14
15:00,1,Rush,2,Jon Cornish rush for 2 yards to the BC52. Tackled by Anton McKenzie.,7,14
14:23,2,Sack,-3,Sack at Cgy55 for a loss of 3 yards by Khreem Smith.,7,14
13:48,3,Punt,3,Rob Maver punts for 44 yards to BC11. Tim Brown return for 3 yards to BC14. Tackled by Deron Mayo.,7,14
13:23,1,Pass,4,Travis Lulay pass to Marco Iannuzzi for 4 yards to the BC18. Tackled by Keon Raymond.,7,14
12:47,0,Holding,-9,Penalty: Holding on BC (Ben Archibald) -9 yards.,7,14
12:10,2,Pass,12,Travis Lulay pass to Andrew Harris for 12 yards to the BC21. Tackled by Demonte' Bolden.,7,14
11:53,3,Punt,1,Paul McCallum punts for 43 yards to Cgy46. Larry Taylor return for 1 yard to Cgy47. Tackled by Jason Arakgi.,7,14
11:41,1,Incomplete Pass,0,Kevin Glenn incomplete pass intended for Jon Cornish.,7,14
11:25,2,Pass,12,Kevin Glenn pass to Maurice Price for 12 yards to the BC51. Tackled by Eric Taylor.,7,14
10:40,1,Incomplete Pass,0,Kevin Glenn incomplete pass intended for Maurice Price.,7,14
10:15,2,Fumble,1,"Kevin Glenn pass to Marquay McDaniel for 1 yard to the BC50. FUMBLE, recovered by Cgy (Dan Federkeil).",7,14
09:27,3,Illegal Block,42,Rob Maver punts for 34 yards to BC16. Penalty: Illegal Block on BC (Jason Arakgi) 8 yards.,7,14
09:05,1,Incomplete Pass,0,Travis Lulay incomplete pass intended for Nick Moore defensed by Derrius Brooks.,7,14
08:47,2,Rush,0,Andrew Harris rush for no gain to the BC8. Tackled by Juwan Simpson.,7,14
07:51,3,Safety,-8,Safety,9,14
07:51,0,Face Mask,45,Paul McCallum kicks off to the Cgy26. Larry Taylor return for 30 yards to BC54. Tackled by Seydou Junior Haidara. Penalty: Face Mask on BC (Lin-J Shell) 15 yards.,9,14
07:44,1,Unnecessary Roughness,25,Jon Cornish rush for 11 yards to the BC28. Tackled by Josh Bell. Penalty: Unnecessary Roughness on BC (Josh Bell) 14 yards.,9,14
06:58,1,Pass,14,Kevin Glenn pass to Marquay McDaniel for 14 yards for a TOUCHDOWN.,15,14
06:43,0,Made Extra Point,0,Rene Paredes extra point is good.,16,14
06:43,0,Kickoff,11,Rene Paredes kicks off to the BC17. Tim Brown return for 11 yards to BC28. Tackled by Jeff Hecht.,16,14
06:38,1,Pass,6,Travis Lulay pass to Courtney Taylor for 6 yards to the BC34. Tackled by Fred Bennett.,16,14
05:55,2,Incomplete Pass,0,Travis Lulay incomplete pass intended for Courtney Taylor defensed by Charleston Hughes.,16,14
05:30,3,Illegal Block,51,Paul McCallum punts for 41 yards to Cgy35. Penalty: Illegal Block on Calgary (Karl McCartney) 10 yards.,16,14
05:10,1,Incomplete Pass,0,Kevin Glenn incomplete pass intended for Marquay McDaniel.,16,14
04:47,2,Fumble,13,"Kevin Glenn pass to Jon Cornish for 8 yards to the Cgy33. FUMBLE, recovered by BC (Adam Bighill) and returned for 5 yards. Tackled by Marquay McDaniel.",16,14
04:19,1,Rush,12,Shawn Gore rush for 12 yards to the Cgy16. Tackled by Cordarro Law.,16,14
03:56,1,Pass,3,Travis Lulay pass to Shawn Gore for 3 yards to the Cgy13. Tackled by Fred Bennett.,16,14
03:30,0,Pass Interference,12,Penalty: Pass Interference on Calgary (Chris Randle) 12 yards.,16,14
02:43,1,Rush,1,Thomas DeMarco rush for 1 yard for a TOUCHDOWN.,16,20
02:43,0,Made Extra Point,0,Paul McCallum extra point is good.,16,21
02:43,0,Kickoff,19,Paul McCallum kicks off to the Cgy15. Larry Taylor return for 19 yards to Cgy34. Tackled by Kyle Jones.,16,21
02:39,1,Rush,4,Jon Cornish rush for 4 yards to the Cgy38. Tackled by Adam Bighill.,16,21
02:34,2,Incomplete Pass,0,Kevin Glenn incomplete pass intended for Maurice Price.,16,21
02:21,3,Punt,5,Rob Maver punts for 32 yards to BC40. Tim Brown return for 5 yards to BC45. Tackled by Justin Phillips.,16,21
02:11,1,Rush,12,Andrew Harris rush for 12 yards to the Cgy53. Tackled by Demonte' Bolden.,16,21
02:03,1,Rush,6,Andrew Harris rush for 6 yards to the Cgy47. Tackled by Demonte' Bolden.,16,21
01:33,2,Incomplete Pass,0,Travis Lulay incomplete pass intended for Shawn Gore defensed by Charleston Hughes.,16,21
01:24,3,Punt,0,Paul McCallum punts for 40 yards to Cgy7. No return.,16,21
01:17,1,Pass,19,Kevin Glenn pass to Nik Lewis for 19 yards to the Cgy26. Tackled by Solomon Elimimian.,16,21
01:10,1,Rush,6,Jon Cornish rush for 6 yards to the Cgy32. Tackled by Korey Banks.,16,21
00:43,2,Time Count,0,Penalty: Time Count on Calgary (Kevin Glenn) 0 yards.,16,21
00:28,3,Punt,15,Rob Maver punts for 46 yards to BC32. Tim Brown return for 15 yards to BC47. Tackled by Ben D'Aguilar.,16,21
00:16,1,Pass,6,Travis Lulay pass to Emmanuel Arceneaux for 6 yards to the BC53.,16,21
00:07,2,Interception,0,Travis Lulay pass intended for Courtney Taylor INTERCEPTED by Chris Randle. No return. Tackled by Courtney Taylor.,16,21
15:00,0,Kickoff,30,Paul McCallum kicks off to the Cgy13. Larry Taylor return for 30 yards to Cgy43. Tackled by Keynan Parker.,16,21
14:54,1,Rush,4,Kevin Glenn rush for 4 yards to the Cgy47. Tackled by Eric Taylor.,16,21
14:13,2,Rush,5,Jon Cornish rush for 5 yards to the Cgy52. Tackled by Keron Williams.,16,21
13:17,0,Holding,-10,Penalty: Holding on Calgary (Dan Federkeil) -10 yards.,16,21
12:59,3,Punt,5,Rob Maver punts for 42 yards to BC26. Tim Brown return for 5 yards to BC31. Tackled by Deron Mayo.,16,21
12:41,1,Rush,1,Andrew Harris rush for 1 yard to the BC32. Tackled by Demonte' Bolden.,16,21
12:08,2,Sack,-6,Sack at BC26 for a loss of 6 yards by Deron Mayo.,16,21
11:32,3,Punt,4,Paul McCallum punts for 39 yards to Cgy45. Larry Taylor return for 4 yards to Cgy49. Tackled by Kyle Jones.,16,21
11:15,1,Incomplete Pass,0,Kevin Glenn incomplete pass intended for Maurice Price.,16,21
10:55,2,Incomplete Pass,0,Kevin Glenn incomplete pass intended for Maurice Price.,16,21
10:32,3,Punt,3,Rob Maver punts for 48 yards to BC13. Tim Brown return for 3 yards to BC16. Tackled by Karl McCartney.,16,21
10:03,1,Pass,6,Travis Lulay pass to Nick Moore for 6 yards to the BC22. Tackled by Eric Fraser.,16,21
09:32,2,Pass,8,Travis Lulay pass to Marco Iannuzzi for 8 yards to the BC30. Tackled by Keon Raymond.,16,21
08:55,1,Rush,5,Andrew Harris rush for 5 yards to the BC35. Tackled by Demonte' Bolden.,16,21
08:17,2,Incomplete Pass,0,Travis Lulay incomplete pass intended for Emmanuel Arceneaux.,16,21
07:53,3,Punt,1,Paul McCallum punts for 38 yards to Cgy37. Larry Taylor return for 1 yard to Cgy38. Tackled by Tim Cronk.,16,21
07:30,1,Incomplete Pass,0,Kevin Glenn incomplete pass intended for Marquay McDaniel.,16,21
07:18,2,Incomplete Pass,0,Kevin Glenn incomplete pass intended for Tim Hawthorne.,16,21
06:53,3,Punt,19,Rob Maver punts for 54 yards to BC18. Tim Brown return for 19 yards to BC37. Tackled by Rob Cote.,16,21
06:25,1,Fumble,4,"Andrew Harris rush for 4 yards to the BC41. FUMBLE, recovered by Cgy (Deron Mayo). Tackled by Andrew Harris.",16,21
05:55,1,Rush,12,Jon Cornish rush for 12 yards to the BC29. Tackled by Korey Banks.,16,21
05:23,1,Pass,9,Kevin Glenn pass to Maurice Price for 9 yards to the BC20. Tackled by Solomon Elimimian.,16,21
04:37,2,Rush,-4,Jon Cornish rush for a loss of 4 yards to the BC24. Tackled by Korey Banks.,16,21
03:40,3,Missed Field Goal,32,Rene Paredes 32 yard field goal attempt is GOOD.,19,21
03:40,0,Kickoff,11,Rene Paredes kicks off to the BC18. Tim Brown return for 11 yards to BC29. Tackled by Deron Mayo.,19,21
03:33,1,Pass,20,Travis Lulay pass to Courtney Taylor for 20 yards to the BC49. Tackled by Derrius Brooks.,19,21
03:10,1,Incomplete Pass,0,Travis Lulay incomplete pass intended for Courtney Taylor.,19,21
02:46,2,Pass,6,Travis Lulay pass to Marco Iannuzzi for 6 yards to the BC55. Tackled by Juwan Simpson.,19,21
02:18,3,Punt,11,Paul McCallum punts for 41 yards to Cgy14. Larry Taylor return for 11 yards to Cgy25. Tackled by Tim Cronk.,19,21
01:58,1,Incomplete Pass,0,Kevin Glenn incomplete pass intended for Marquay McDaniel.,19,21
01:34,2,Pass,4,Kevin Glenn pass to Jon Cornish for 4 yards to the Cgy29. Tackled by Solomon Elimimian.,19,21
01:02,3,Punt,11,Rob Maver punts for 53 yards to BC28. Tim Brown return for 11 yards to BC39. Tackled by Rob Cote.,19,21
00:30,1,Pass,13,Travis Lulay pass to Emmanuel Arceneaux for 13 yards to the BC52. Tackled by Chris Randle.,19,21
00:02,1,Rush,-2,Emmanuel Arceneaux rush for a loss of 2 yards to the BC50. Tackled by Keon Raymond.,19,21
15:00,2,Offside,5,Penalty: Offside on Calgary (Charleston Hughes) 5 yards.,19,21
14:40,2,Pass,37,Travis Lulay pass to Emmanuel Arceneaux for 37 yards to the Cgy18. Tackled by Derrius Brooks.,19,21
14:06,1,Rush,2,Andrew Harris rush for 2 yards to the Cgy16. Tackled by Keon Raymond.,19,21
13:09,2,Incomplete Pass,0,Travis Lulay incomplete pass intended for Emmanuel Arceneaux.,19,21
12:26,3,Missed Field Goal,24,Paul McCallum 24 yard field goal attempt is GOOD.,19,24
12:26,0,Unnecessary Roughness,27,Paul McCallum kicks off to the Cgy19. Larry Taylor return for 12 yards to Cgy31. Tackled by Seydou Junior Haidara. Penalty: Unnecessary Roughness on BC (Seydou Junior Haidara) 15 yards.,19,24
12:21,1,Rush,8,Jon Cornish rush for 8 yards to the Cgy54. Tackled by Eric Taylor.,19,24
11:45,2,Rush,19,Jon Cornish rush for 19 yards to the BC37. Tackled by J.R. LaRose.,19,24
11:01,1,Rush,-12,Jon Cornish rush for a loss of 12 yards to the BC49. Tackled by Adam Bighill.,19,24
10:34,2,Incomplete Pass,0,Kevin Glenn incomplete pass intended for Jabari Arthur.,19,24
10:15,3,Punt,0,Rob Maver punts for 37 yards to BC12. No return.,19,24
09:56,1,Rush,5,Andrew Harris rush for 5 yards to the BC17. Tackled by Juwan Simpson.,19,24
09:17,2,Incomplete Pass,0,Travis Lulay incomplete pass intended for Emmanuel Arceneaux.,19,24
08:56,3,Illegal Block,58,Paul McCallum punts for 48 yards to Cgy45. Penalty: Illegal Block on Calgary (Jonathan Hefney) 10 yards.,19,24
08:33,1,Pass,3,Kevin Glenn pass to Maurice Price for 3 yards to the Cgy38. Tackled by Cord Parks.,19,24
07:54,2,Pass,10,Kevin Glenn pass to Jabari Arthur for 10 yards to the Cgy48. Tackled by Adam Bighill.,19,24
07:13,1,Rush,4,Jon Cornish rush for 4 yards to the Cgy52. Tackled by Solomon Elimimian.,19,24
06:33,2,Incomplete Pass,0,Kevin Glenn incomplete pass intended for Maurice Price.,19,24
06:12,3,Pass,22,Rob Maver pass to Rob Cote for 22 yards to the BC36. Tackled by Tim Brown.,19,24
05:18,1,Pass,13,Kevin Glenn pass to Marquay McDaniel for 13 yards to the BC23. Tackled by Josh Bell.,19,24
04:58,1,Incomplete Pass,0,Kevin Glenn incomplete pass intended for Rob Cote.,19,24
04:33,2,Incomplete Pass,0,Kevin Glenn incomplete pass intended for Maurice Price.,19,24
03:55,3,Missed Field Goal,30,Rene Paredes 30 yard field goal attempt is GOOD.,22,24
03:55,1,Pass,28,Travis Lulay pass to Courtney Taylor for 28 yards to the Cgy47. Tackled by Keon Raymond.,22,24
03:11,1,Rush,10,Travis Lulay rush for 10 yards to the Cgy37. Tackled by Jamar Wall.,22,24
02:47,1,Interception,0,Travis Lulay pass intended for Courtney Taylor INTERCEPTED by Jamar Wall. No return. Tackled by Courtney Taylor.,22,24
02:21,1,Incomplete Pass,0,Kevin Glenn incomplete pass intended for Tim Hawthorne.,22,24
02:16,2,Incomplete Pass,0,Kevin Glenn incomplete pass intended for Jon Cornish.,22,24
02:10,3,Safety,-1,Safety,22,26
02:10,1,Rush,7,Andrew Harris rush for 7 yards to the BC42. Tackled by Chris Randle.,22,26
02:04,2,Rush,4,Andrew Harris rush for 4 yards to the BC46. Tackled by Deron Mayo.,22,26
01:58,1,Rush,2,Travis Lulay rush for 2 yards to the BC48. Tackled by Keon Raymond.,22,26
01:43,2,Rush,5,Andrew Harris rush for 5 yards to the BC53. Tackled by Jamar Wall.,22,26
01:37,3,Unnecessary Roughness,28,Paul McCallum punts for 48 yards to Cgy9. Larry Taylor return for 13 yards to Cgy22. Tackled by Lin-J Shell. Penalty: Unnecessary Roughness on BC (J.R. LaRose) 15 yards.,22,26
01:11,1,Pass,15,Kevin Glenn pass to Jabari Arthur for 15 yards to the Cgy52. Tackled by Dante Marsh.,22,26
01:06,1,Pass,6,Kevin Glenn pass to Maurice Price for 6 yards to the BC52. Tackled by Solomon Elimimian.,22,26
01:01,2,Rush,7,Jon Cornish rush for 7 yards to the BC45. Tackled by Adam Bighill.,22,26
00:50,1,Pass,5,Kevin Glenn pass to Jabari Arthur for 5 yards to the BC40. Tackled by Lin-J Shell.,22,26
00:33,2,Pass,5,Kevin Glenn pass to Jabari Arthur for 5 yards to the BC35. Tackled by Adam Bighill.,22,26
00:18,3,Incomplete Pass,0,Kevin Glenn incomplete pass intended for Jabari Arthur.,22,26
