Time,Down,Type,Yards,Details,Edmonton,BC
00:15,1,Rush,4,Andrew Harris rush for 4 yards to the BC54. Tackled by Ted Laurent.,3,0
15:00,2,Offside,5,Penalty: Offside on Edmonton (Don Oramasionwu) 5 yards.,3,0
14:35,2,Rush,22,Andrew Harris rush for 22 yards to the Edm29. Tackled by Donovan Alexander.,3,0
13:58,1,Incomplete Pass,0,Travis Lulay incomplete pass intended for Rolly Lumbala.,3,0
13:37,2,Incomplete Pass,0,Travis Lulay incomplete pass intended for Nick Moore.,3,0
12:56,3,Missed Field Goal,37,37 yard field goal attempt is GOOD.,3,3
12:56,1,Incomplete Pass,0,Mike Reilly incomplete pass intended for  .,3,3
12:34,2,Sack,-5,Sack at Edm30 for a loss of 5 yards by Khreem Smith.,3,3
12:00,3,Punt,3,Grant Shaw punts for 46 yards to BC34.   return for 3 yards to BC37. Tackled by  .,3,3
11:36,1,Pass,13,Travis Lulay pass to Nick Moore for 13 yards to the BC50. Tackled by Marcell Young.,3,3
11:13,1,Rush,1,Emmanuel Arceneaux rush for 1 yard to the BC51. Tackled by Damaso Munoz.,3,3
10:47,2,Pass,34,Travis Lulay pass to Courtney Taylor for 34 yards to the Edm25. Tackled by T.J. Hill.,3,3
09:55,1,Incomplete Pass,0,Travis Lulay incomplete pass intended for Emmanuel Arceneaux.,3,3
09:28,0,Roughing Passer,12,Penalty: Roughing Passer on Edmonton (Odell Willis) 12 yards.,3,3
08:39,1,Rush,13,Andrew Harris rush for 13 yards for a TOUCHDOWN.,3,9
08:22,0,Made Extra Point,0,extra point is good.,3,10
08:22,0,Kickoff,20,Hugh O'Neill kicks off to the Edm19. Hugh Charles return for 20 yards to Edm39. Tackled by Jason Arakgi.,3,10
08:15,1,Rush,3,Hugh Charles rush for 3 yards to the Edm42. Tackled by Jabar Westerman.,3,10
07:35,2,Pass,10,Mike Reilly pass to Cary Koch for 10 yards to the Edm52. Tackled by Dante Marsh.,3,10
07:15,1,Rush,18,Hugh Charles rush for 18 yards to the BC40. Tackled by J.R. LaRose.,3,10
06:50,1,Rush,6,Hugh Charles rush for 6 yards to the BC34. Tackled by Jabar Westerman.,3,10
06:08,2,Pass,7,Mike Reilly pass to Marcus Henry for 7 yards to the BC27. Tackled by Josh Bell.,3,10
05:27,1,Pass,15,Cary Koch pass to Mike Reilly for 15 yards to the BC12. Tackled by Anton McKenzie.,3,10
04:31,1,Rush,9,John White rush for 9 yards to the BC3. Tackled by J.R. LaRose.,3,10
03:29,2,Rush,3,Kerry Joseph rush for 3 yards for a TOUCHDOWN.,9,10
03:12,0,Made Extra Point,0,Grant Shaw extra point is good.,10,10
03:12,0,Kickoff,9,Grant Shaw kicks off to the BC19. Stuart Foord return for 9 yards to BC28. Tackled by  .,10,10
03:05,1,Pass,11,Travis Lulay pass to Seydou Junior Haidara for 11 yards to the BC39. Tackled by J.C. Sherritt.,10,10
02:39,1,Pass,18,Travis Lulay pass to Nick Moore for 18 yards to the Edm53. Tackled by Donovan Alexander.,10,10
02:18,1,Pass,8,Travis Lulay pass to Emmanuel Arceneaux for 8 yards to the Edm45. Tackled by Marcell Young.,10,10
01:32,2,Incomplete Pass,0,Travis Lulay incomplete pass intended for Nick Moore.,10,10
01:29,3,Punt,5,punts for 34 yards to Edm11. Joe Burnett return for 5 yards to Edm16. Tackled by Jason Arakgi.,10,10
01:21,1,Rush,6,Hugh Charles rush for 6 yards to the Edm22. Tackled by Keron Williams.,10,10
01:10,2,Rush,3,Hugh Charles rush for 3 yards to the Edm25. Tackled by Keron Williams.,10,10
00:49,3,Holding,65,Grant Shaw punts for 55 yards to BC30. Penalty: Holding on BC (J.R. LaRose) 10 yards.,10,10
00:38,1,Rush,4,Andrew Harris rush for 4 yards to the BC24. Tackled by Chris Thompson.,10,10
00:29,2,Rush,10,Travis Lulay rush for 10 yards to the BC34. Tackled by Damaso Munoz.,10,10
15:00,0,Kickoff,10,Hugh O'Neill kicks off to the Edm16. Hugh Charles return for 10 yards to Edm26. Tackled by Rolly Lumbala.,10,10
14:54,1,Pass,2,Mike Reilly pass to Calvin McCarty for 2 yards to the Edm28. Tackled by Dante Marsh.,10,10
14:31,2,Sack,-1,Sack at Edm27 for a loss of 1 yard by Eric Taylor.,10,10
13:59,0,Running into Kicker,10,Penalty: Running into Kicker on BC (Matt McGarva) 10 yards.,10,10
13:38,1,Rush,3,Hugh Charles rush for 3 yards to the Edm40. Tackled by Solomon Elimimian.,10,10
12:57,2,Pass,4,Mike Reilly pass to Nate Coehoorn for 4 yards to the Edm44. Tackled by Cord Parks.,10,10
12:22,3,No Yards,33,Grant Shaw punts for 38 yards to BC28. Penalty: No Yards on Edmonton -5 yards.,10,10
11:28,1,Pass,77,Travis Lulay pass to Emmanuel Arceneaux for 77 yards for a TOUCHDOWN.,10,16
11:10,0,Made Extra Point,0,extra point is good.,10,17
11:10,0,Kickoff,18,Hugh O'Neill kicks off to the Edm13. Joe Burnett return for 18 yards to Edm31. Tackled by Rolly Lumbala.,10,17
11:03,1,Sack,-10,Sack at Edm21 for a loss of 10 yards by Khreem Smith.,10,17
10:08,2,Rush,4,John White rush for 4 yards to the Edm25. Tackled by Lin-J Shell.,10,17
09:37,3,Punt,1,Grant Shaw punts for 35 yards to BC50.   return for 1 yard to BC51. Tackled by Eric Samuels.,10,17
09:14,1,Rush,-1,Andrew Harris rush for a loss of 1 yard to the BC50. Tackled by Damaso Munoz.,10,17
08:42,2,Pass,22,Travis Lulay pass to Marco Iannuzzi for 22 yards to the Edm38. Tackled by Chris Thompson.,10,17
07:58,1,Pass,6,Travis Lulay pass to Courtney Taylor for 6 yards to the Edm32. Tackled by Joe Burnett.,10,17
07:16,2,Pass,7,Travis Lulay pass to Emmanuel Arceneaux for 7 yards to the Edm25. Tackled by Chris Thompson.,10,17
06:34,1,Pass,24,Travis Lulay pass to Andrew Harris for 24 yards to the Edm1. Tackled by Aaron Grymes.,10,17
05:11,1,Rush,1,Andrew Harris rush for 1 yard for a TOUCHDOWN.,10,23
04:59,0,Made Extra Point,0,extra point is good.,10,24
04:59,0,Kickoff,9,Hugh O'Neill kicks off to the Edm21. Hugh Charles return for 9 yards to Edm30. Tackled by Lin-J Shell.,10,24
04:51,1,Rush,3,Calvin McCarty rush for 3 yards to the Edm33. Tackled by Anton McKenzie.,10,24
04:19,2,Pass,7,Mike Reilly pass to Hugh Charles for 7 yards to the Edm40. Tackled by Ryan Phillips.,10,24
03:43,3,Rush,5,Kerry Joseph rush for 5 yards to the Edm45. Tackled by Dante Marsh.,10,24
03:10,1,Rush,5,Hugh Charles rush for 5 yards to the Edm50. Tackled by Brandon Jordan.,10,24
02:35,0,Holding,-10,Penalty: Holding on Edmonton (Cliff Louis) -10 yards.,10,24
02:09,2,Pass,42,Mike Reilly pass to Nate Coehoorn for 42 yards to the BC28. Tackled by Dante Marsh.,10,24
01:32,1,Incomplete Pass,0,Mike Reilly incomplete pass intended for  .,10,24
01:15,2,Pass,13,Mike Reilly pass to   for 13 yards to the BC15. Tackled by J.R. LaRose.,10,24
00:30,1,Pass,10,Mike Reilly pass to Hugh Charles for 10 yards to the BC5. Tackled by Cord Parks.,10,24
00:01,2,Rush,-3,Hugh Charles rush for a loss of 3 yards to the BC8. Tackled by Anton McKenzie.,10,24
14:45,3,Missed Field Goal,15,Grant Shaw 15 yard field goal attempt is GOOD.,13,24
14:45,0,Kickoff,21,Grant Shaw kicks off to the BC13.   return for 21 yards to BC34. Tackled by Joash Gesse.,13,24
14:39,1,Pass,6,Travis Lulay pass to Emmanuel Arceneaux for 6 yards to the BC40. Tackled by T.J. Hill.,13,24
13:54,2,Pass,5,Travis Lulay pass to Courtney Taylor for 5 yards to the BC45. Tackled by T.J. Hill.,13,24
13:13,1,Rush,-2,Emmanuel Arceneaux rush for a loss of 2 yards to the BC43. Tackled by Damaso Munoz.,13,24
12:26,2,Rush,10,Travis Lulay rush for 10 yards to the BC53. Tackled by Donovan Alexander.,13,24
11:43,3,Punt,19,punts for 42 yards to Edm15. Cary Koch return for 19 yards to Edm34. Tackled by Lin-J Shell.,13,24
11:21,1,Incomplete Pass,0,Mike Reilly incomplete pass intended for  .,13,24
11:09,2,Objectionable Conduct,10,Mike Reilly incomplete pass intended for Marcus Henry. Penalty: Objectionable Conduct on BC (Cord Parks) 10 yards.,13,24
10:43,1,Rush,11,Mike Reilly rush for 11 yards to the Edm55. Tackled by Dante Marsh.,13,24
10:16,1,Incomplete Pass,0,Mike Reilly incomplete pass intended for Cary Koch.,13,24
09:52,2,Pass,15,Mike Reilly pass to Nate Coehoorn for 15 yards to the BC40. Tackled by Korey Banks.,13,24
09:26,1,Rush,4,Hugh Charles rush for 4 yards to the Edm44. Tackled by Khreem Smith.,13,24
08:50,2,Incomplete Pass,0,Mike Reilly incomplete pass intended for Nate Coehoorn.,13,24
08:09,3,Field Goal Single,51,51 yard field goal attempt by Grant Shaw is NO GOOD (Single).,14,24
08:09,1,Rush,8,Andrew Harris rush for 8 yards to the BC44. Tackled by J.C. Sherritt.,14,24
07:32,2,Rush,4,Andrew Harris rush for 4 yards to the BC48. Tackled by Almondo Sewell.,14,24
06:42,1,Rush,1,Rolly Lumbala rush for 1 yard to the BC49. Tackled by Don Oramasionwu.,14,24
05:59,2,Rush,5,Travis Lulay rush for 5 yards to the BC54. Tackled by T.J. Hill.,14,24
05:24,3,Punt,-3,punts for 45 yards to Edm11. Cary Koch return for a loss of 3 yards to Edm8. Tackled by Solomon Elimimian.,14,24
05:02,1,Rush,1,Mike Reilly rush for 1 yard to the Edm9. Tackled by Eric Taylor.,14,24
04:30,2,Interception,2,Mike Reilly pass intended for Marcus Henry INTERCEPTED by Jabar Westerman and returned for 2 yards. Tackled by Thaddeus Coleman.,14,24
04:03,1,Rush,7,Andrew Harris rush for 7 yards to the Edm7. Tackled by Almondo Sewell.,14,24
03:20,2,Rush,3,Andrew Harris rush for 3 yards to the Edm4. Tackled by Almondo Sewell.,14,24
02:49,3,Rush,1,Thomas DeMarco rush for 1 yard to the Edm3. Tackled by Justin Capicciotti.,14,24
02:42,1,Rush,-1,Rolly Lumbala rush for a loss of 1 yard to the Edm4. Tackled by Damaso Munoz.,14,24
02:00,2,Rush,4,Andrew Harris rush for 4 yards for a TOUCHDOWN.,14,30
02:00,0,Made Extra Point,0,extra point is good.,14,31
02:00,0,Kickoff,19,Hugh O'Neill kicks off to the Edm15. Hugh Charles return for 19 yards to Edm34. Tackled by Ryan Phillips.,14,31
01:53,1,Pass,12,Jonathan Crompton pass to Marcus Henry for 12 yards to the Edm46. Tackled by Ryan Phillips.,14,31
01:47,1,Pass,37,Jonathan Crompton pass to   for 37 yards to the BC27. Tackled by Dante Marsh.,14,31
01:32,1,Pass,15,Jonathan Crompton pass to Cary Koch for 15 yards to the BC12. Tackled by Dante Marsh.,14,31
01:26,1,Incomplete Pass,0,Jonathan Crompton incomplete pass intended for  .,14,31
01:09,2,Pass,12,Jonathan Crompton pass to   for 12 yards for a TOUCHDOWN.,20,31
01:09,0,Made Extra Point,0,Grant Shaw extra point is good.,21,31
01:09,0,Kickoff,0,Grant Shaw kicks off to the Edm53. Paris Jackson - no return. Tackled by Rennie Curran.,21,31
01:06,1,Rush,15,Andrew Harris rush for 15 yards to the Edm33. Tackled by J.C. Sherritt.,21,31
00:58,1,Rush,10,Andrew Harris rush for 10 yards to the Edm23. Tackled by Damaso Munoz.,21,31
