Time,Down,Type,Yards,Details,Saskatchewan,Edmonton
03:50,1,Rush,14,Kory Sheets rush for 14 yards to the Edm20. Tackled by Mike Miller.,7,0
03:10,1,Pass,5,Darian Durant pass to Greg Carr for 5 yards to the Edm15. Tackled by Damaso Munoz.,7,0
02:33,2,Offside,5,Penalty: Offside on Edmonton (Almondo Sewell) 5 yards.,7,0
02:05,0,Fumble,-3,"FUMBLE, recovered by Ssk (Darian Durant). . Tackled by Almondo Sewell",7,0
01:05,2,Pass,13,Darian Durant pass to Taj Smith for 13 yards for a TOUCHDOWN.,13,0
00:49,0,Made Extra Point,0,Chris Milo extra point is good.,14,0
00:49,0,Kickoff,11,Ricky Schmitt kicks off to the Edm4. John White return for 11 yards to Edm15. Tackled by Diamond Ferri.,14,0
00:41,1,Rush,3,Hugh Charles rush for 3 yards to the Edm18. Tackled by John Chick.,14,0
00:15,2,Pass,5,Mike Reilly pass to Hugh Charles for 5 yards to the Edm23. Tackled by Renauld Williams.,14,0
15:00,3,Punt,12,Grant Shaw punts for 46 yards to Ssk41. Jock Sanders return for 12 yards to Ssk53. Tackled by Ryan King.,14,0
14:41,1,Incomplete Pass,0,Darian Durant incomplete pass intended for Weston Dressler.,14,0
14:16,2,Incomplete Pass,0,Darian Durant incomplete pass intended for Weston Dressler.,14,0
13:52,3,Holding,51,Ricky Schmitt punts for 46 yards to Edm11. Penalty: Holding on Edmonton (Nathan Kanya) 5 yards.,14,0
13:38,1,Rush,13,Mike Reilly rush for 13 yards to the Edm19. Tackled by Macho Harris.,14,0
12:56,1,Incomplete Pass,0,Mike Reilly incomplete pass intended for Isaiah Sweeney.,14,0
12:45,2,Pass,5,Mike Reilly pass to Nate Coehoorn for 5 yards to the Edm24. Tackled by Terrell Maze.,14,0
12:12,3,Punt,10,Grant Shaw punts for 51 yards to Ssk35. Jock Sanders return for 10 yards to Ssk45. Tackled by Eric Samuels.,14,0
11:49,1,Rush,14,Kory Sheets rush for 14 yards to the Edm51. Tackled by Brandon Lang.,14,0
11:20,1,Pass,7,Darian Durant pass to Taj Smith for 7 yards to the Edm44. Tackled by Aaron Grymes.,14,0
10:56,2,Incomplete Pass,0,Darian Durant incomplete pass intended for Chris Getzlaf.,14,0
10:17,3,Punt Single,0,Ricky Schmitt punts for 56 yards to Edm0. No return (Single).,15,0
10:17,1,Pass,46,Mike Reilly pass to Fred Stamps for 46 yards to the Ssk29. Tackled by Dwight Anderson.,15,0
09:40,1,Incomplete Pass,0,Mike Reilly incomplete pass intended for Nate Coehoorn.,15,0
09:23,2,Rush,12,Mike Reilly rush for 12 yards to the Ssk17. Tackled by Weldon Brown.,15,0
08:35,1,Incomplete Pass,0,Mike Reilly incomplete pass intended for Cary Koch.,15,0
08:16,2,Incomplete Pass,0,Mike Reilly incomplete pass intended for Cary Koch.,15,0
07:41,3,Field Goal Single,37,37 yard field goal attempt by Grant Shaw is NO GOOD (Single).,15,1
07:41,1,Pass,3,Darian Durant pass to Kory Sheets for 3 yards to the Ssk38. Tackled by Tyron Brackenridge.,15,1
07:10,2,Incomplete Pass,0,Darian Durant incomplete pass intended for Chris Getzlaf.,15,1
06:50,3,Punt,5,Ricky Schmitt punts for 52 yards to Edm20. Joe Burnett return for 5 yards to Edm25. Tackled by Cory Huclack.,15,1
06:19,1,Rush,10,John White rush for 10 yards to the Edm35. Tackled by Tyron Brackenridge.,15,1
05:45,1,Pass,15,Mike Reilly pass to Nate Coehoorn for 15 yards to the Edm50. Tackled by Renauld Williams.,15,1
05:28,1,Rush,9,John White rush for 9 yards to the Ssk51. Tackled by Tyron Brackenridge.,15,1
05:09,2,Rush,5,John White rush for 5 yards to the Ssk46. Tackled by Ricky Foley.,15,1
04:23,1,Rush,-2,John White rush for a loss of 2 yards to the Ssk48. Tackled by Craig Butler.,15,1
03:47,2,Incomplete Pass,0,Mike Reilly incomplete pass intended for Fred Stamps.,15,1
03:29,3,Punt,2,Grant Shaw punts for 36 yards to Ssk12. Jock Sanders return for 2 yards to Ssk14. Tackled by Kyle Norris.,15,1
03:11,1,Rush,8,Kory Sheets rush for 8 yards to the Ssk22. Tackled by Ted Laurent.,15,1
02:47,2,Rush,0,Kory Sheets rush for no gain to the Ssk22. Tackled by Ted Laurent.,15,1
02:23,3,Illegal Block,63,Ricky Schmitt punts for 53 yards to Edm35. Penalty: Illegal Block on Edmonton (Mike Cornell) 10 yards.,15,1
01:57,1,Pass,12,Mike Reilly pass to Isaiah Sweeney for 12 yards to the Edm37.,15,1
01:52,1,Sack,-3,Sack at Edm34 for a loss of 3 yards by Keith Shologan.,15,1
01:42,2,Illegal Procedure,-5,Penalty: Illegal Procedure on Edmonton (Matthew O'Donnell) -5 yards.,15,1
01:27,2,Incomplete Pass,0,Mike Reilly incomplete pass intended for Hugh Charles defensed by Renauld Williams.,15,1
01:23,3,Punt,15,Grant Shaw punts for 51 yards to Ssk30. Jock Sanders return for 15 yards to Ssk45. Tackled by J.C. Sherritt.,15,1
01:12,1,Pass,12,Darian Durant pass to Rob Bagg for 12 yards to the Edm53. Tackled by Joe Burnett.,15,1
01:00,1,Incomplete Pass,0,Darian Durant incomplete pass intended for Kory Sheets.,15,1
00:53,2,Pass,1,Darian Durant pass to Taj Smith for 1 yard to the Edm52. Tackled by Marcell Young.,15,1
00:46,3,Punt,2,Ricky Schmitt punts for 46 yards to Edm6. Joe Burnett return for 2 yards to Edm8. Tackled by Diamond Ferri.,15,1
00:19,1,Rush,4,Hugh Charles rush for 4 yards to the Edm12. Tackled by Jermaine McElveen.,15,1
00:00,2,Interception,19,Mike Reilly pass INTERCEPTED by Renauld Williams and returned for 19 yards for a TOUCHDOWN.,21,1
00:00,0,Made Extra Point,0,Chris Milo extra point is good.,22,1
15:00,0,Unnecessary Roughness,4,Ricky Schmitt kicks off to the Edm0. Cary Koch return for 14 yards to Edm0. Tackled by Paul Woldu. Penalty: Unnecessary Roughness on Edmonton (Almondo Sewell) -10 yards.,22,1
14:53,1,Pass,7,Mike Reilly pass to Fred Stamps for 7 yards to the Edm17. Tackled by Macho Harris.,22,1
14:20,2,Incomplete Pass,0,Mike Reilly incomplete pass intended for Shamawd Chambers.,22,1
13:59,3,Illegal Procedure,-5,Penalty: Illegal Procedure on Edmonton (Elie Ngoyi) -5 yards.,22,1
13:42,3,Punt,6,Grant Shaw punts for 47 yards to Ssk51. Jock Sanders return for 6 yards to Edm53. Tackled by Kyle Norris.,22,1
13:32,1,Rush,5,Kory Sheets rush for 5 yards to the Edm48. Tackled by Damaso Munoz.,22,1
13:01,2,Pass,38,Darian Durant pass to Weston Dressler for 38 yards to the Edm10. Tackled by T.J. Hill.,22,1
12:16,1,Pass,7,Darian Durant pass to Scott McHenry for 7 yards to the Edm3. Tackled by Mike Miller.,22,1
11:08,2,Pass,3,Darian Durant pass to Chris Getzlaf for 3 yards for a TOUCHDOWN.,28,1
10:56,0,Made Extra Point,0,Chris Milo extra point is good.,29,1
10:56,0,Fumble,14,"Ricky Schmitt kicks off to the Edm16. John White return for 14 yards to Edm30., recovered by Ssk (Samuel Hurl). FUMBLE",29,1
10:35,1,Rush,26,Kory Sheets rush for 26 yards to the Edm4. Tackled by Mike Miller.,29,1
10:03,1,Pass,4,Darian Durant pass to Scott McHenry for 4 yards for a TOUCHDOWN.,35,1
09:48,0,Made Extra Point,25,Chris Milo extra point is good. Joe Burnett return for 25 yards to Edm30.,36,1
09:42,0,Kickoff,25,Ricky Schmitt kicks off to the Edm7. Joe Burnett return for 25 yards to Edm32. Tackled by Daryl Stephenson.,36,1
09:03,1,Rush,4,Mike Reilly rush for 4 yards to the Edm36. Tackled by Tyron Brackenridge.,36,1
08:43,2,Pass,41,Mike Reilly pass to Fred Stamps for 41 yards to the Ssk33. Tackled by Tyron Brackenridge.,36,1
08:26,1,Incomplete Pass,0,Mike Reilly incomplete pass intended for Cary Koch.,36,1
08:00,2,Incomplete Pass,0,Mike Reilly incomplete pass intended for Shamawd Chambers.,36,1
07:49,3,Missed Field Goal,40,Grant Shaw 40 yard field goal attempt is GOOD.,36,4
07:49,0,Kickoff,21,Grant Shaw kicks off to the Ssk0. Jock Sanders return for 21 yards to Ssk21. Tackled by Marcell Young.,36,4
07:43,1,Rush,3,Kory Sheets rush for 3 yards to the Ssk24. Tackled by Almondo Sewell.,36,4
07:10,2,Pass,3,Darian Durant pass to Taj Smith for 3 yards to the Ssk27. Tackled by Odell Willis.,36,4
06:31,3,Punt,4,Ricky Schmitt punts for 48 yards to Edm35. Joe Burnett return for 4 yards to Edm39. Tackled by Samuel Hurl.,36,4
06:10,1,Rush,11,Hugh Charles rush for 11 yards to the Edm50. Tackled by Macho Harris.,36,4
05:47,0,Objectionable Conduct,10,Penalty: Holding on Edmonton (Thaddeus Coleman) -10 yards. Penalty: Objectionable Conduct on Saskatchewan (Dwight Anderson) 10 yards. Penalty: Objectionable Conduct on Saskatchewan (Dwight Anderson) 10 yards.,36,4
05:25,1,Pass,11,Mike Reilly pass to Isaiah Sweeney for 11 yards to the Ssk39. Tackled by Diamond Ferri.,36,4
05:20,1,Sack,-4,Sack at Ssk43 for a loss of 4 yards by Jermaine McElveen.,36,4
04:36,2,Incomplete Pass,0,Mike Reilly incomplete pass intended for Fred Stamps defensed by Diamond Ferri.,36,4
04:15,3,No Yards,36,Grant Shaw punts for 41 yards to Ssk2. Penalty: No Yards on Edmonton (Joash Gesse) -5 yards.,36,4
04:01,1,Rush,3,Jock Sanders rush for 3 yards to the Ssk10. Tackled by Marcus Howard.,36,4
03:20,2,Incomplete Pass,0,Darian Durant incomplete pass intended for Chris Getzlaf defensed by T.J. Hill.,36,4
03:02,3,Time Count,-5,Penalty: Time Count on Saskatchewan (Ricky Schmitt) -5 yards.,36,4
02:36,3,Safety,-5,Safety,36,6
02:36,0,Kickoff,19,Ricky Schmitt kicks off to the Edm29. Joe Burnett return for 19 yards to Edm48. Tackled by Renauld Williams.,36,6
02:31,1,Interception,37,Mike Reilly pass INTERCEPTED by Diamond Ferri and returned for 37 yards. Tackled by Matthew O'Donnell.,36,6
01:56,1,Rush,8,Kory Sheets rush for 8 yards to the Edm45. Tackled by J.C. Sherritt.,36,6
01:14,2,Rush,8,Kory Sheets rush for 8 yards to the Edm37. Tackled by Damaso Munoz.,36,6
00:47,1,Incomplete Pass,0,Darian Durant incomplete pass intended for Taj Smith.,36,6
00:13,2,Pass,19,Drew Willy pass to Weston Dressler for 19 yards to the Edm18. Tackled by Chris Thompson.,36,6
15:00,1,Rush,-4,Kory Sheets rush for a loss of 4 yards to the Edm22. Tackled by Almondo Sewell.,36,6
14:25,2,Offside,5,Penalty: Offside on Edmonton (Brandon Lang) 5 yards.,36,6
14:06,2,Incomplete Pass,0,Drew Willy incomplete pass intended for Taj Smith.,36,6
13:28,3,Missed Field Goal,24,Chris Milo 24 yard field goal attempt is GOOD.,39,6
13:28,1,Sack,-8,Sack at Edm27 for a loss of 8 yards by Keith Shologan.,39,6
12:56,2,Pass,13,Mike Reilly pass to Nate Coehoorn for 13 yards to the Edm40. Tackled by Paul Woldu.,39,6
12:32,3,Fumble,-2,"Grant Shaw punts for 41 yards to Ssk29. Jock Sanders return for a loss of 2 yards to Ssk27. FUMBLE, recovered by Ssk (Scott McHenry).",39,6
11:56,1,Rush,0,Jock Sanders rush for no gain to the Ssk27. Tackled by Chris Thompson.,39,6
11:35,2,Pass,19,Drew Willy pass to Taj Smith for 19 yards to the Ssk46. Tackled by Chris Rwabukamba.,39,6
10:43,1,Rush,-1,Jock Sanders rush for a loss of 1 yard to the Ssk45. Tackled by J.C. Sherritt.,39,6
10:09,2,Sack,-12,Sack at Ssk33 for a loss of 12 yards by J.C. Sherritt.,39,6
09:32,3,Punt,14,Ricky Schmitt punts for 47 yards to Edm30. Joe Burnett return for 14 yards to Edm44. Tackled by Paul Woldu.,39,6
09:00,1,Incomplete Pass,0,Mike Reilly incomplete pass intended for Fred Stamps.,39,6
08:48,2,Pass,35,Mike Reilly pass to Cary Koch for 35 yards to the Ssk31. Tackled by Dwight Anderson.,39,6
08:20,1,Pass,6,Mike Reilly pass to Fred Stamps for 6 yards to the Ssk25. Tackled by Dwight Anderson.,39,6
07:55,2,Pass,6,Mike Reilly pass to Fred Stamps for 6 yards to the Ssk19. Tackled by Dwight Anderson.,39,6
07:21,1,Incomplete Pass,0,Mike Reilly incomplete pass intended for Fred Stamps.,39,6
06:36,2,Pass,19,Mike Reilly pass to Fred Stamps for 19 yards for a TOUCHDOWN.,39,12
06:36,0,Objectionable Conduct,32,Mike Reilly pass INTERCEPTED by Weldon Brown and returned for 42 yards. Tackled by Mike Reilly. Penalty: Objectionable Conduct on Saskatchewan (Weldon Brown) -10 yards.,39,12
06:07,0,Kickoff,23,Grant Shaw kicks off to the Ssk42. Onside kick recovered by kicking team by Chris Rwabukamba. Tackled by Daryl Stephenson.,39,12
05:50,1,Pass,6,Mike Reilly pass to Nate Coehoorn for 6 yards to the Ssk28. Tackled by Paul Woldu.,39,12
05:30,2,Pass,11,Mike Reilly pass to Isaiah Sweeney for 11 yards to the Ssk17. Tackled by Craig Butler.,39,12
05:03,1,Incomplete Pass,0,Mike Reilly incomplete pass intended for Shamawd Chambers.,39,12
04:42,2,Incomplete Pass,0,Mike Reilly incomplete pass intended for Cary Koch.,39,12
04:20,3,Incomplete Pass,0,Mike Reilly incomplete pass intended for Shamawd Chambers.,39,12
03:59,1,Rush,4,Jock Sanders rush for 4 yards to the Ssk21. Tackled by J.C. Sherritt.,39,12
03:21,2,Rush,3,Jock Sanders rush for 3 yards to the Ssk24. Tackled by J.C. Sherritt.,39,12
02:52,3,Punt,6,Ricky Schmitt punts for 50 yards to Edm36. Joe Burnett return for 6 yards to Edm42. Tackled by Cory Huclack.,39,12
02:24,1,Pass,12,Jonathan Crompton pass to Cary Koch for 12 yards to the Edm54. Tackled by Craig Butler.,39,12
02:16,1,Pass,5,Jonathan Crompton pass to John White for 5 yards to the Ssk51. Tackled by Craig Butler.,39,12
02:06,2,Pass,6,Jonathan Crompton pass to Nate Coehoorn for 6 yards to the Ssk45.,39,12
01:58,1,Incomplete Pass,0,Jonathan Crompton incomplete pass intended for Nate Coehoorn.,39,12
01:53,2,Incomplete Pass,0,Jonathan Crompton incomplete pass intended for Fred Stamps defensed by Renauld Williams.,39,12
01:49,0,Roughing Passer,15,Penalty: Roughing Passer on Saskatchewan (Ricky Foley) 15 yards.,39,12
01:43,1,Incomplete Pass,0,Jonathan Crompton incomplete pass intended for John White.,39,12
01:38,2,Incomplete Pass,0,Jonathan Crompton incomplete pass intended for Isaiah Sweeney.,39,12
01:31,3,Missed Field Goal,37,Grant Shaw 37 yard field goal attempt is GOOD.,39,15
01:31,1,Rush,1,Jock Sanders rush for 1 yard to the Ssk36. Tackled by Chris Thompson.,39,15
01:25,2,Rush,3,Jock Sanders rush for 3 yards to the Ssk39. Tackled by Brandon Lang.,39,15
01:00,3,Punt,12,Ricky Schmitt punts for 39 yards to Edm32. Joe Burnett return for 12 yards to Edm44. Tackled by Graig Newman.,39,15
00:51,1,Pass,15,Jonathan Crompton pass to Nate Coehoorn for 15 yards to the Ssk51. Tackled by Weldon Brown.,39,15
00:46,1,Rush,3,Jonathan Crompton rush for 3 yards to the Ssk48.,39,15
00:39,2,Incomplete Pass,0,Jonathan Crompton incomplete pass intended for Cary Koch.,39,15
00:34,3,Pass,16,Jonathan Crompton pass to Nate Coehoorn for 16 yards to the Ssk32. Tackled by Paul Woldu.,39,15
00:28,0,Pass,16,"FUMBLE, recovered by Edm (Jonathan Crompton). Jonathan Crompton pass to Matt Carter for 16 yards to the Ssk16. Tackled by Craig Butler.",39,15
00:10,1,Offside,-5,Penalty: Offside on Edmonton (Cary Koch) -5 yards.,39,15
00:05,1,Missed Field Goal,28,Grant Shaw 28 yard field goal attempt is GOOD.,39,18
