Time,Down,Type,Yards,Details,Edmonton,Saskatchewan
06:35,1,Interception,56,Drew Willy pass intended for Weston Dressler INTERCEPTED by Rennie Curran and returned for 56 yards for a TOUCHDOWN.,9,0
06:22,0,Made Extra Point,0,Grant Shaw extra point is good.,10,0
06:22,0,Kickoff,32,Grant Shaw kicks off to the Ssk0. Jock Sanders return for 32 yards to Ssk27. Tackled by Joash Gesse.,10,0
06:14,1,Rush,5,Chris Garrett rush for 5 yards to the Ssk32. Tackled by Rennie Curran.,10,0
05:45,2,Pass,17,Drew Willy pass to Taj Smith for 17 yards to the Ssk49. Tackled by T.J. Hill.,10,0
05:17,1,Pass,9,Drew Willy pass to Rob Bagg for 9 yards to the Edm52. Tackled by Marcell Young.,10,0
04:56,0,Holding,-10,Penalty: Holding on Saskatchewan (James Lee) -10 yards.,10,0
04:38,2,Pass,11,Drew Willy pass to Jock Sanders for 11 yards to the Edm51. Tackled by Rennie Curran.,10,0
04:07,1,Rush,7,Jock Sanders rush for 7 yards to the Edm44. Tackled by T.J. Hill.,10,0
03:46,2,Pass,12,Drew Willy pass to Dan Clark for 12 yards to the Edm32. Tackled by Joe Burnett.,10,0
03:11,1,Rush,16,Jock Sanders rush for 16 yards to the Edm16. Tackled by Aaron Grymes.,10,0
02:37,1,Rush,-3,Jock Sanders rush for a loss of 3 yards to the Edm19. Tackled by Donovan Richard.,10,0
02:06,2,Pass,3,Drew Willy pass to Weston Dressler for 3 yards to the Edm16. Tackled by Eric Samuels.,10,0
01:13,3,Missed Field Goal,23,Chris Milo 23 yard field goal attempt is GOOD.,10,3
01:13,1,Incomplete Pass,0,Mike Reilly incomplete pass intended for Nate Coehoorn.,10,3
00:53,2,Incomplete Pass,0,Mike Reilly incomplete pass intended for Adarius Bowman defensed by Tyron Brackenridge.,10,3
00:31,3,Holding,68,Grant Shaw punts for 61 yards to Ssk14. Penalty: Holding on Saskatchewan (Kevin Regimbald-Gagne) 7 yards.,10,3
00:01,1,Rush,14,Chris Garrett rush for 14 yards to the Ssk21. Tackled by Rennie Curran.,10,3
15:00,1,Rush,2,Chris Garrett rush for 2 yards to the Ssk23. Tackled by Odell Willis.,10,3
14:32,2,Pass,8,Drew Willy pass to Chris Garrett for 8 yards to the Ssk31. Tackled by Damaso Munoz.,10,3
14:04,1,Rush,5,Chris Garrett rush for 5 yards to the Ssk36. Tackled by T.J. Hill.,10,3
13:25,2,Incomplete Pass,0,Drew Willy incomplete pass intended for Weston Dressler.,10,3
12:59,3,Punt,-10,Ricky Schmitt punts for 42 yards to Edm32. Jamal Miles return for a loss of 10 yards to Edm22. Tackled by Paul Woldu.,10,3
12:39,1,Pass,7,Mike Reilly pass to Shamawd Chambers for 7 yards to the Edm29. Tackled by  .,10,3
12:20,2,Rush,4,Mike Reilly rush for 4 yards to the Edm33. Tackled by Weldon Brown.,10,3
11:36,1,Rush,9,Mike Reilly rush for 9 yards to the Edm42.,10,3
10:55,2,Rush,8,Hugh Charles rush for 8 yards to the Edm50. Tackled by Tearrius George.,10,3
10:10,1,Rush,4,Hugh Charles rush for 4 yards to the Edm54. Tackled by  .,10,3
09:33,2,Pass,4,Mike Reilly pass to Carlton Mitchell for 4 yards to the Ssk52. Tackled by Dwight Anderson.,10,3
08:55,3,Punt,3,Grant Shaw punts for 40 yards to Ssk12. Jock Sanders return for 3 yards to Ssk15. Tackled by Ryan King.,10,3
08:12,1,Pass,26,Drew Willy pass to Geroy Simon for 26 yards to the Ssk41. Tackled by Rennie Curran.,10,3
07:51,1,Roughing Passer,24,Drew Willy pass to Chris Garrett for 9 yards to the Ssk50. Tackled by Rennie Curran. Penalty: Roughing Passer on Edmonton (Marcus Howard) 15 yards.,10,3
07:25,1,Rush,8,Chris Garrett rush for 8 yards to the Edm37. Tackled by Joe Burnett.,10,3
07:00,2,Rush,4,Jock Sanders rush for 4 yards to the Edm33. Tackled by Almondo Sewell.,10,3
06:19,1,Pass,14,Drew Willy pass to Taj Smith for 14 yards to the Edm19. Tackled by Damaso Munoz.,10,3
05:43,1,Pass,8,Drew Willy pass to Jock Sanders for 8 yards to the Edm11. Tackled by Damaso Munoz.,10,3
05:12,2,Rush,6,Jock Sanders rush for 6 yards to the Edm5. Tackled by Marcell Young.,10,3
04:05,1,Pass,5,Drew Willy pass to Eron Riley for 5 yards for a TOUCHDOWN.,10,9
03:57,0,Made Extra Point,0,Chris Milo extra point is good.,10,10
03:57,0,Kickoff,69,Ricky Schmitt kicks off to the Edm6. Jamal Miles return for 69 yards to Ssk35. Tackled by Ricky Schmitt.,10,10
03:45,1,Sack,-5,Sack at Ssk40 for a loss of 5 yards by Mike McCullough.,10,10
03:09,2,Rush,7,Mike Reilly rush for 7 yards to the Ssk33. Tackled by Mike McCullough.,10,10
02:30,3,Missed Field Goal,40,Grant Shaw 40 yard field goal attempt is GOOD.,13,10
02:20,1,Incomplete Pass,0,Drew Willy incomplete pass intended for Geroy Simon defensed by Marcell Young.,13,10
02:16,2,Pass,8,Drew Willy pass to Rob Bagg for 8 yards to the Ssk43. Tackled by Eric Samuels.,13,10
02:09,3,Punt,2,Ricky Schmitt punts for 52 yards to Edm15. Joe Burnett return for 2 yards to Edm17. Tackled by Brian Peters.,13,10
01:59,1,Rush,2,John White rush for 2 yards to the Edm19. Tackled by Ricky Foley.,13,10
01:52,2,Pass,5,Mike Reilly pass to Shamawd Chambers for 5 yards to the Edm24. Tackled by Dwight Anderson.,13,10
01:31,3,Punt,2,Grant Shaw punts for 34 yards to Ssk52. Jock Sanders return for 2 yards to Ssk54. Tackled by  .,13,10
01:00,0,Holding,-10,Penalty: Holding on Saskatchewan (Chris Best) -10 yards.,13,10
00:55,1,Pass,6,Drew Willy pass to Jock Sanders for 6 yards to the Ssk50. Tackled by Rennie Curran.,13,10
00:47,2,Pass,8,Drew Willy pass to Jock Sanders for 8 yards to the Edm52. Tackled by Rennie Curran.,13,10
00:01,3,Punt,11,Ricky Schmitt punts for 44 yards to Edm8. Jamal Miles return for 11 yards to Edm19. Tackled by Craig Butler.,13,10
15:00,0,Kickoff,23,Grant Shaw kicks off to the Ssk9. Jock Sanders return for 23 yards to Ssk32. Tackled by  .,13,10
14:49,1,Rush,9,Chris Garrett rush for 9 yards to the Ssk41. Tackled by Rennie Curran.,13,10
14:22,2,Rush,4,Chris Garrett rush for 4 yards to the Ssk45. Tackled by Rennie Curran.,13,10
13:45,1,Pass,21,Tino Sunseri pass to Geroy Simon for 21 yards to the Edm44. Tackled by Donovan Alexander.,13,10
13:13,1,Rush,2,Chris Garrett rush for 2 yards to the Edm42. Tackled by Ted Laurent.,13,10
12:42,2,Offside,5,Penalty: Offside on Edmonton (Damaso Munoz) 5 yards.,13,10
12:12,2,Rush,3,Jock Sanders rush for 3 yards to the Edm34. Tackled by Almondo Sewell.,13,10
11:38,1,Incomplete Pass,0,Tino Sunseri incomplete pass intended for Eron Riley defensed by Eric Samuels.,13,10
11:06,2,Rush,9,Tino Sunseri rush for 9 yards to the Edm25. Tackled by Rennie Curran.,13,10
10:26,3,Rush,1,Tino Sunseri rush for 1 yard to the Edm24. Tackled by Marcus Howard.,13,10
09:47,1,Incomplete Pass,0,Tino Sunseri incomplete pass intended for Geroy Simon.,13,10
09:34,2,Time Count,-5,Penalty: Time Count on Saskatchewan (Tino Sunseri) -5 yards.,13,10
09:13,0,Pass Interference,20,Penalty: Pass Interference on Edmonton (Joe Burnett) 20 yards.,13,10
09:07,1,Rush,5,Jock Sanders rush for 5 yards to the Edm4. Tackled by T.J. Hill.,13,10
08:36,2,Incomplete Pass,0,Tino Sunseri incomplete pass intended for Taj Smith.,13,10
08:00,3,Missed Field Goal,11,Chris Milo 11 yard field goal attempt is GOOD.,13,13
08:00,1,Pass,5,Mike Reilly pass to Jamal Miles for 5 yards to the Edm40. Tackled by Tristan Jackson.,13,13
07:38,2,Pass,29,Mike Reilly pass to Nate Coehoorn for 29 yards to the Ssk41. Tackled by Tyron Brackenridge.,13,13
07:02,1,Rush,3,Hugh Charles rush for 3 yards to the Ssk38. Tackled by Keith Shologan.,13,13
06:18,2,Rush,11,Mike Reilly rush for 11 yards to the Ssk27. Tackled by Mike McCullough.,13,13
05:53,1,Rush,7,Mike Reilly rush for 7 yards to the Ssk20. Tackled by Mike McCullough.,13,13
05:19,2,Rush,2,Hugh Charles rush for 2 yards to the Ssk18. Tackled by John Chick.,13,13
04:12,3,Missed Field Goal,25,Grant Shaw 25 yard field goal attempt is GOOD.,16,13
04:12,1,Rush,3,Chris Garrett rush for 3 yards to the Ssk38. Tackled by Eddie Steele.,16,13
03:38,2,Incomplete Pass,0,Tino Sunseri incomplete pass intended for Eron Riley.,16,13
03:17,3,Punt,12,Ricky Schmitt punts for 39 yards to Edm33. Jamal Miles return for 12 yards to Edm45. Tackled by Brian Peters.,16,13
02:57,1,Incomplete Pass,0,Jonathan Crompton incomplete pass intended for Nate Coehoorn.,16,13
02:46,2,Interception,22,Jonathan Crompton pass intended for John White INTERCEPTED by Craig Butler and returned for 22 yards. Tackled by Jamal Miles.,16,13
02:25,1,Pass,20,Tino Sunseri pass to Rob Bagg for 20 yards to the Edm8.,16,13
01:49,1,Rush,8,Chris Garrett rush for 8 yards for a TOUCHDOWN.,16,19
01:38,0,Made Extra Point,0,Chris Milo extra point is good.,16,20
01:38,0,Kickoff,40,Ricky Schmitt kicks off to the Edm9. Jamal Miles return for 40 yards to Edm49. Tackled by Paul Woldu.,16,20
01:29,1,Rush,11,Mike Reilly rush for 11 yards to the Ssk50. Tackled by Carlos Thomas.,16,20
00:48,1,Rush,17,Jamal Miles rush for 17 yards to the Ssk33.,16,20
00:29,1,Pass,21,Jonathan Crompton pass to Adarius Bowman for 21 yards to the Ssk12. Tackled by Tristan Jackson.,16,20
00:00,1,Pass,12,Jonathan Crompton pass to John White for 12 yards for a TOUCHDOWN.,22,20
00:00,0,Made Extra Point,0,Grant Shaw extra point is good.,23,20
15:00,0,Kickoff,29,Grant Shaw kicks off to the Ssk11. Jock Sanders return for 29 yards to Ssk40. Tackled by Marcell Young.,23,20
14:52,1,Rush,11,Chris Garrett rush for 11 yards to the Ssk51. Tackled by Marcus Howard.,23,20
14:20,1,Rush,2,Chris Garrett rush for 2 yards to the Ssk53. Tackled by T.J. Hill.,23,20
13:54,2,Pass,8,Tino Sunseri pass to Alex Anthony for 8 yards to the Edm49. Tackled by Eric Samuels.,23,20
13:10,1,Pass,17,Tino Sunseri pass to Taj Smith for 17 yards to the Edm32. Tackled by Aaron Grymes.,23,20
12:37,1,Pass,12,Tino Sunseri pass to Taj Smith for 12 yards to the Edm20. Tackled by Joe Burnett.,23,20
11:59,1,Pass,4,Tino Sunseri pass to Taj Smith for 4 yards to the Edm16. Tackled by Joe Burnett.,23,20
11:27,2,Rush,1,Tino Sunseri rush for 1 yard to the Edm15. Tackled by T.J. Hill.,23,20
10:25,3,Missed Field Goal,22,Chris Milo 22 yard field goal attempt is GOOD.,23,23
10:25,0,Kickoff,21,Ricky Schmitt kicks off to the Edm8. Jamal Miles return for 21 yards to Edm29. Tackled by Brian Peters.,23,23
10:18,1,Pass,14,Kerry Joseph pass to Carlton Mitchell for 14 yards to the Edm43. Tackled by  .,23,23
09:49,1,Sack,-1,Sack at Edm42 for a loss of 1 yard by Tearrius George.,23,23
09:08,0,Sack,-10,FUMBLE Sack at Edm42 for no gain by Alex Hall. . Tackled by John Chick,23,23
08:25,3,No Yards,26,Grant Shaw punts for 31 yards to Ssk47. Penalty: No Yards on Edmonton (Ryan King) -5 yards.,23,23
08:12,1,Pass,11,Tino Sunseri pass to Taj Smith for 11 yards to the Edm47. Tackled by Joe Burnett.,23,23
07:48,1,Rush,8,Chris Garrett rush for 8 yards to the Edm39. Tackled by Damaso Munoz.,23,23
07:19,2,Rush,16,Chris Garrett rush for 16 yards to the Edm23. Tackled by Rennie Curran.,23,23
06:43,1,Rush,22,Chris Garrett rush for 22 yards to the Edm1. Tackled by T.J. Hill.,23,23
05:54,1,Rush,-3,Chris Garrett rush for a loss of 3 yards to the Edm4. Tackled by Justin Capicciotti.,23,23
05:12,0,Pass Interference,3,Penalty: Pass Interference on Edmonton (Eric Samuels) 3 yards.,23,23
04:42,1,Rush,0,Chris Garrett rush for no gain to the Edm1. Tackled by Donovan Richard.,23,23
04:07,2,Rush,0,Tino Sunseri rush for no gain to the Edm1. Tackled by Donovan Richard.,23,23
03:24,3,Missed Field Goal,8,Chris Milo 8 yard field goal attempt is GOOD.,23,26
03:24,1,Pass,15,Kerry Joseph pass to Adarius Bowman for 15 yards to the Edm50. Tackled by  .,23,26
03:10,1,Incomplete Pass,0,Kerry Joseph incomplete pass intended for Carlton Mitchell defensed by Carlos Thomas.,23,26
02:49,2,Rush,6,Kerry Joseph rush for 6 yards to the Ssk54. Tackled by Dwight Anderson.,23,26
02:33,3,No Yards,41,Grant Shaw punts for 46 yards to Ssk8. Penalty: No Yards on Edmonton ( ) -5 yards.,23,26
02:21,1,Rush,6,Chris Garrett rush for 6 yards to the Ssk19. Tackled by T.J. Hill.,23,26
02:16,2,Pass,9,Tino Sunseri pass to Taj Smith for 9 yards to the Ssk28. Tackled by Joe Burnett.,23,26
01:54,1,Rush,-1,Chris Garrett rush for a loss of 1 yard to the Ssk27. Tackled by Almondo Sewell.,23,26
01:49,2,Rush,6,Chris Garrett rush for 6 yards to the Ssk33. Tackled by Donovan Richard.,23,26
01:06,3,Punt,79,Ricky Schmitt punts for 46 yards to Edm31. Jamal Miles return for 79 yards to Ssk0 for a TOUCHDOWN.,29,26
01:06,0,Made Extra Point,0,Grant Shaw extra point is good.,30,26
01:06,0,Kickoff,21,Grant Shaw kicks off to the Ssk6. Jock Sanders return for 21 yards to Ssk27. Tackled by Mike Miller.,30,26
01:06,1,Pass,11,Tino Sunseri pass to Geroy Simon for 11 yards to the Ssk38. Tackled by Damaso Munoz.,30,26
00:56,1,Pass,11,Tino Sunseri pass to Chris Garrett for 11 yards to the Ssk49.,30,26
00:44,1,Pass,11,Tino Sunseri pass to Rob Bagg for 11 yards to the Edm50. Tackled by Eric Samuels.,30,26
00:35,1,Pass,5,Tino Sunseri pass to Alex Anthony for 5 yards to the Edm45. Tackled by Eric Samuels.,30,26
00:22,2,Pass,9,Tino Sunseri pass to Taj Smith for 9 yards to the Edm36.,30,26
00:13,1,Sack,-7,Sack at Edm43 for a loss of 7 yards by Odell Willis.,30,26
00:07,2,Pass,18,Tino Sunseri pass to Eron Riley for 18 yards to the Edm25.,30,26
00:01,1,Sack,-4,Sack at Edm29 for a loss of 4 yards by Eddie Steele.,30,26
