Time,Down,Type,Yards,Details,Edmonton,Saskatchewan
02:50,3,Missed Field Goal,50,Grant Shaw 50 yard field goal attempt is GOOD.,7,14
02:50,1,Rush,3,Kory Sheets rush for 3 yards to the Ssk38. Tackled by Damaso Munoz.,7,14
02:25,2,Incomplete Pass,0,Darian Durant incomplete pass intended for Kory Sheets.,7,14
01:59,3,Fumble,-38,Safety FUMBLE Recovered by Ssk (Ricky Schmitt),9,14
01:36,0,Fumble,6,"Ricky Schmitt kicks off to the Edm36. Almondo Sewell return for 6 yards to Edm42. FUMBLE, recovered by Edm (Almondo Sewell).",9,14
01:33,1,Sack,-2,Sack at Edm40 for a loss of 2 yards by Zach Evans.,9,14
00:48,2,Pass,10,Mike Reilly pass to Nate Coehoorn for 10 yards to the Edm50.,9,14
00:10,3,Punt,3,Grant Shaw punts for 51 yards to Ssk9. Jock Sanders return for 3 yards to Ssk12. Tackled by Joash Gesse.,9,14
00:01,1,Rush,4,Kory Sheets rush for 4 yards to the Ssk16. Tackled by Joe Burnett.,9,14
15:00,2,Pass,20,Darian Durant pass to Chris Getzlaf for 20 yards to the Ssk36. Tackled by Chris Thompson.,9,14
14:24,1,Rush,6,Kory Sheets rush for 6 yards to the Ssk42. Tackled by Rennie Curran.,9,14
14:07,2,Pass,5,Darian Durant pass to Taj Smith for 5 yards to the Ssk47. Tackled by Joe Burnett.,9,14
13:33,1,Face Mask,17,Kory Sheets rush for 2 yards to the Ssk49. Tackled by Eddie Steele. Penalty: Face Mask on Edmonton (Eddie Steele) 15 yards.,9,14
13:05,0,Face Mask,-5,Penalty: Holding on Saskatchewan (Dominic Picard) -10 yards. Penalty: Holding on Saskatchewan (Brendon LaBatte) -10 yards. Penalty: Face Mask on Edmonton (Eddie Steele) 15 yards.,9,14
12:42,1,Rush,8,Kory Sheets rush for 8 yards to the Edm33. Tackled by Damaso Munoz.,9,14
12:27,2,Rush,6,Kory Sheets rush for 6 yards to the Edm27. Tackled by Joe Burnett.,9,14
12:03,1,Rush,2,Jock Sanders rush for 2 yards to the Edm25. Tackled by Marcus Howard.,9,14
11:29,2,Pass,9,Darian Durant pass to Chris Getzlaf for 9 yards to the Edm16. Tackled by Marcell Young.,9,14
10:45,1,Pass,7,Darian Durant pass to Rob Bagg for 7 yards to the Edm9.,9,14
10:21,2,Rush,2,Kory Sheets rush for 2 yards to the Edm7. Tackled by Eddie Steele.,9,14
09:47,3,Rush,1,Drew Willy rush for 1 yard to the Edm6. Tackled by Ted Laurent.,9,14
09:36,1,Fumble,-3,"Jamal Miles rush for a loss of 3 yards to the Edm3. FUMBLE, recovered by Edm (Jamal Miles).",9,14
08:51,2,Pass,22,Mike Reilly pass to Fred Stamps for 22 yards to the Edm25. Tackled by Craig Butler.,9,14
08:19,1,Pass,7,Mike Reilly pass to Adarius Bowman for 7 yards to the Edm32. Tackled by Terrell Maze.,9,14
07:53,2,Incomplete Pass,0,Mike Reilly incomplete pass intended for Fred Stamps.,9,14
07:34,3,Unnecessary Roughness,-3,Grant Shaw rush for 12 yards to the Edm44. Tackled by Tyron Brackenridge. Penalty: Unnecessary Roughness on Edmonton (Elie Ngoyi) -15 yards.,9,14
07:13,1,Illegal Procedure,-5,Penalty: Illegal Procedure on Edmonton (Simeon Rottier) -5 yards.,9,14
06:58,1,Pass,19,Mike Reilly pass to Fred Stamps for 19 yards to the Edm43. Tackled by Dwight Anderson.,9,14
06:32,1,Pass,4,Mike Reilly pass to Hugh Charles for 4 yards to the Edm47. Tackled by Carlos Thomas.,9,14
05:52,2,Incomplete Pass,0,Mike Reilly incomplete pass intended for Matt Carter.,9,14
05:17,3,Punt,7,Grant Shaw punts for 32 yards to Ssk31. Jock Sanders return for 7 yards to Ssk38. Tackled by Joash Gesse.,9,14
04:59,1,Rush,6,Kory Sheets rush for 6 yards to the Ssk44. Tackled by Ted Laurent.,9,14
04:20,2,Incomplete Pass,0,Darian Durant incomplete pass intended for Kory Sheets defensed by Rennie Curran.,9,14
04:01,3,Holding,4,Ricky Schmitt punts for 52 yards to Edm14. Jamal Miles return for 14 yards to Edm28. Penalty: Holding on Edmonton ( ) -10 yards.,9,14
03:31,1,Unnecessary Roughness,23,Mike Reilly pass to Nate Coehoorn for 8 yards to the Edm26. Tackled by Terrell Maze. Penalty: Unnecessary Roughness on Saskatchewan (Craig Butler) 15 yards.,9,14
02:59,1,Rush,16,Mike Reilly rush for 16 yards to the Ssk53. Tackled by Craig Butler.,9,14
02:45,1,Pass,8,Mike Reilly pass to Shamawd Chambers for 8 yards to the Ssk45. Tackled by  .,9,14
02:26,2,Rush,-3,Calvin McCarty rush for a loss of 3 yards to the Ssk48. Tackled by Alex Hall.,9,14
02:22,3,Pass,40,Mike Reilly pass to Adarius Bowman for 40 yards to the Ssk8. Tackled by Carlos Thomas.,9,14
01:57,1,Rush,0,Hugh Charles rush for no gain to the Ssk8. Tackled by John Chick.,9,14
01:33,2,Pass,7,Mike Reilly pass to Nate Coehoorn for 7 yards to the Ssk1. Tackled by Dwight Anderson.,9,14
01:26,3,Rush,0,Mike Reilly rush for no gain to the Ssk1. Tackled by Ricky Foley.,9,14
01:18,1,Rush,2,Darian Durant rush for 2 yards to the Ssk3. Tackled by Ted Laurent.,9,14
01:15,2,Rush,11,Darian Durant rush for 11 yards to the Ssk14.,9,14
00:51,1,Rush,5,Kory Sheets rush for 5 yards to the Ssk19. Tackled by T.J. Hill.,9,14
