Time,Down,Type,Yards,Details,Saskatchewan,Edmonton
09:28,1,Rush,4,Kory Sheets rush for 4 yards to the Ssk40. Tackled by Odell Willis.,6,10
08:55,2,Incomplete Pass,0,Darian Durant incomplete pass intended for Taj Smith.,6,10
08:28,3,Punt,3,Ricky Schmitt punts for 41 yards to Edm29. Cary Koch return for 3 yards to Edm32. Tackled by Levi Steinhauer.,6,10
08:03,1,Incomplete Pass,0,Mike Reilly incomplete pass intended for Hugh Charles.,6,10
07:47,2,Pass,14,Mike Reilly pass to Fred Stamps for 14 yards to the Edm46. Tackled by Tyron Brackenridge.,6,10
07:25,1,Rush,8,Hugh Charles rush for 8 yards to the Edm54. Tackled by Dwight Anderson.,6,10
07:01,2,Rush,-3,Hugh Charles rush for a loss of 3 yards to the Edm51. Tackled by Weldon Brown.,6,10
06:46,3,No Yards,19,Grant Shaw punts for 34 yards to Ssk25. Penalty: No Yards on Edmonton (Eric Samuels) -15 yards.,6,10
06:26,1,Rush,-4,Kory Sheets rush for a loss of 4 yards to the Ssk36. Tackled by Marcus Howard.,6,10
05:45,2,Pass,31,Darian Durant pass to Chris Getzlaf for 31 yards to the Edm43. Tackled by Donovan Alexander.,6,10
05:25,1,Rush,5,Kory Sheets rush for 5 yards to the Edm38. Tackled by T.J. Hill.,6,10
04:50,2,Pass,8,Darian Durant pass to Chris Getzlaf for 8 yards to the Edm30. Tackled by T.J. Hill.,6,10
04:08,1,Rush,2,Kory Sheets rush for 2 yards to the Edm28. Tackled by Ted Laurent.,6,10
03:37,2,Sack,-8,Sack at Edm36 for a loss of 8 yards by  .,6,10
02:48,3,Missed Field Goal,43,Chris Milo 43 yard field goal attempt is GOOD.,9,10
02:48,1,Incomplete Pass,0,Mike Reilly incomplete pass intended for Cary Koch.,9,10
02:29,2,Pass,5,Mike Reilly pass to Fred Stamps for 5 yards to the Edm40. Tackled by Terrell Maze.,9,10
02:24,3,Punt,28,Grant Shaw punts for 57 yards to Ssk13. Weston Dressler return for 28 yards to Ssk41. Tackled by Grant Shaw.,9,10
01:52,1,Pass,34,Darian Durant pass to Chris Getzlaf for 34 yards to the Edm35. Tackled by Chris Thompson.,9,10
01:43,1,Pass,7,Darian Durant pass to Chris Getzlaf for 7 yards to the Edm28. Tackled by Chris Thompson.,9,10
01:36,2,Pass,5,Darian Durant pass to Neal Hughes for 5 yards to the Edm23. Tackled by Marcell Young.,9,10
01:30,1,Incomplete Pass,0,Darian Durant incomplete pass intended for Geroy Simon.,9,10
01:07,2,Pass,7,Darian Durant pass to Scott McHenry for 7 yards to the Edm16. Tackled by T.J. Hill.,9,10
00:40,3,Missed Field Goal,23,Chris Milo 23 yard field goal attempt is GOOD.,12,10
00:40,1,Rush,7,Mike Reilly rush for 7 yards to the Edm42. Tackled by Renauld Williams.,12,10
00:31,2,Rush,14,Mike Reilly rush for 14 yards to the Ssk54. Tackled by Renauld Williams.,12,10
00:20,1,Interception,19,Mike Reilly pass INTERCEPTED by Tyron Brackenridge and returned for 19 yards. Tackled by Cary Koch.,12,10
15:00,0,Kickoff,21,Grant Shaw kicks off to the Ssk18. Diamond Ferri return for 21 yards to Ssk39. Tackled by  .,12,10
14:53,1,Rush,7,Kory Sheets rush for 7 yards to the Ssk46. Tackled by T.J. Hill.,12,10
14:13,2,Rush,3,Kory Sheets rush for 3 yards to the Ssk49. Tackled by  .,12,10
13:46,3,Rush,1,Drew Willy rush for 1 yard to the Ssk50. Tackled by Ted Laurent.,12,10
13:11,1,Pass,22,Darian Durant pass to Taj Smith for 22 yards to the Edm38. Tackled by T.J. Hill.,12,10
12:29,1,Rush,4,Kory Sheets rush for 4 yards to the Edm34. Tackled by Donovan Richard.,12,10
11:48,2,Rush,5,Kory Sheets rush for 5 yards to the Edm29. Tackled by Damaso Munoz.,12,10
10:47,3,Missed Field Goal,36,Chris Milo 36 yard field goal attempt is GOOD.,15,10
10:47,1,Pass,8,Mike Reilly pass to Marcus Henry for 8 yards to the Edm43. Tackled by Weldon Brown.,15,10
10:14,2,Rush,10,Mike Reilly rush for 10 yards to the Edm53. Tackled by Renauld Williams.,15,10
09:46,1,Rush,7,Mike Reilly rush for 7 yards to the Ssk50. Tackled by Jermaine McElveen.,15,10
09:12,2,Pass,5,Mike Reilly pass to Fred Stamps for 5 yards to the Ssk45.,15,10
08:55,1,Pass,31,Mike Reilly pass to Marcus Henry for 31 yards to the Ssk14. Tackled by Renauld Williams.,15,10
08:12,1,Rush,-7,Hugh Charles rush for a loss of 7 yards to the Ssk21. Tackled by Tyron Brackenridge.,15,10
06:59,2,Pass,21,Mike Reilly pass to Fred Stamps for 21 yards for a TOUCHDOWN.,15,16
06:50,0,Made Extra Point,0,Hugh O'Neill extra point is good.,15,17
06:50,0,Kickoff,25,Grant Shaw kicks off to the Ssk11. Diamond Ferri return for 25 yards to Ssk36. Tackled by Mike Miller.,15,17
06:42,1,Rush,2,Kory Sheets rush for 2 yards to the Ssk38. Tackled by Rennie Curran.,15,17
06:14,2,Pass,12,Darian Durant pass to Taj Smith for 12 yards to the Ssk50. Tackled by Bryan Williams.,15,17
05:30,1,Pass,11,Darian Durant pass to Geroy Simon for 11 yards to the Edm49. Tackled by Rennie Curran.,15,17
04:59,1,Pass,21,Darian Durant pass to Taj Smith for 21 yards to the Edm28. Tackled by Joe Burnett.,15,17
04:22,1,Rush,18,Kory Sheets rush for 18 yards to the Edm10. Tackled by Donovan Alexander.,15,17
03:09,1,Rush,10,Kory Sheets rush for 10 yards for a TOUCHDOWN.,21,17
03:04,0,Made Extra Point,0,Chris Milo extra point is good.,22,17
03:04,0,Kickoff,29,Ricky Schmitt kicks off to the Edm3. Hugh Charles return for 29 yards to Edm32. Tackled by Renauld Williams.,22,17
02:56,1,Rush,2,Hugh Charles rush for 2 yards to the Edm34. Tackled by Tyron Brackenridge.,22,17
02:18,2,Pass,41,Mike Reilly pass to Marcus Henry for 41 yards to the Ssk35. Tackled by Weldon Brown.,22,17
01:33,1,Pass,22,Mike Reilly pass to Cary Koch for 22 yards to the Ssk13.,22,17
00:55,1,Pass,13,Mike Reilly pass to Cary Koch for 13 yards for a TOUCHDOWN.,22,23
00:40,0,Made Extra Point,0,Hugh O'Neill extra point is good.,22,24
00:40,0,Kickoff,26,Grant Shaw kicks off to the Ssk8. Diamond Ferri return for 26 yards to Ssk34. Tackled by Mike Cornell.,22,24
00:30,1,Pass,10,Darian Durant pass to Chris Getzlaf for 10 yards to the Ssk44. Tackled by Rennie Curran.,22,24
00:03,1,Incomplete Pass,0,Darian Durant incomplete pass intended for Taj Smith.,22,24
15:00,2,Incomplete Pass,0,Darian Durant incomplete pass intended for Taj Smith.,22,24
14:34,3,Punt,0,Ricky Schmitt punts for 51 yards to Edm15. Cary Koch return for no gain to Edm15. Tackled by Graig Newman.,22,24
14:20,1,Rush,4,Hugh Charles rush for 4 yards to the Edm19. Tackled by Terrell Maze.,22,24
13:39,2,Roughing Passer,19,Mike Reilly pass to Cary Koch for 4 yards to the Edm23. Tackled by Terrell Maze. Penalty: Roughing Passer on Saskatchewan (Diamond Ferri) 15 yards.,22,24
13:14,1,Rush,12,Hugh Charles rush for 12 yards to the Edm50. Tackled by Prince Miller.,22,24
13:06,1,Rush,13,Mike Reilly rush for 13 yards to the Ssk47. Tackled by Dwight Anderson.,22,24
12:35,1,Pass,2,Mike Reilly pass to Hugh Charles for 2 yards to the Ssk45. Tackled by Renauld Williams.,22,24
11:56,2,Rush,10,Mike Reilly rush for 10 yards to the Ssk35. Tackled by Renauld Williams.,22,24
11:17,1,Incomplete Pass,0,Mike Reilly incomplete pass intended for Hugh Charles.,22,24
11:13,2,Incomplete Pass,0,Mike Reilly incomplete pass intended for Shamawd Chambers.,22,24
10:43,3,Missed Field Goal,42,Hugh O'Neill 42 yard field goal attempt is GOOD.,22,27
10:43,1,Pass,16,Darian Durant pass to Taj Smith for 16 yards to the Ssk51. Tackled by Chris Thompson.,22,27
10:08,1,Pass,14,Darian Durant pass to Weston Dressler for 14 yards to the Edm45. Tackled by Bryan Williams.,22,27
09:48,1,Pass,17,Darian Durant pass to Weston Dressler for 17 yards to the Edm28. Tackled by Donovan Alexander.,22,27
09:12,1,Rush,10,Kory Sheets rush for 10 yards to the Edm18. Tackled by T.J. Hill.,22,27
08:19,2,Rush,18,Kory Sheets rush for 18 yards for a TOUCHDOWN.,28,27
08:00,0,Made Extra Point,0,Chris Milo extra point is good.,29,27
08:00,0,Kickoff,43,Ricky Schmitt kicks off to the Edm6. Hugh Charles return for 43 yards to Edm49. Tackled by Ricky Schmitt.,29,27
07:51,1,Incomplete Pass,0,Mike Reilly incomplete pass intended for Cary Koch defensed by Dwight Anderson.,29,27
07:24,2,Pass,24,Mike Reilly pass to Shamawd Chambers for 24 yards to the Ssk37. Tackled by Craig Butler.,29,27
07:05,1,Pass,35,Mike Reilly pass to Cary Koch for 35 yards to the Ssk2. Tackled by Tyron Brackenridge.,29,27
06:52,0,Fumble,-2,"FUMBLE, recovered by Edm (Kerry Joseph). . Tackled by Jermaine McElveen",29,27
06:10,2,Interception,0,Mike Reilly pass INTERCEPTED by Dwight Anderson. No return. Tackled by Fred Stamps.,29,27
05:47,1,Incomplete Pass,0,Darian Durant incomplete pass intended for Weston Dressler.,29,27
05:31,2,Pass,24,Darian Durant pass to Kory Sheets for 24 yards to the Ssk49. Tackled by T.J. Hill.,29,27
04:53,1,Pass,12,Darian Durant pass to Kory Sheets for 12 yards to the Edm49. Tackled by Donovan Alexander.,29,27
04:11,0,Holding,-10,Penalty: Holding on Saskatchewan (Taj Smith) -10 yards.,29,27
03:44,1,Rush,2,Neal Hughes rush for 2 yards to the Ssk53. Tackled by  .,29,27
03:04,2,Rush,10,Darian Durant rush for 10 yards to the Edm47. Tackled by Rennie Curran.,29,27
02:05,3,Punt Single,2,Ricky Schmitt punts for 55 yards to Edm0. Cary Koch return for 2 yards to Edm0. Tackled by Diamond Ferri (Single).,30,27
02:05,1,Rush,6,Mike Reilly rush for 6 yards to the Edm41. Tackled by Craig Butler.,30,27
01:45,2,Rush,9,Mike Reilly rush for 9 yards to the Edm50. Tackled by John Chick.,30,27
01:27,0,Objectionable Conduct,-17,Sack at Edm50 for no gain.  Recovered by Ssk (Ricky Foley). Tackled by Alexander Krausnick-Groh Penalty: Objectionable Conduct on Saskatchewan -10 yards,30,27
01:18,1,Rush,8,Kory Sheets rush for 8 yards to the Edm45. Tackled by Chris Thompson.,30,27
01:10,2,Rush,3,Kory Sheets rush for 3 yards to the Edm42. Tackled by Donovan Richard.,30,27
00:46,1,Rush,4,Kory Sheets rush for 4 yards to the Edm38. Tackled by Ted Laurent.,30,27
00:42,2,Rush,3,Kory Sheets rush for 3 yards to the Edm35. Tackled by Elie Ngoyi.,30,27
