Time,Down,Type,Yards,Details,Montreal,Hamilton
05:46,0,Kickoff,12,Brett Lauther kicks off to the Mtl18. Tyron Carrier return for 12 yards to Mtl30. Tackled by Kendial Lawrence.,0,3
05:39,1,Rush,4,Jerome Messam rush for 4 yards to the Mtl34. Tackled by Brandon Isaac.,0,3
05:18,2,Pass,11,Josh Neiswander pass to Arland Bruce for 11 yards to the Mtl45. Tackled by Emanuel Davis.,0,3
04:47,1,Pass,14,Josh Neiswander pass to S.J. Green for 14 yards to the Ham51. Tackled by Kevin Barnes.,0,3
04:03,1,Pass,5,Josh Neiswander pass to Duron Carter for 5 yards to the Ham46. Tackled by Rico Murray.,0,3
03:25,2,Pass,10,Josh Neiswander pass to Patrick Lavoie for 10 yards to the Ham36. Tackled by Emanuel Davis.,0,3
02:45,1,Rush,3,Jerome Messam rush for 3 yards to the Ham33. Tackled by Simoni Lawrence.,0,3
01:24,2,Pass,33,Josh Neiswander pass to S.J. Green for 33 yards for a TOUCHDOWN.,6,3
01:12,0,Made Extra Point,0,Sean Whyte extra point is good.,7,3
01:12,0,Kickoff,60,Sean Whyte kicks off to the Ham4. Kendial Lawrence return for 60 yards to Mtl46. Tackled by Kyries Hebert.,7,3
01:00,1,Rush,30,Dan LeFevour rush for 30 yards to the Mtl16. Tackled by Marc-Olivier Brouillette.,7,3
00:40,1,Rush,6,Dan LeFevour rush for 6 yards to the Mtl10. Tackled by Jerald Brown.,7,3
00:18,2,Incomplete Pass,0,Henry Burris incomplete pass intended for Bakari Grant.,7,3
14:41,3,Pass,10,Andy Fantuz pass to Marc Beswick for 10 yards for a TOUCHDOWN.,7,9
14:23,0,Made Extra Point,0,Brett Lauther extra point is good.,7,10
14:23,0,Kickoff,25,Brett Lauther kicks off to the Mtl7. Tyrell Sutton return for 25 yards to Mtl32. Tackled by Louie Richardson.,7,10
14:14,1,Pass,7,Josh Neiswander pass to Tyron Carrier for 7 yards to the Mtl39. Tackled by Emanuel Davis.,7,10
13:54,2,Incomplete Pass,0,Josh Neiswander incomplete pass intended for S.J. Green.,7,10
13:14,3,Time Count,-5,Penalty: Time Count on Montreal (Sean Whyte) -5 yards.,7,10
12:50,3,No Yards,15,Sean Whyte punts for 30 yards to Ham46. Penalty: No Yards on Montreal (Chip Cox) -15 yards.,7,10
12:39,1,Sack,-10,Sack at Ham51 for a loss of 10 yards by John Bowman.,7,10
12:23,2,Pass,10,Henry Burris pass to Andy Fantuz for 10 yards to the Mtl49. Tackled by Ed Gainey.,7,10
11:39,3,Holding,45,Josh Bartel punts for 42 yards to Mtl7. Penalty: Holding on Montreal (Tyrell Sutton) 3 yards.,7,10
11:02,1,Pass,37,Josh Neiswander pass to Duron Carter for 37 yards to the Mtl41.,7,10
10:35,1,Rush,2,Jerome Messam rush for 2 yards to the Mtl43. Tackled by Torrey Davis.,7,10
10:26,2,Incomplete Pass,0,Josh Neiswander incomplete pass intended for S.J. Green.,7,10
09:42,3,Illegal Procedure,-5,Penalty: Illegal Procedure on Montreal ( ) -5 yards.,7,10
09:28,3,Punt,11,Sean Whyte punts for 27 yards to Ham45. C.J. Gable return for 11 yards to Mtl54. Tackled by Tyrell Sutton.,7,10
08:54,1,Incomplete Pass,0,Henry Burris incomplete pass intended for Bakari Grant.,7,10
08:40,2,Interception,4,Henry Burris pass intended for Greg Ellingson INTERCEPTED by Chip Cox and returned for 4 yards. Tackled by Greg Ellingson.,7,10
08:05,1,Rush,1,Jerome Messam rush for 1 yard to the Mtl49. Tackled by Eric Norwood.,7,10
07:53,2,Pass,1,Josh Neiswander pass to Jerome Messam for 1 yard to the Mtl50. Tackled by Eric Norwood.,7,10
07:13,3,No Yards,25,Sean Whyte punts for 30 yards to Ham30. Penalty: No Yards on Montreal (Chip Cox) -5 yards.,7,10
06:26,1,Pass,1,Henry Burris pass to Dave Stala for 1 yard to the Ham36. Tackled by Chip Cox.,7,10
06:11,0,Illegal Contact,10,Penalty: Illegal Contact on Montreal (Geoff Tisdale) 10 yards.,7,10
05:33,1,Incomplete Pass,0,Henry Burris incomplete pass intended for Bakari Grant.,7,10
05:15,2,Fumble,-10,"Sack at Ham36 for a loss of 10 yards by Mike Edem. FUMBLE, recovered by Mtl (Michael Klassen). Tackled by Peter Dyakowski.",7,10
04:50,1,Pass,8,Josh Neiswander pass to S.J. Green for 8 yards to the Ham28. Tackled by Evan McCollough.,7,10
04:28,2,Rush,1,Tyrell Sutton rush for 1 yard to the Ham27. Tackled by Sam Scott.,7,10
03:32,3,Rush,2,Troy Smith rush for 2 yards to the Ham25. Tackled by Brian Bulcke.,7,10
03:12,1,Incomplete Pass,0,Josh Neiswander incomplete pass intended for S.J. Green defensed by Rico Murray.,7,10
02:43,2,Incomplete Pass,0,Josh Neiswander incomplete pass intended for Brandon London.,7,10
02:25,3,Missed Field Goal,32,Sean Whyte 32 yard field goal attempt is GOOD.,10,10
02:25,0,Kickoff,13,Sean Whyte kicks off to the Ham25. Kendial Lawrence return for 13 yards to Ham38. Tackled by Patrick Lavoie.,10,10
02:20,1,Rush,5,C.J. Gable rush for 5 yards to the Ham43. Tackled by Aaron Lavarias.,10,10
02:15,2,Incomplete Pass,0,Henry Burris incomplete pass intended for Andy Fantuz.,10,10
01:54,3,Punt,6,Josh Bartel punts for 50 yards to Mtl17. Tyron Carrier return for 6 yards to Mtl23. Tackled by Rico Murray.,10,10
01:43,1,Fumble,10,"Josh Neiswander pass to Duron Carter for 10 yards to the Mtl33. FUMBLE, recovered by Mtl (Luc Brodeur-Jourdain).",10,10
01:34,2,Rush,2,Jerome Messam rush for 2 yards to the Mtl35. Tackled by Torrey Davis.,10,10
01:14,1,Sack,-9,Sack at Mtl26 for a loss of 9 yards by Neil King.,10,10
00:55,2,Pass,6,Josh Neiswander pass to Jerome Messam for 6 yards to the Mtl32. Tackled by Eric Norwood.,10,10
00:48,3,Punt,1,Sean Whyte punts for 27 yards to Ham51. C.J. Gable return for 1 yard to Ham52. Tackled by Shea Emry.,10,10
00:17,1,Pass,25,Henry Burris pass to Onrea Jones for 25 yards to the Mtl33. Tackled by Chip Cox.,10,10
00:00,1,Missed Field Goal,40,Brett Lauther 40 yard field goal attempt is GOOD.,10,13
15:00,0,Kickoff,26,Brett Lauther kicks off to the Mtl15. Tyrell Sutton return for 26 yards to Mtl41. Tackled by Louie Richardson.,10,13
14:54,1,Pass,31,Josh Neiswander pass to Eric Deslauriers for 31 yards to the Ham38. Tackled by Neil King.,10,13
14:25,1,Pass,9,Josh Neiswander pass to Jerome Messam for 9 yards to the Ham29. Tackled by Jamall Johnson.,10,13
14:00,2,Rush,4,Troy Smith rush for 4 yards to the Ham25. Tackled by Brian Bulcke.,10,13
13:15,1,Pass,8,Josh Neiswander pass to Duron Carter for 8 yards to the Ham17. Tackled by Rico Murray.,10,13
12:40,2,Rush,16,Jerome Messam rush for 16 yards to the Ham1. Tackled by Neil King.,10,13
11:17,1,Rush,1,Troy Smith rush for 1 yard for a TOUCHDOWN.,16,13
11:17,0,Blocked Extra Point,0,Sean Whyte extra point is NO GOOD.  extra point is BLOCKED.,16,13
10:56,0,Kickoff,20,Sean Whyte kicks off to the Ham10. Kendial Lawrence return for 20 yards to Ham30. Tackled by Bear Woods.,16,13
10:50,1,Rush,5,C.J. Gable rush for 5 yards to the Ham35. Tackled by Moton Hopkins.,16,13
10:28,2,Rush,7,Henry Burris rush for 7 yards to the Ham42. Tackled by Mike Edem.,16,13
09:51,1,Incomplete Pass,0,Henry Burris incomplete pass intended for C.J. Gable.,16,13
09:32,2,Sack,-11,Sack at Ham31 for a loss of 11 yards by Chip Cox.,16,13
09:09,3,Punt,-1,Josh Bartel punts for 42 yards to Mtl37. Tyron Carrier return for a loss of 1 yard to Mtl36. Tackled by C.O. Prime.,16,13
08:25,1,Pass,8,Josh Neiswander pass to Arland Bruce for 8 yards to the Mtl44. Tackled by James Rogers.,16,13
08:17,2,Rush,3,Jerome Messam rush for 3 yards to the Mtl47. Tackled by Brian Bulcke.,16,13
07:51,1,Pass,8,Josh Neiswander pass to Duron Carter for 8 yards to the Mtl55. Tackled by James Rogers.,16,13
07:14,2,Rush,2,Jerome Messam rush for 2 yards to the Ham53. Tackled by Sam Scott.,16,13
06:23,1,Pass,10,Josh Neiswander pass to Arland Bruce for 10 yards to the Ham43. Tackled by James Rogers.,16,13
06:04,2,Rush,1,Troy Smith rush for 1 yard to the Ham42. Tackled by Simoni Lawrence.,16,13
05:18,1,Pass,8,Josh Neiswander pass to S.J. Green for 8 yards to the Ham34. Tackled by Rico Murray.,16,13
04:37,2,Rush,-2,Jerome Messam rush for a loss of 2 yards to the Ham36. Tackled by Torrey Davis.,16,13
03:21,3,Missed Field Goal,43,Sean Whyte 43 yard field goal attempt is GOOD.,19,13
03:21,1,Objectionable Conduct,0,Henry Burris pass to Bakari Grant for 10 yards to the Ham45. Tackled by Geoff Tisdale. Penalty: Objectionable Conduct on Hamilton (Bakari Grant) -10 yards.,19,13
02:57,1,Pass,25,Henry Burris pass to Andy Fantuz for 25 yards to the Mtl50. Tackled by Billy Parker.,19,13
02:35,1,Rush,7,Dan LeFevour rush for 7 yards to the Mtl43. Tackled by Marc-Olivier Brouillette.,19,13
01:56,2,Sack,-6,Sack at Mtl49 for a loss of 6 yards by Chip Cox.,19,13
01:37,3,Punt,-2,Josh Bartel punts for 32 yards to Mtl17. Tyron Carrier return for a loss of 2 yards to Mtl15. Tackled by Neil King.,19,13
00:46,1,Sack,-10,Sack at Mtl5 for a loss of 10 yards by Hasan Hazime.,19,13
00:23,2,Incomplete Pass,0,Josh Neiswander incomplete pass intended for S.J. Green.,19,13
14:35,3,Safety,-5,Safety,19,15
14:35,0,Kickoff,8,Sean Whyte kicks off to the Ham37. Kendial Lawrence return for 8 yards to Ham45. Tackled by Ed Gainey.,19,15
14:29,1,Pass,8,Henry Burris pass to Bakari Grant for 8 yards to the Ham53. Tackled by Jerald Brown.,19,15
14:07,2,Rush,2,C.J. Gable rush for 2 yards to the Ham55. Tackled by Mike Edem.,19,15
13:35,1,Incomplete Pass,0,Henry Burris incomplete pass intended for Bakari Grant.,19,15
12:56,2,Incomplete Pass,0,Henry Burris incomplete pass intended for Onrea Jones defensed by Jerald Brown.,19,15
12:25,2,Fumble,6,"Josh Bartel punts for 42 yards to Mtl13. Tyron Carrier return for 3 yards to Mtl16. FUMBLE, recovered by Ham (Louie Richardson) and returned for 3 yards. Tackled by Michael Carter.",19,15
12:19,1,Rush,10,Dan LeFevour rush for 10 yards to the Mtl3. Tackled by Jerald Brown.,19,15
11:49,1,Objectionable Conduct,2,Dan LeFevour rush for 1 yard to the Mtl2. Tackled by Chip Cox. Penalty: Objectionable Conduct on Montreal (Chip Cox) 1 yards. Penalty: Objectionable Conduct on Montreal (Chip Cox) 0 yards.,19,15
10:54,1,Rush,1,Dan LeFevour rush for 1 yard for a TOUCHDOWN.,19,21
10:34,0,Made Extra Point,0,Brett Lauther extra point is good.,19,22
10:34,0,Kickoff,12,Brett Lauther kicks off to the Mtl15. Tyrell Sutton return for 12 yards to Mtl27. Tackled by Marc Beswick.,19,22
10:29,1,Illegal Procedure,-5,Penalty: Illegal Procedure on Montreal (Ryan Bomben) -5 yards.,19,22
10:11,1,Pass,3,Josh Neiswander pass to Duron Carter for 3 yards to the Mtl25. Tackled by Kevin Barnes.,19,22
09:42,2,Incomplete Pass,0,Josh Neiswander incomplete pass intended for Eric Deslauriers.,19,22
09:25,3,Punt,15,Sean Whyte punts for 38 yards to Ham47. Onrea Jones return for 15 yards to Mtl48. Tackled by Aaron Lavarias.,19,22
08:46,1,Rush,4,Henry Burris rush for 4 yards to the Mtl44. Tackled by Aaron Lavarias.,19,22
08:19,2,Pass,12,Henry Burris pass to Dave Stala for 12 yards to the Mtl32. Tackled by Shea Emry.,19,22
07:41,1,Rush,5,Dan LeFevour rush for 5 yards to the Mtl27. Tackled by Chip Cox.,19,22
07:00,2,Incomplete Pass,0,Henry Burris incomplete pass intended for Andy Fantuz.,19,22
05:57,3,Missed Field Goal,34,Brett Lauther 34 yard field goal attempt is GOOD.,19,25
05:57,1,Illegal Procedure,-5,Penalty: Illegal Procedure on Montreal (Ryan Bomben) -5 yards.,19,25
05:53,1,Incomplete Pass,0,Josh Neiswander incomplete pass intended for Eric Deslauriers.,19,25
05:32,2,Incomplete Pass,0,Josh Neiswander incomplete pass intended for S.J. Green defensed by Eric Norwood.,19,25
05:11,3,Punt,0,Sean Whyte punts for 33 yards to Ham47. No return.,19,25
04:57,1,Incomplete Pass,0,Henry Burris incomplete pass intended for Andy Fantuz.,19,25
04:36,2,Pass,9,Henry Burris pass to Andy Fantuz for 9 yards to the Mtl54. Tackled by Billy Parker.,19,25
04:16,3,Rush,1,Dan LeFevour rush for 1 yard to the Mtl53. Tackled by Kyries Hebert.,19,25
03:33,1,Incomplete Pass,0,Henry Burris incomplete pass intended for Onrea Jones.,19,25
03:09,2,Pass,12,Henry Burris pass to Bakari Grant for 12 yards to the Mtl41. Tackled by Shea Emry.,19,25
02:59,1,Rush,4,C.J. Gable rush for 4 yards to the Mtl37. Tackled by Chip Cox.,19,25
02:36,0,Pass Interference,20,Penalty: Pass Interference on Montreal (Mike Edem) 20 yards.,19,25
02:09,1,Rush,0,C.J. Gable rush for no gain to the Mtl17. Tackled by John Bowman.,19,25
02:03,2,Sack,-1,Sack at Mtl18 for a loss of 1 yard by Shea Emry.,19,25
01:35,3,Missed Field Goal,25,Brett Lauther 25 yard field goal attempt is GOOD.,19,28
01:35,1,Objectionable Conduct,10,Josh Neiswander incomplete pass intended for Duron Carter. Penalty: Objectionable Conduct on Hamilton (Kevin Barnes) 10 yards.,19,28
01:28,1,Pass,3,Josh Neiswander pass to Duron Carter for 3 yards to the Mtl48. Tackled by Eric Norwood.,19,28
01:19,2,Pass,7,Josh Neiswander pass to Eric Deslauriers for 7 yards to the Mtl55. Tackled by Emanuel Davis.,19,28
01:12,1,Pass,11,Josh Neiswander pass to Duron Carter for 11 yards to the Ham44. Tackled by Eric Norwood.,19,28
01:04,1,Pass,4,Josh Neiswander pass to Jerome Messam for 4 yards to the Ham40. Tackled by Jamall Johnson.,19,28
00:55,2,Pass,6,Josh Neiswander pass to Brandon London for 6 yards to the Ham34. Tackled by Brandon Isaac.,19,28
00:46,1,Rush,7,Josh Neiswander rush for 7 yards to the Ham27. Tackled by Jamall Johnson.,19,28
00:28,2,Pass,27,Josh Neiswander pass to Duron Carter for 27 yards for a TOUCHDOWN.,25,28
00:28,0,Made Extra Point,0,Sean Whyte extra point is good.,26,28
00:28,0,Kickoff,0,Sean Whyte kicks off to the Mtl52. Onrea Jones - no return. Tackled by Bear Woods.,26,28
