Time,Down,Type,Yards,Details,Hamilton,Toronto
01:28,1,Pass,20,Zach Collaros pass to Andy Fantuz for 20 yards to the Tor3. Tackled by Jarred Fayson.,3,14
00:11,1,Rush,1,Isi Sofele rush for 1 yard to the Tor2. Tackled by Logan Harrell.,3,14
00:01,2,Offside,0,Penalty: Illegal Procedure on Hamilton -5 yards. Penalty: Offside on Toronto 5 yards.,3,14
00:01,2,Sack,-15,Sack at Tor17 for a loss of 15 yards by Greg Romeus.,3,14
14:38,3,Missed Field Goal,25,Justin Medlock 25 yard field goal attempt is GOOD.,6,14
14:38,1,Rush,5,Jeremiah Johnson rush for 5 yards to the Tor40. Tackled by David Caldwell.,6,14
14:07,2,Pass,5,Trevor Harris pass to Jarred Fayson for 5 yards to the Tor45. Tackled by Brandon Stewart.,6,14
13:42,1,Rush,9,Jeremiah Johnson rush for 9 yards to the Tor54. Tackled by Brandon Stewart.,6,14
13:26,2,Rush,4,Jeremiah Johnson rush for 4 yards to the Ham52. Tackled by Michael Coe.,6,14
13:03,1,Incomplete Pass,0,Trevor Harris incomplete pass intended for John Chiles.,6,14
12:39,2,Pass,23,Trevor Harris pass to John Chiles for 23 yards to the Ham29. Tackled by Emanuel Davis.,6,14
12:16,1,Incomplete Pass,0,Trevor Harris incomplete pass intended for Jason Barnes.,6,14
11:59,0,Roughing Passer,15,Penalty: Roughing Passer on Hamilton (Brandon Boudreaux) 15 yards.,6,14
11:40,1,Rush,1,Anthony Coombs rush for 1 yard to the Ham13. Tackled by Terrence Moore.,6,14
11:16,2,Pass,11,Trevor Harris pass to Terrell Sinkfield for 11 yards to the Ham2. Tackled by Emanuel Davis.,6,14
10:16,1,Pass,2,Trevor Harris pass to Jason Barnes for 2 yards for a TOUCHDOWN.,6,20
09:53,0,Made Extra Point,0,Swayze Waters extra point is good.,6,21
09:53,0,Kickoff,16,Josh Jasper kicks off to the Ham13. Isi Sofele return for 16 yards to Ham29. Tackled by Ivan Brown.,6,21
09:47,1,Rush,5,Isi Sofele rush for 5 yards to the Ham34. Tackled by Nicholas Williams.,6,21
09:26,2,Incomplete Pass,0,Zach Collaros incomplete pass intended for Andy Fantuz.,6,21
08:55,3,No Yards,27,Justin Medlock punts for 42 yards to Tor34. Penalty: No Yards on Hamilton (James Rogers) -15 yards.,6,21
08:34,1,Incomplete Pass,0,Trevor Harris incomplete pass intended for Darvin Adams.,6,21
08:21,2,Incomplete Pass,0,Trevor Harris incomplete pass intended for Terrell Sinkfield.,6,21
08:01,3,Punt,10,Swayze Waters punts for 55 yards to Ham6. Tavoy Moore return for 10 yards to Ham16. Tackled by Jake Reinhart.,6,21
07:42,1,Pass,3,Zach Collaros pass to Luke Tasker for 3 yards to the Ham19. Tackled by Brandon Underwood.,6,21
07:20,2,Pass,8,Zach Collaros pass to Isi Sofele for 8 yards to the Ham27. Tackled by Nicholas Williams.,6,21
06:39,1,Incomplete Pass,0,Zach Collaros incomplete pass intended for Luke Tasker.,6,21
06:09,2,Incomplete Pass,0,Zach Collaros incomplete pass intended for Bakari Grant.,6,21
05:45,3,Punt,12,Justin Medlock punts for 53 yards to Tor30. LeQuan Lewis return for 12 yards to Tor42. Tackled by Sam Scott.,6,21
05:25,1,Rush,0,Steve Slaton rush for no gain to the Tor42. Tackled by Torrey Davis.,6,21
05:00,2,Pass,20,Trevor Harris pass to Darvin Adams for 20 yards to the Ham48. Tackled by Neil King.,6,21
04:23,1,Incomplete Pass,0,Trevor Harris incomplete pass intended for Terrell Sinkfield.,6,21
04:01,2,Interception,1,Trevor Harris pass intended for Romby Bryant INTERCEPTED and returned for 1 yard. Tackled by Romby Bryant.,6,21
03:45,1,Sack,-7,Sack at Ham39 for a loss of 7 yards by Thaddeus Gibson.,6,21
02:57,2,Pass,6,Zach Collaros pass to Bakari Grant for 6 yards to the Ham45. Tackled by Vincent Agnew.,6,21
02:39,3,Holding,44,Justin Medlock punts for 39 yards to Tor26. Penalty: No Yards on Hamilton -5 yards. Penalty: Holding on Toronto 10 yards.,6,21
02:25,1,Incomplete Pass,0,Trevor Harris incomplete pass intended for Jarred Fayson.,6,21
02:19,2,Pass,17,Trevor Harris pass to Terrell Sinkfield for 17 yards to the Tor38. Tackled by Frederic Plesius.,6,21
02:13,1,Rush,0,Anthony Coombs rush for no gain to the Tor38. Tackled by Brandon Stewart.,6,21
01:58,2,Incomplete Pass,0,Trevor Harris incomplete pass intended for Darvin Adams.,6,21
01:38,3,Punt,3,Swayze Waters punts for 50 yards to Ham22. Tavoy Moore return for 3 yards to Ham25. Tackled by Jake Reinhart.,6,21
01:34,1,Pass,22,Zach Collaros pass to Cary Koch for 22 yards to the Ham47. Tackled by Vincent Agnew.,6,21
01:28,1,Pass,12,Zach Collaros pass to Brandon Banks for 12 yards to the Tor51. Tackled by Alonzo Lawrence.,6,21
01:16,1,Pass,48,Zach Collaros pass to Luke Tasker for 48 yards to the Tor3. Tackled by Antwaun Molden.,6,21
00:54,1,Pass,3,Zach Collaros pass to Luke Tasker for 3 yards for a TOUCHDOWN.,12,21
00:54,0,Made Extra Point,0,Justin Medlock extra point is good.,13,21
00:54,0,Kickoff,11,Justin Medlock kicks off to the Tor33. Zander Robinson return for 11 yards to Tor44. Tackled by Marc Beswick.,13,21
00:48,1,Fumble,-16,"Sack at Tor28 for a loss of 16 yards by Torrey Davis. FUMBLE, recovered by Tor (Jarriel King).",13,21
00:40,2,Rush,13,Anthony Coombs rush for 13 yards to the Tor41. Tackled by Brandon Stewart.,13,21
15:00,0,Kickoff,23,Josh Jasper kicks off to the Ham14. Isi Sofele return for 23 yards to Ham37. Tackled by Natey Adjei.,13,21
14:50,1,Rush,3,Isi Sofele rush for 3 yards to the Ham40. Tackled by Gregory Jones.,13,21
14:18,2,Pass,14,Stephen McGee pass to Cary Koch for 14 yards to the Ham54. Tackled by Vincent Agnew.,13,21
13:35,1,Incomplete Pass,0,Stephen McGee incomplete pass intended for Carl-Olivier Prime.,13,21
13:26,2,Incomplete Pass,0,Stephen McGee incomplete pass intended for Bakari Grant defensed by Andre Martin.,13,21
13:01,3,Punt,13,Justin Medlock punts for 44 yards to Tor12. LeQuan Lewis return for 13 yards to Tor25. Tackled by James Rogers.,13,21
12:39,1,Rush,4,Jeremiah Johnson rush for 4 yards to the Tor29. Tackled by Bryan Hall.,13,21
12:04,2,Unnecessary Roughness,51,Mitchell Gale pass to Darvin Adams for 36 yards to the Ham45. Tackled by Neil King. Penalty: Unnecessary Roughness on Hamilton (Korey Lindsey) 15 yards.,13,21
11:42,1,Rush,3,Jeremiah Johnson rush for 3 yards to the Ham27. Tackled by Brandon Thurmond.,13,21
11:25,2,Pass,15,Mitchell Gale pass to Romby Bryant for 15 yards to the Ham12. Tackled by Korey Lindsey.,13,21
10:40,0,Rush,1,"FUMBLE Mitchell Gale rush for 1 yard to the Ham11., recovered by Tor (Mitchell Gale).",13,21
09:15,2,Pass,11,Mitchell Gale pass to Darvin Adams for 11 yards for a TOUCHDOWN.,13,27
08:58,0,Made Extra Point,0,Josh Jasper extra point is good.,13,28
08:58,0,Kickoff,37,Josh Jasper kicks off to the Ham8. Isi Sofele return for 37 yards to Ham45. Tackled by Natey Adjei.,13,28
08:49,1,Offside,5,Penalty: Offside on Toronto (Ivan Brown) 5 yards.,13,28
08:28,1,Rush,0,Isi Sofele rush for no gain to the Ham50. Tackled by Ivan Brown.,13,28
07:58,2,Pass,22,Stephen McGee pass to Samuel Giguere for 22 yards to the Tor38. Tackled by Jermaine Gabriel.,13,28
07:29,1,Incomplete Pass,0,Stephen McGee incomplete pass intended for Bakari Grant defensed by LeQuan Lewis.,13,28
07:06,2,Sack,-11,Sack at Tor49 for a loss of 11 yards by Greg Romeus.,13,28
06:31,3,Punt,4,Justin Medlock punts for 41 yards to Tor8. LeQuan Lewis return for 4 yards to Tor12. Tackled by James Rogers.,13,28
06:14,1,Pass,6,Mitchell Gale pass to Jarred Fayson for 6 yards to the Tor18. Tackled by Korey Lindsey.,13,28
05:48,2,Pass,5,Mitchell Gale pass to Jeremiah Johnson for 5 yards to the Tor23. Tackled by Michael Coe.,13,28
05:14,1,Pass,0,Mitchell Gale pass to Natey Adjei for no gain to the Tor23. Tackled by Neil King.,13,28
04:39,2,Pass,22,Mitchell Gale pass to Terrell Sinkfield for 22 yards to the Tor45. Tackled by David Caldwell.,13,28
04:01,1,Rush,12,Jeremiah Johnson rush for 12 yards to the Ham53. Tackled by Neil King.,13,28
03:37,1,Rush,6,Jeremiah Johnson rush for 6 yards to the Ham47. Tackled by Brandon Thurmond.,13,28
03:17,2,Pass,23,Mitchell Gale pass to Steve Slaton for 23 yards to the Ham24. Tackled by James Rogers.,13,28
02:13,1,Rush,24,Jeremiah Johnson rush for 24 yards for a TOUCHDOWN.,13,34
01:58,0,Made Extra Point,0,Josh Jasper extra point is good.,13,35
01:58,0,Kickoff,24,Josh Jasper kicks off to the Ham5. Isi Sofele return for 24 yards to Ham29. Tackled by Brendan Gillanders.,13,35
01:49,1,Sack,-6,Sack at Ham23 for a loss of 6 yards by Logan Harrell.,13,35
01:15,2,Pass,13,Stephen McGee pass to Carl-Olivier Prime for 13 yards to the Ham36. Tackled by Shane Herbert.,13,35
00:42,3,Punt,-4,Justin Medlock punts for 48 yards to Tor26. LeQuan Lewis return for a loss of 4 yards to Tor22. Tackled by Matt Coates.,13,35
00:08,1,Pass,8,Mitchell Gale pass to Terrell Sinkfield for 8 yards to the Tor30. Tackled by Evan McCollough.,13,35
15:00,2,Rush,3,Anthony Woodson rush for 3 yards to the Tor33. Tackled by Sam Scott.,13,35
14:21,1,Sack,-3,Sack at Tor30 for a loss of 3 yards by Terrence Moore.,13,35
13:30,2,Sack,-2,Sack at Tor28 for a loss of 2 yards by Sam Scott.,13,35
13:18,3,Punt,6,Josh Jasper punts for 39 yards to Ham43. Tavoy Moore return for 6 yards to Ham49. Tackled by Brendan Gillanders.,13,35
12:52,1,Sack,-4,Sack at Ham45 for a loss of 4 yards by Delano Johnson.,13,35
12:15,0,Pass Interference,30,Penalty: Pass Interference on Toronto (Andre Martin) 30 yards.,13,35
11:42,1,Rush,0,Stephen McGee rush for no gain to the Tor35. Tackled by Shane Herbert.,13,35
11:26,2,Sack,-6,Sack at Tor41 for a loss of 6 yards by Ivan Brown.,13,35
10:28,3,Missed Field Goal,48,Justin Medlock 48 yard field goal attempt is GOOD.,16,35
10:28,1,Pass,5,Mitchell Gale pass to Jarred Fayson for 5 yards to the Tor40. Tackled by Michael Coe.,16,35
09:50,2,Incomplete Pass,0,Mitchell Gale incomplete pass intended for LeQuan Lewis.,16,35
09:34,3,Illegal Procedure,-5,Penalty: Illegal Procedure on Toronto (Thomas Miles) -5 yards.,16,35
09:22,3,Illegal Block,30,Josh Jasper punts for 35 yards to Ham40. Penalty: Unnecessary Roughness on Toronto -15 yards. Penalty: Illegal Block on Hamilton 10 yards.,16,35
09:02,1,Rush,0,Stephen McGee rush for no gain to the Ham45. Tackled by Padric Scott.,16,35
08:27,2,Offside,5,Penalty: Offside on Toronto (Padric Scott) 5 yards.,16,35
07:57,2,Pass,0,Stephen McGee pass to Isi Sofele for no gain to the Ham50. Tackled by Alonzo Lawrence.,16,35
07:24,3,Punt,8,Justin Medlock punts for 50 yards to Tor10. Terrell Sinkfield return for 8 yards to Tor18. Tackled by Sam Scott.,16,35
07:06,1,Rush,-1,Anthony Woodson rush for a loss of 1 yard to the Tor17. Tackled by Demetrice Morley.,16,35
06:02,2,Interception,24,Casey Pachall pass intended for Anthony Coombs INTERCEPTED and returned for 24 yards for a TOUCHDOWN.,22,35
05:41,0,Made Extra Point,0,Justin Medlock extra point is good.,23,35
05:41,0,Kickoff,9,Justin Medlock kicks off to the Tor20. Branden Smith return for 9 yards to Tor29. Tackled by Kyle Miller.,23,35
05:24,1,Rush,10,Anthony Woodson rush for 10 yards to the Tor39. Tackled by Beau Landry.,23,35
04:58,1,Rush,4,Anthony Woodson rush for 4 yards to the Tor43. Tackled by Beau Landry.,23,35
04:17,2,Pass,10,Casey Pachall pass to K.J. Stroud for 10 yards to the Tor53. Tackled by James Rogers.,23,35
03:38,1,Rush,0,Anthony Woodson rush for no gain to the Tor53. Tackled by Abraham Kromah.,23,35
03:10,2,Pass,42,Casey Pachall pass to Terrell Sinkfield for 42 yards to the Ham15. Tackled by Michael Coe.,23,35
02:45,1,Pass,8,Casey Pachall pass to Natey Adjei for 8 yards to the Ham7. Tackled by James Rogers.,23,35
02:22,2,Time Count,0,Penalty: Time Count on Toronto (Casey Pachall) 0 yards.,23,35
02:19,3,Missed Field Goal,15,Josh Jasper 15 yard field goal attempt is GOOD.,23,38
02:19,1,Incomplete Pass,0,Corey Robinson incomplete pass intended for LaMark Brown.,23,38
02:14,2,Sack,-6,Sack at Ham29 for a loss of 6 yards by Ivan Brown.,23,38
02:13,3,Punt,46,Justin Medlock punts for 53 yards to Tor28. Terrell Sinkfield return for 46 yards to Ham36. Tackled by Justin Medlock.,23,38
01:47,1,Rush,1,Anthony Woodson rush for 1 yard to the Ham35. Tackled by Martin Pesek.,23,38
01:42,2,Rush,2,Anthony Woodson rush for 2 yards to the Ham33. Tackled by Antonio Coleman.,23,38
00:55,3,Missed Field Goal,40,Josh Jasper 40 yard field goal attempt is GOOD.,23,41
00:55,1,Incomplete Pass,0,Corey Robinson incomplete pass intended for Samuel Giguere.,23,41
00:49,2,Sack,-9,Sack at Ham26 for a loss of 9 yards by Logan Harrell.,23,41
00:44,3,Punt,4,Justin Medlock punts for 54 yards to Tor30. Terrell Sinkfield return for 4 yards to Tor34.,23,41
