Time,Down,Type,Yards,Details,Montreal,Toronto
14:17,1,Rush,-3,Steven Lumbala rush for a loss of 3 yards to the Mtl30. Tackled by Kiante Tripp.,7,2
13:42,2,Time Count,-5,Penalty: Time Count on Montreal (Quinton Porter) -5 yards.,7,2
13:21,2,Incomplete Pass,0,Quinton Porter incomplete pass intended for Steven Lumbala.,7,2
13:18,3,Illegal Procedure,-5,Penalty: Illegal Procedure on Montreal -5 yards.,7,2
13:15,3,Punt,16,Delbert Alvarado punts for 59 yards to Tor31. Juaquin Iglesias return for 16 yards to Tor47. Tackled by Jordan Verdone.,7,2
12:55,1,Unnecessary Roughness,21,Trevor Harris pass to Trent Guy for 6 yards to the Tor53. Tackled by Geoff Tisdale. Penalty: Unnecessary Roughness on Montreal 15 yards.,7,2
12:43,1,Pass,16,Trevor Harris pass to Curtis Steele for 16 yards to the Mtl26. Tackled by Mike Edem.,7,2
12:23,1,Pass,11,Trevor Harris pass to Curtis Steele for 11 yards to the Mtl15. Tackled by Billy Parker.,7,2
11:50,1,Incomplete Pass,0,Trevor Harris incomplete pass intended for Trent Guy.,7,2
11:21,2,Pass,15,Trevor Harris pass to Reggie Williams for 15 yards for a TOUCHDOWN.,7,8
10:53,0,Made Extra Point,0,Swayze Waters extra point is good.,7,9
10:53,0,Kickoff,18,Swayze Waters kicks off to the Mtl9. Noel Devine return for 18 yards to Mtl27. Tackled by Bryan Payton.,7,9
10:46,1,Rush,5,Tyrell Sutton rush for 5 yards to the Mtl32. Tackled by Jason Pottinger.,7,9
10:11,2,Incomplete Pass,0,Quinton Porter incomplete pass intended for D.L. Moore.,7,9
09:42,3,Punt,8,Delbert Alvarado punts for 54 yards to Tor24. Trent Guy return for 8 yards to Tor32. Tackled by Shea Emry.,7,9
09:28,1,Rush,5,Gerald Riggs Jr. rush for 5 yards to the Tor37. Tackled by Phillip Livas.,7,9
08:54,2,Incomplete Pass,0,Trevor Harris incomplete pass intended for Darvin Adams.,7,9
08:35,3,Punt,64,Swayze Waters punts for 51 yards to Mtl22. Noel Devine return for 64 yards to Tor24. Tackled by Swayze Waters.,7,9
08:07,1,Pass,8,Quinton Porter pass to Wallace Wright for 8 yards to the Tor16. Tackled by Jamie Robinson.,7,9
07:41,2,Rush,8,Tyrell Sutton rush for 8 yards to the Tor8. Tackled by James Yurichuk.,7,9
06:51,1,Rush,1,Tyrell Sutton rush for 1 yard to the Tor7. Tackled by Kenny Horsley.,7,9
06:18,0,Sack,-12,Sack at Tor7 for no gain by Cleyon Laing.  Recovered by Mtl (Matt Cleveland),7,9
05:24,3,Missed Field Goal,19,Delbert Alvarado 19 yard field goal attempt is GOOD.,10,9
05:24,1,Rush,6,Trevor Harris rush for 6 yards to the Tor41. Tackled by Kyries Hebert.,10,9
04:45,2,Rush,6,Trevor Harris rush for 6 yards to the Tor47.,10,9
04:09,1,Rush,-1,Gerald Riggs Jr. rush for a loss of 1 yard to the Tor46. Tackled by Bo Adebayo.,10,9
03:34,2,Pass,6,Trevor Harris pass to Gerald Riggs Jr. for 6 yards to the Tor52. Tackled by Kyries Hebert.,10,9
03:08,3,No Yards,42,Swayze Waters punts for 47 yards to Mtl11. Penalty: No Yards on Toronto -5 yards.,10,9
02:46,1,Incomplete Pass,0,Quinton Porter incomplete pass intended for Wallace Wright.,10,9
02:33,2,Incomplete Pass,0,Quinton Porter incomplete pass intended for Michael Campbell.,10,9
02:27,3,Punt,4,Delbert Alvarado punts for 50 yards to Tor44. Juaquin Iglesias return for 4 yards to Tor48. Tackled by Daryl Townsend.,10,9
02:16,1,Incomplete Pass,0,Trevor Harris incomplete pass intended for Julian Feoli-Gudino.,10,9
02:09,2,Sack,-8,Sack at Tor40 for a loss of 8 yards by Cyril Obiozor.,10,9
02:03,3,Illegal Punt,23,Swayze Waters punts for 33 yards to Mtl37. Penalty: Illegal Punt on Toronto (Swayze Waters) -10 yards.,10,9
01:36,1,Incomplete Pass,0,Quinton Porter incomplete pass intended for Duron Carter defensed by Jamie Robinson.,10,9
01:32,2,Incomplete Pass,0,Quinton Porter incomplete pass intended for D.L. Moore defensed by Cleyon Laing.,10,9
01:27,3,Punt,7,Delbert Alvarado punts for 50 yards to Tor13. Trent Guy return for 7 yards to Tor20. Tackled by Aaron Lavarias.,10,9
01:15,1,Pass,5,Trevor Harris pass to Trent Guy for 5 yards to the Tor25. Tackled by Tanner Marsh.,10,9
01:08,2,Incomplete Pass,0,Trevor Harris incomplete pass intended for Curtis Steele.,10,9
01:03,3,Punt,0,Swayze Waters punts for 51 yards to Mtl34. Duron Carter return for no gain to Mtl34.,10,9
00:52,1,Pass,5,Quinton Porter pass to Eric Deslauriers for 5 yards to the Mtl39. Tackled by Alonzo Lawrence.,10,9
00:42,2,Incomplete Pass,0,Quinton Porter incomplete pass intended for Michael Campbell.,10,9
00:23,3,Punt,-3,Delbert Alvarado punts for 61 yards to Tor10. Juaquin Iglesias return for a loss of 3 yards to Tor7. Tackled by Kendric Burney.,10,9
15:00,0,Kickoff,18,Delbert Alvarado kicks off to the Tor9. Major Culbert return for 18 yards to Tor27. Tackled by Devon Torrence.,10,9
14:49,1,Pass,10,Trevor Harris pass to Trent Guy for 10 yards to the Tor37. Tackled by Ed Gainey.,10,9
14:31,2,Rush,16,Gerald Riggs Jr. rush for 16 yards to the Tor53.,10,9
14:19,0,Roughing Passer,15,Penalty: Roughing Passer on Montreal 15 yards.,10,9
13:54,1,Rush,-1,Gerald Riggs Jr. rush for a loss of 1 yard to the Mtl43. Tackled by Ed Gainey.,10,9
13:17,2,Pass,9,Trevor Harris pass to Julian Feoli-Gudino for 9 yards to the Mtl34. Tackled by Kendric Burney.,10,9
12:29,3,Field Goal Single,54,54 yard field goal attempt by Swayze Waters is NO GOOD. Swayze Waters 0 yard field goal single attempt is GOOD.,10,10
12:29,1,Pass,10,Tanner Marsh pass to Michael Campbell for 10 yards to the Mtl45. Tackled by Major Culbert.,10,10
12:17,2,Pass,1,Tanner Marsh pass to Damone Blackman for 1 yard to the Mtl46. Tackled by Alonzo Lawrence.,10,10
11:38,1,Rush,6,Tanner Marsh rush for 6 yards to the Mtl52.,10,10
10:59,2,Pass,21,Tanner Marsh pass to D.L. Moore for 21 yards to the Tor37. Tackled by Quinten Lawrence.,10,10
10:14,1,Incomplete Pass,0,Tanner Marsh incomplete pass intended for Michael Campbell defensed by Jalil Carter.,10,10
09:50,0,Holding,-10,Penalty: Holding on Montreal (Anthony Barrette) -10 yards.,10,10
08:59,2,Pass,47,Tanner Marsh pass to Michael Campbell for 47 yards for a TOUCHDOWN.,16,10
08:49,0,Made Extra Point,0,Delbert Alvarado extra point is good.,17,10
08:49,0,Kickoff,7,Delbert Alvarado kicks off to the Tor11. Juaquin Iglesias return for 7 yards to Tor18. Tackled by Kendric Burney.,17,10
08:42,1,Incomplete Pass,0,Zach Collaros incomplete pass intended for Reggie Williams.,17,10
08:23,2,Incomplete Pass,0,Zach Collaros incomplete pass intended for Darvin Adams.,17,10
08:02,3,Punt,16,Swayze Waters punts for 54 yards to Mtl38. Duron Carter return for 16 yards to Mtl54. Tackled by Shane Horton.,17,10
07:36,1,Rush,4,Dahrran Diedrick rush for 4 yards to the Tor52. Tackled by Jonathan Hood.,17,10
07:07,2,Incomplete Pass,0,Tanner Marsh incomplete pass intended for Michael Campbell.,17,10
06:45,3,Time Count,-5,Penalty: Time Count on Montreal (Delbert Alvarado) -5 yards.,17,10
06:23,3,No Yards,1,Delbert Alvarado punts for 6 yards to Tor51. Penalty: No Yards on Montreal -5 yards.,17,10
06:08,1,Rush,4,Curtis Steele rush for 4 yards to the Mtl50. Tackled by Scott Paxson.,17,10
05:35,2,Rush,9,Zach Collaros rush for 9 yards to the Mtl41. Tackled by Mike Edem.,17,10
04:55,1,Rush,31,Curtis Steele rush for 31 yards to the Mtl10. Tackled by Ed Gainey.,17,10
04:10,1,Pass,9,Zach Collaros pass to Juaquin Iglesias for 9 yards to the Mtl1. Tackled by Mike Edem.,17,10
03:30,2,Rush,1,Zach Collaros rush for 1 yard for a TOUCHDOWN.,17,16
03:11,0,Made Extra Point,0,Swayze Waters extra point is good.,17,17
03:11,0,Kickoff,30,Swayze Waters kicks off to the Mtl11. Duron Carter return for 30 yards to Mtl41. Tackled by Quinten Lawrence.,17,17
03:01,1,Rush,5,Steven Lumbala rush for 5 yards to the Mtl46. Tackled by Shane Horton.,17,17
02:27,2,Incomplete Pass,0,Tanner Marsh incomplete pass intended for Wallace Wright.,17,17
02:03,3,Punt,15,Delbert Alvarado punts for 50 yards to Tor14. Juaquin Iglesias return for 15 yards to Tor29. Tackled by Daryl Townsend.,17,17
01:42,1,Pass,11,Zach Collaros pass to Trent Guy for 11 yards to the Tor40. Tackled by Winston Venable.,17,17
01:26,1,Rush,-1,Gerald Riggs Jr. rush for a loss of 1 yard to the Tor39.,17,17
00:45,2,Incomplete Pass,0,Zach Collaros incomplete pass intended for Darvin Adams.,17,17
00:30,3,Punt,0,Swayze Waters punts for 56 yards to Mtl15. Duron Carter return for no gain to Mtl15. Tackled by Major Culbert.,17,17
00:09,1,Rush,10,Tyrell Sutton rush for 10 yards to the Mtl25. Tackled by Shane Horton.,17,17
15:00,2,Rush,3,Tyrell Sutton rush for 3 yards to the Mtl28. Tackled by Shane Horton.,17,17
14:37,1,Rush,3,Josh Neiswander rush for 3 yards to the Mtl31.,17,17
14:12,2,Pass,20,Josh Neiswander pass to Michael Campbell for 20 yards to the Mtl51. Tackled by Jalil Carter.,17,17
12:53,0,Spearing,15,Penalty: Spearing on Toronto (Cleyon Laing) 15 yards.,17,17
12:29,1,Pass,10,Josh Neiswander pass to Wallace Wright for 10 yards to the Tor34.,17,17
12:08,0,Sack,-2,"Sack at Tor34 for no gain by Jermaine Reid., recovered by Mtl (Josh Neiswander). . Tackled by Jermaine Reid",17,17
11:41,0,Sack,-8,"Sack at Tor36 for no gain by Cleyon Laing., recovered by Mtl (Josh Neiswander). . Tackled by Cleyon Laing",17,17
11:21,1,Rush,10,Gerald Riggs Jr. rush for 10 yards to the Tor54. Tackled by Jamaan Webb.,17,17
10:50,2,Rush,2,Zach Collaros rush for 2 yards to the Mtl54. Tackled by Mike Lockley.,17,17
10:11,1,Rush,3,Gerald Riggs Jr. rush for 3 yards to the Mtl51. Tackled by Arland Bruce.,17,17
09:32,2,Sack,-20,Sack at Tor39 for a loss of 20 yards by Nicolas Boulay.,17,17
08:45,3,Punt,0,Swayze Waters punts for 49 yards to Mtl22. No return.,17,17
08:35,1,Pass,20,Josh Neiswander pass to Wallace Wright for 20 yards to the Mtl42. Tackled by Jamie Robinson.,17,17
07:57,1,Pass,11,Josh Neiswander pass to D.L. Moore for 11 yards to the Mtl53. Tackled by Quinten Lawrence.,17,17
07:20,1,Incomplete Pass,0,Josh Neiswander incomplete pass intended for Michael Campbell.,17,17
07:03,2,Pass,20,Josh Neiswander pass to Michael Campbell for 20 yards to the Tor37. Tackled by Jamie Robinson.,17,17
06:24,1,Rush,6,Steven Lumbala rush for 6 yards to the Tor31. Tackled by Kiante Tripp.,17,17
05:40,2,Rush,2,Josh Neiswander rush for 2 yards to the Tor29. Tackled by Eric Foster.,17,17
04:50,3,Missed Field Goal,36,Delbert Alvarado 36 yard field goal attempt is GOOD.,20,17
04:50,1,Pass,9,Zach Collaros pass to Trent Guy for 9 yards to the Tor44. Tackled by Aaron Lavarias.,20,17
04:18,2,Rush,23,Curtis Steele rush for 23 yards to the Mtl43. Tackled by Jamaan Webb.,20,17
03:32,1,Pass,14,Zach Collaros pass to Julian Feoli-Gudino for 14 yards to the Mtl29. Tackled by Winston Venable.,20,17
03:03,1,Incomplete Pass,0,Zach Collaros incomplete pass intended for Curtis Steele.,20,17
02:31,2,Pass,29,Zach Collaros pass to Juaquin Iglesias for 29 yards for a TOUCHDOWN.,20,23
02:31,0,Made Extra Point,0,Swayze Waters extra point is good.,20,24
02:31,0,Kickoff,29,Swayze Waters kicks off to the Mtl2. Phillip Livas return for 29 yards to Mtl31. Tackled by Julian Feoli-Gudino.,20,24
02:24,1,Pass,3,Josh Neiswander pass to Damone Blackman for 3 yards to the Mtl34. Tackled by Mister Alexander.,20,24
02:15,2,Incomplete Pass,0,Josh Neiswander incomplete pass intended for Damone Blackman.,20,24
01:58,3,Punt,25,Delbert Alvarado punts for 47 yards to Tor29. Trent Guy return for 25 yards to Tor54. Tackled by Winston Venable.,20,24
01:44,1,Rush,7,Curtis Steele rush for 7 yards to the Mtl49. Tackled by Jamaan Webb.,20,24
01:39,2,Rush,4,Curtis Steele rush for 4 yards to the Mtl45. Tackled by Kendric Burney.,20,24
01:18,1,Rush,9,Curtis Steele rush for 9 yards to the Mtl36. Tackled by Jamaan Webb.,20,24
01:12,2,Rush,4,Curtis Steele rush for 4 yards to the Mtl32. Tackled by Keynan Parker.,20,24
00:46,1,Rush,5,Curtis Steele rush for 5 yards to the Mtl27. Tackled by Marc-Olivier Brouillette.,20,24
