Time,Down,Type,Yards,Details,Montreal,Hamilton
15:00,1,Pass,7,Henry Burris pass to Andy Fantuz for 7 yards to the Ham45. Tackled by Bear Woods.,23,10
14:40,2,Pass,2,Henry Burris pass to Onrea Jones for 2 yards to the Ham47. Tackled by Billy Parker.,23,10
13:44,3,Rush,1,Dan LeFevour rush for 1 yard to the Ham48. Tackled by Shea Emry.,23,10
13:18,0,Holding,-10,Penalty: Holding on Montreal (Arland Bruce) -10 yards.,23,10
13:01,1,Incomplete Pass,0,Troy Smith incomplete pass intended for Arland Bruce defensed by Brandon Boudreaux.,23,10
12:42,2,Interception,6,Troy Smith pass intended for Arland Bruce INTERCEPTED by Simoni Lawrence and returned for 6 yards. Tackled by Tyrell Sutton.,23,10
11:51,1,Rush,45,Brandon Banks rush for 45 yards for a TOUCHDOWN.,23,16
11:29,0,Made Extra Point,0,Luca Congi extra point is good.,23,17
11:29,0,Holding,5,Luca Congi kicks off to the Mtl18. Tyrell Sutton return for 15 yards to Mtl33. Penalty: Holding on Montreal (Eric Deslauriers) -10 yards.,23,17
11:23,1,Pass,1,Troy Smith pass to Arland Bruce for 1 yard to the Mtl24. Tackled by Eric Norwood.,23,17
10:45,2,Fumble,6,"Troy Smith pass to Tyrell Sutton for 6 yards to the Mtl30. FUMBLE, recovered by Mtl (Ryan Bomben).",23,17
10:16,0,Fumble,15,", recovered by Mtl (Sean Whyte). Sean Whyte punts for 25 yards to Mtl55. FUMBLE Brandon Banks return for 15 yards to Mtl40. Tackled by Winston Venable.",23,17
09:51,1,Pass,15,Henry Burris pass to Andy Fantuz for 15 yards to the Mtl25. Tackled by Kyries Hebert.,23,17
09:25,1,Incomplete Pass,0,Henry Burris incomplete pass intended for Samuel Giguere defensed by Shea Emry.,23,17
08:52,2,Pass,6,Henry Burris pass to Samuel Giguere for 6 yards to the Mtl19. Tackled by Billy Parker.,23,17
08:08,3,Missed Field Goal,25,Luca Congi 25 yard field goal attempt is GOOD.,23,20
08:08,1,Rush,8,Tyrell Sutton rush for 8 yards to the Mtl43. Tackled by Brian Bulcke.,23,20
07:49,2,Rush,20,Tyrell Sutton rush for 20 yards to the Ham47. Tackled by Simoni Lawrence.,23,20
07:10,1,Pass,2,Troy Smith pass to S.J. Green for 2 yards to the Ham45. Tackled by Brandon Isaac.,23,20
06:16,2,Pass,9,Troy Smith pass to S.J. Green for 9 yards to the Ham36. Tackled by Evan McCollough.,23,20
05:51,1,Rush,1,Tyrell Sutton rush for 1 yard to the Ham35. Tackled by Eric Norwood.,23,20
05:25,2,Incomplete Pass,0,Troy Smith incomplete pass intended for Duron Carter.,23,20
04:04,3,Missed Field Goal,107,32 yard field goal attempt by Sean Whyte is NO GOOD.  Missed field goal returned by Brandon Banks for a TOUCHDOWN.,23,26
03:43,0,Made Extra Point,0,Luca Congi extra point is good.,23,27
03:43,0,Kickoff,25,Luca Congi kicks off to the Mtl23. Tyrell Sutton return for 25 yards to Mtl48. Tackled by Marc Beswick.,23,27
03:37,1,Pass,16,Troy Smith pass to Jerome Messam for 16 yards to the Ham46. Tackled by Courtney Stephen.,23,27
03:01,1,Pass,12,Troy Smith pass to Duron Carter for 12 yards to the Ham34. Tackled by Evan McCollough.,23,27
02:45,1,Incomplete Pass,0,Troy Smith incomplete pass intended for Bo Bowling.,23,27
02:34,2,Incomplete Pass,0,Troy Smith incomplete pass intended for Bo Bowling.,23,27
02:18,3,Field Goal Single,44,44 yard field goal attempt by Sean Whyte is NO GOOD (Single) (Single).,24,27
02:18,1,Rush,3,Jeremiah Masoli rush for 3 yards to the Ham38. Tackled by Byron Parker.,24,27
02:11,2,Pass,8,Henry Burris pass to C.J. Gable for 8 yards to the Ham46. Tackled by Shea Emry.,24,27
01:47,1,Rush,2,Brandon Banks rush for 2 yards to the Ham48. Tackled by Jerald Brown.,24,27
01:25,0,Illegal Contact,10,Penalty: Illegal Contact on Montreal (Geoff Tisdale) 10 yards.,24,27
01:01,1,Rush,4,Jeremiah Masoli rush for 4 yards to the Mtl48. Tackled by John Bowman.,24,27
00:54,0,Holding,-10,Penalty: Holding on Hamilton (Tim O'Neill) -10 yards.,24,27
00:49,2,Rush,11,Jeremiah Masoli rush for 11 yards to the Mtl47. Tackled by Kyries Hebert.,24,27
00:43,3,Punt,7,Josh Bartel punts for 37 yards to Mtl10. Bo Bowling return for 7 yards to Mtl17. Tackled by James Rogers.,24,27
00:18,1,Incomplete Pass,0,Troy Smith incomplete pass intended for Eric Deslauriers.,24,27
00:14,2,Incomplete Pass,0,Troy Smith incomplete pass intended for Tyrell Sutton.,24,27
00:08,3,Incomplete Pass,0,Troy Smith incomplete pass intended for Arland Bruce.,24,27
