Time,Down,Type,Yards,Details,Hamilton,Montreal
08:00,2,Pass,12,Troy Smith pass to Bo Bowling for 12 yards to the Mtl46. Tackled by Courtney Stephen.,0,0
06:56,1,Pass,64,Troy Smith pass to S.J. Green for 64 yards for a TOUCHDOWN.,0,6
06:46,0,Made Extra Point,0,Sean Whyte extra point is good.,0,7
06:46,0,Kickoff,14,Sean Whyte kicks off to the Ham20. C.J. Gable return for 14 yards to Ham34. Tackled by Walter Spencer.,0,7
06:39,1,Sack,-6,Sack at Ham28 for a loss of 6 yards by Chip Cox.,0,7
06:16,0,Sack,-10,FUMBLE Sack at Ham28 for no gain by John Bowman. . Tackled by John Bowman,0,7
05:30,3,Punt,34,Josh Bartel punts for 48 yards to Mtl44. Bo Bowling return for 34 yards to Ham32. Tackled by Nate Bussey.,0,7
05:04,0,Illegal Contact,10,Penalty: Illegal Contact on Hamilton (Evan McCollough) 10 yards.,0,7
04:39,1,Face Mask,13,Troy Smith rush for 5 yards to the Ham17. Tackled by Simoni Lawrence. Penalty: Face Mask on Hamilton (Eric Norwood) 8 yards.,0,7
04:18,1,Rush,7,Arland Bruce rush for 7 yards to the Ham2. Tackled by  .,0,7
03:15,2,Pass,2,Troy Smith pass to S.J. Green for 2 yards for a TOUCHDOWN.,0,13
03:03,0,Made Extra Point,0,Sean Whyte extra point is good.,0,14
03:03,0,Kickoff,15,Sean Whyte kicks off to the Ham24. C.J. Gable return for 15 yards to Ham39. Tackled by  .,0,14
02:58,1,Pass,2,Henry Burris pass to C.J. Gable for 2 yards to the Ham41. Tackled by Chip Cox.,0,14
02:24,2,Illegal Procedure,-5,Penalty: Illegal Procedure on Hamilton (Marc Dile) -5 yards.,0,14
01:51,2,Rush,1,Henry Burris rush for 1 yard to the Ham37. Tackled by Shea Emry.,0,14
01:26,3,Holding,57,Josh Bartel punts for 57 yards to Mtl16. Penalty: Illegal Interference on Hamilton (Rico Murray) -10 yards. Penalty: Holding on Montreal (Mike Edem) 10 yards.,0,14
01:06,0,Roughing Passer,15,Penalty: Roughing Passer on Hamilton (Brian Bulcke) 15 yards.,0,14
00:42,1,Incomplete Pass,0,Troy Smith incomplete pass intended for S.J. Green.,0,14
00:24,2,Incomplete Pass,0,Troy Smith incomplete pass intended for Arland Bruce.,0,14
00:04,3,Punt,2,Sean Whyte punts for 43 yards to Ham36. Brandon Banks return for 2 yards to Ham38. Tackled by  .,0,14
15:00,1,Pass,13,Henry Burris pass to Bakari Grant for 13 yards to the Ham51. Tackled by Byron Parker.,0,14
14:42,1,Incomplete Pass,0,Henry Burris incomplete pass intended for Bakari Grant.,0,14
14:23,2,Pass,40,Henry Burris pass to Andy Fantuz for 40 yards to the Mtl19. Tackled by Geoff Tisdale.,0,14
13:56,1,Incomplete Pass,0,Henry Burris incomplete pass intended for Andy Fantuz.,0,14
13:20,2,Incomplete Pass,0,Henry Burris incomplete pass intended for Samuel Giguere.,0,14
12:39,3,Missed Field Goal,26,26 yard field goal attempt is GOOD.,3,14
12:39,1,Rush,5,Arland Bruce rush for 5 yards to the Mtl40. Tackled by Brandon Boudreaux.,3,14
12:26,2,Pass,9,Troy Smith pass to S.J. Green for 9 yards to the Mtl49. Tackled by Emanuel Davis.,3,14
11:36,1,Incomplete Pass,0,Troy Smith incomplete pass intended for Duron Carter.,3,14
11:16,2,Pass,20,Troy Smith pass to Duron Carter for 20 yards to the Ham41. Tackled by Rico Murray.,3,14
10:53,1,Rush,11,Tyrell Sutton rush for 11 yards to the Ham30. Tackled by Courtney Stephen.,3,14
10:27,1,Rush,11,Tyrell Sutton rush for 11 yards to the Ham19. Tackled by Simoni Lawrence.,3,14
09:14,1,Rush,19,Tyrell Sutton rush for 19 yards for a TOUCHDOWN.,3,20
09:00,0,Made Extra Point,0,Sean Whyte extra point is good.,3,21
09:00,0,Unnecessary Roughness,35,Sean Whyte kicks off to the Ham25. C.J. Gable return for 20 yards to Ham45. Tackled by Nicolas Boulay. Penalty: Unnecessary Roughness on Montreal (Jamahl Knowles) 15 yards.,3,21
08:54,1,Rush,2,C.J. Gable rush for 2 yards to the Mtl48. Tackled by John Bowman.,3,21
08:20,2,Incomplete Pass,0,Henry Burris incomplete pass intended for Brandon Banks defensed by Jerald Brown.,3,21
07:47,3,Punt,6,Josh Bartel punts for 41 yards to Mtl7. Bo Bowling return for 6 yards to Mtl13. Tackled by C.O. Prime.,3,21
07:31,1,Pass,15,Troy Smith pass to Tyrell Sutton for 15 yards to the Mtl28. Tackled by  .,3,21
07:12,1,Pass,5,Troy Smith pass to S.J. Green for 5 yards to the Mtl33. Tackled by Evan McCollough.,3,21
06:37,2,Pass,8,Troy Smith pass to Tyrell Sutton for 8 yards to the Mtl41. Tackled by Rico Murray.,3,21
05:54,1,Incomplete Pass,0,Troy Smith incomplete pass intended for S.J. Green.,3,21
05:35,2,Incomplete Pass,0,Troy Smith incomplete pass intended for Duron Carter defensed by Evan McCollough.,3,21
05:08,3,Punt,6,Sean Whyte punts for 40 yards to Ham29. Brandon Banks return for 6 yards to Ham35. Tackled by Curtis Dublanko.,3,21
04:44,1,Pass,7,Henry Burris pass to Brandon Banks for 7 yards to the Ham42. Tackled by Marc-Olivier Brouillette.,3,21
04:17,2,Rush,1,C.J. Gable rush for 1 yard to the Ham43. Tackled by Shea Emry.,3,21
03:50,3,Punt,58,Josh Bartel punts for 42 yards to Mtl25. Bo Bowling return for 58 yards to Ham27. Tackled by Rico Murray.,3,21
03:19,1,Rush,2,Tyrell Sutton rush for 2 yards to the Ham25. Tackled by  .,3,21
03:00,2,Incomplete Pass,0,Troy Smith incomplete pass intended for Duron Carter.,3,21
02:39,3,Missed Field Goal,32,Sean Whyte 32 yard field goal attempt is GOOD.,3,24
02:39,1,Incomplete Pass,0,Henry Burris incomplete pass intended for C.J. Gable.,3,24
02:34,2,Pass,3,Henry Burris pass to C.J. Gable for 3 yards to the Ham38. Tackled by Jerald Brown.,3,24
02:27,3,Punt,11,Josh Bartel punts for 45 yards to Mtl27. Arland Bruce return for 11 yards to Mtl38. Tackled by Nate Bussey.,3,24
02:14,1,Pass,5,Troy Smith pass to Tyrell Sutton for 5 yards to the Mtl43. Tackled by Brandon Boudreaux.,3,24
02:07,2,Pass,9,Troy Smith pass to Eric Deslauriers for 9 yards to the Mtl52. Tackled by Arthur Hobbs.,3,24
01:48,1,Rush,0,Tyrell Sutton rush for no gain to the Mtl52. Tackled by Brandon Boudreaux.,3,24
01:23,2,Pass,32,Troy Smith pass to Duron Carter for 32 yards to the Ham26. Tackled by Simoni Lawrence.,3,24
00:32,1,Pass,26,Troy Smith pass to Arland Bruce for 26 yards for a TOUCHDOWN.,3,30
00:32,0,Made Extra Point,0,Sean Whyte extra point is good.,3,31
00:32,0,Kickoff,16,Sean Whyte kicks off to the Ham34. Arnaud Gascon-Nadon return for 16 yards to Ham50. Tackled by Shea Emry.,3,31
00:26,1,Pass,10,Henry Burris pass to Samuel Giguere for 10 yards to the Mtl50. Tackled by Kyries Hebert.,3,31
00:20,1,Incomplete Pass,0,Henry Burris incomplete pass intended for Onrea Jones.,3,31
00:06,2,Incomplete Pass,0,Henry Burris incomplete pass intended for Bakari Grant.,3,31
15:00,0,Kickoff,12,kicks off to the Mtl38. Bear Woods return for 12 yards to Mtl50. Tackled by Marc Beswick.,3,31
14:54,0,Holding,-10,Penalty: Holding on Montreal (Luc Brodeur-Jourdain) -10 yards.,3,31
14:35,1,Rush,7,Tyrell Sutton rush for 7 yards to the Mtl47. Tackled by Simoni Lawrence.,3,31
14:11,2,Pass,13,Troy Smith pass to Eric Deslauriers for 13 yards to the Ham50. Tackled by Evan McCollough.,3,31
13:32,1,Incomplete Pass,0,Troy Smith incomplete pass intended for Arland Bruce defensed by Brandon Isaac.,3,31
12:51,2,Incomplete Pass,0,Troy Smith incomplete pass intended for S.J. Green.,3,31
12:35,0,Too Many Men on Field,-10,Penalty: Too Many Men on Field on Hamilton -10 yards.,3,31
12:20,0,Roughing Passer,15,Penalty: Roughing Passer on Hamilton (Simoni Lawrence) 15 yards.,3,31
12:03,1,Rush,9,Troy Smith rush for 9 yards to the Ham16. Tackled by Rico Murray.,3,31
11:39,2,Rush,2,Tyrell Sutton rush for 2 yards to the Ham14. Tackled by Eric Norwood.,3,31
10:44,1,Rush,-4,Arland Bruce rush for a loss of 4 yards to the Ham18. Tackled by Brandon Boudreaux.,3,31
10:03,2,Incomplete Pass,0,Troy Smith incomplete pass intended for S.J. Green.,3,31
09:09,3,Missed Field Goal,25,Sean Whyte 25 yard field goal attempt is GOOD.,3,34
09:09,1,Objectionable Conduct,4,Henry Burris pass intended for Bakari Grant INTERCEPTED by Geoff Tisdale and returned for 14 yards. Tackled by Bakari Grant. Penalty: Objectionable Conduct on Montreal (Geoff Tisdale) -10 yards.,3,34
08:58,1,Rush,1,Tyrell Sutton rush for 1 yard to the Ham36. Tackled by Hasan Hazime.,3,34
08:34,2,Incomplete Pass,0,Troy Smith incomplete pass intended for S.J. Green.,3,34
07:59,3,Incomplete Pass,0,Troy Smith incomplete pass intended for S.J. Green.,3,34
07:46,1,Pass,4,Henry Burris pass to Brandon Banks for 4 yards to the Ham40. Tackled by Kyries Hebert.,3,34
07:19,0,Pass Interference,8,Penalty: Pass Interference on Montreal (Geoff Tisdale) 8 yards.,3,34
06:45,1,Incomplete Pass,0,Henry Burris incomplete pass intended for Onrea Jones.,3,34
06:24,2,Incomplete Pass,0,Henry Burris incomplete pass intended for Onrea Jones defensed by Byron Parker.,3,34
05:56,3,Holding,52,Josh Bartel punts for 42 yards to Mtl20. Penalty: Holding on Montreal (Ed Gainey) 10 yards.,3,34
05:43,1,Rush,16,Tyrell Sutton rush for 16 yards to the Mtl26. Tackled by Courtney Stephen.,3,34
05:19,1,Incomplete Pass,0,Troy Smith incomplete pass intended for S.J. Green.,3,34
04:37,2,Pass,9,Troy Smith pass to Tyrell Sutton for 9 yards to the Mtl35. Tackled by Emanuel Davis.,3,34
04:11,3,Rush,2,Troy Smith rush for 2 yards to the Mtl37. Tackled by  .,3,34
03:50,1,Rush,3,Tyrell Sutton rush for 3 yards to the Mtl40. Tackled by  .,3,34
03:03,2,Incomplete Pass,0,Troy Smith incomplete pass intended for Arland Bruce.,3,34
02:31,3,Punt,4,Sean Whyte punts for 44 yards to Ham26. Brandon Banks return for 4 yards to Ham30. Tackled by Bear Woods.,3,34
02:08,1,Pass,10,Dan LeFevour pass to Bakari Grant for 10 yards to the Ham40. Tackled by Byron Parker.,3,34
01:45,2,Rush,2,Dan LeFevour rush for 2 yards to the Ham42. Tackled by Alan-Michael Cash.,3,34
01:16,1,Rush,6,Dan LeFevour rush for 6 yards to the Ham48. Tackled by Chip Cox.,3,34
00:40,2,Incomplete Pass,0,Dan LeFevour incomplete pass intended for Bakari Grant.,3,34
00:05,3,Holding,47,Josh Bartel punts for 37 yards to Mtl25. Penalty: Holding on Montreal (Walter Spencer) 10 yards.,3,34
00:01,1,Rush,4,Tyrell Sutton rush for 4 yards to the Mtl19. Tackled by Brandon Boudreaux.,3,34
15:00,0,Sack,-11,FUMBLE Sack at Mtl19 for no gain by Brandon Boudreaux. . Tackled by Torrey Davis,3,34
14:02,3,Safety,-8,Safety,5,34
14:02,0,Kickoff,13,Sean Whyte kicks off to the Ham32. C.J. Gable return for 13 yards to Ham45. Tackled by Ed Gainey.,5,34
13:56,1,Pass,8,Dan LeFevour pass to Samuel Giguere for 8 yards to the Ham53. Tackled by Ed Gainey.,5,34
13:32,2,Rush,10,rush for 10 yards to the Mtl47. Tackled by Ed Gainey.,5,34
13:05,1,Sack,-8,Sack at Ham55 for a loss of 8 yards by John Bowman.,5,34
12:21,2,Pass,13,Dan LeFevour pass to C.J. Gable for 13 yards to the Mtl42. Tackled by Billy Parker.,5,34
11:39,3,Sack,-4,Sack at Mtl46 for a loss of 4 yards by Chip Cox.,5,34
10:59,1,Pass,6,Troy Smith pass to S.J. Green for 6 yards to the Mtl52.,5,34
10:35,2,Incomplete Pass,0,Troy Smith incomplete pass intended for Eric Deslauriers.,5,34
10:12,3,Punt,-3,Sean Whyte punts for 43 yards to Ham15. Brandon Banks return for a loss of 3 yards to Ham12. Tackled by Chip Cox.,5,34
09:42,1,Pass,6,Dan LeFevour pass to Dobson Collins for 6 yards to the Ham18. Tackled by Jerald Brown.,5,34
09:26,2,Sack,-12,Sack at Ham6 for a loss of 12 yards by Kyries Hebert.,5,34
08:38,3,Safety,-6,Safety,5,36
08:38,1,Rush,2,Jerome Messam rush for 2 yards to the Mtl37. Tackled by Simoni Lawrence.,5,36
08:25,2,Pass,11,Troy Smith pass to Bo Bowling for 11 yards to the Mtl48. Tackled by Rico Murray.,5,36
07:47,1,Pass,1,Troy Smith pass to Arland Bruce for 1 yard to the Mtl49. Tackled by Arthur Hobbs.,5,36
07:12,2,Incomplete Pass,0,Troy Smith incomplete pass intended for S.J. Green.,5,36
06:51,3,Holding,50,Sean Whyte punts for 40 yards to Ham21. Penalty: Holding on Hamilton 10 yards.,5,36
06:16,0,Rush,26,"FUMBLE Dan LeFevour rush for 26 yards to the Ham37., recovered by Ham (Bakari Grant).",5,36
05:30,1,Pass,3,Dan LeFevour pass to   for 3 yards to the Ham40. Tackled by Shea Emry.,5,36
05:14,2,Pass,6,Dan LeFevour pass to   for 6 yards to the Ham46. Tackled by Shea Emry.,5,36
04:31,3,Rush,2,Dan LeFevour rush for 2 yards to the Ham48. Tackled by Shea Emry.,5,36
03:51,1,Pass,16,Dan LeFevour pass to Andy Fantuz for 16 yards to the Mtl46. Tackled by Chip Cox.,5,36
03:00,1,Pass,10,Dan LeFevour pass to C.J. Gable for 10 yards to the Mtl36. Tackled by Chip Cox.,5,36
02:43,1,Pass,10,Dan LeFevour pass to Samuel Giguere for 10 yards to the Mtl26. Tackled by Billy Parker.,5,36
02:37,1,Rush,5,rush for 5 yards to the Mtl21. Tackled by Aaron Lavarias.,5,36
02:16,2,Incomplete Pass,0,Dan LeFevour incomplete pass intended for Bakari Grant.,5,36
01:52,3,Incomplete Pass,0,Dan LeFevour incomplete pass intended for Dobson Collins defensed by Jerald Brown.,5,36
01:48,1,Rush,4,Walter Spencer rush for 4 yards to the Mtl25. Tackled by Eric Norwood.,5,36
01:43,2,Incomplete Pass,0,Josh Neiswander incomplete pass intended for S.J. Green defensed by Simoni Lawrence.,5,36
01:23,3,Punt,13,Sean Whyte punts for 49 yards to Ham36. Brandon Banks return for 13 yards to Ham49. Tackled by Mike Edem.,5,36
01:11,1,Rush,14,Dan LeFevour rush for 14 yards to the Mtl47. Tackled by  .,5,36
01:03,1,Pass,16,Dan LeFevour pass to Andy Fantuz for 16 yards to the Mtl31. Tackled by  .,5,36
00:39,1,Incomplete Pass,0,Dan LeFevour incomplete pass intended for Samuel Giguere.,5,36
00:16,2,Incomplete Pass,0,Dan LeFevour incomplete pass intended for Samuel Giguere.,5,36
00:11,3,Incomplete Pass,0,Dan LeFevour incomplete pass intended for Andy Fantuz defensed by Michael Carter.,5,36
