Time,Down,Type,Yards,Details,Toronto,Winnipeg
13:04,0,Made Extra Point,0,Anthony Alix extra point is good.,7,3
13:04,0,Illegal Participation,27,Anthony Alix kicks off to the Wpg3. Quintin McCree return for 17 yards to Wpg20. Tackled by Quinn Porter. Penalty: Illegal Participation on Toronto 10 yards.,7,3
12:58,1,Pass,4,Max Hall pass to Chris Garrett for 4 yards to the Wpg34. Tackled by Nekos Brown.,7,3
12:29,2,Incomplete Pass,0,Max Hall incomplete pass intended for Isaac Anderson.,7,3
12:11,3,Punt,7,Mike Renaud punts for 41 yards to Tor35. Trent Guy return for 7 yards to Tor42. Tackled by Wendell Brown.,7,3
11:58,1,Pass,7,Zach Collaros pass to Trent Guy for 7 yards to the Tor49. Tackled by Pierre-Luc Labbe.,7,3
11:10,2,Rush,-2,Curtis Steele rush for a loss of 2 yards to the Tor47. Tackled by Ryan Lucas.,7,3
10:49,3,Holding,56,Anthony Alix punts for 46 yards to Wpg17. Penalty: Holding on Winnipeg (Dekota Marshall) 10 yards.,7,3
10:31,1,Rush,-1,Chris Garrett rush for a loss of 1 yard to the Wpg7. Tackled by Jermaine Gabriel.,7,3
10:10,2,Pass,3,Max Hall pass to Chris Garrett for 3 yards to the Wpg10. Tackled by Major Culbert.,7,3
09:31,3,Punt - Team Recover Own Punt,37,Mike Renaud punts for 37 yards to Wpg47.  Mike Renaud recovered own teams punt.,7,3
09:18,1,Rush,6,Chris Garrett rush for 6 yards to the Wpg53. Tackled by Major Culbert.,7,3
09:00,2,Pass,7,Max Hall pass to Isaac Anderson for 7 yards to the Tor50. Tackled by Jalil Carter.,7,3
08:16,1,Incomplete Pass,0,Max Hall incomplete pass intended for Isaac Anderson.,7,3
07:55,2,Rush,-1,Chris Garrett rush for a loss of 1 yard to the Tor51. Tackled by Jonathan Williams.,7,3
07:27,3,Punt,0,Mike Renaud punts for 39 yards to Tor12. No return.,7,3
07:03,1,Rush,11,Curtis Steele rush for 11 yards to the Tor23. Tackled by Dan West.,7,3
06:35,1,Rush,19,Zach Collaros rush for 19 yards to the Tor42. Tackled by David James.,7,3
06:00,1,Pass,10,Zach Collaros pass to Tyler Beiler for 10 yards to the Tor52. Tackled by Marty Markett.,7,3
05:37,2,Offside,5,Penalty: Offside on Winnipeg (Kenny Mainor) 5 yards.,7,3
05:19,1,Pass,-2,Zach Collaros pass to Curtis Steele for a loss of 2 yards to the Tor55. Tackled by Pierre-Luc Labbe.,7,3
04:42,2,Incomplete Pass,0,Zach Collaros incomplete pass intended for Tyler Beiler.,7,3
04:29,3,Unnecessary Roughness,1,Anthony Alix punts for 45 yards to Wpg10. Jameze Massey return for 12 yards to Wpg22. Tackled by Mike Montoya. Penalty: Unnecessary Roughness on Winnipeg (Marcus Hyde) -11 yards.,7,3
04:10,0,Pass Interference,10,Penalty: Pass Interference on Toronto (Alonzo Lawrence) 10 yards.,7,3
03:54,1,Incomplete Pass,0,Max Hall incomplete pass intended for Quintin McCree.,7,3
03:36,2,Incomplete Pass,0,Max Hall incomplete pass intended for Isaac Anderson.,7,3
03:16,3,Punt,22,Mike Renaud punts for 56 yards to Tor33. Quincy Hurst return for 22 yards to Tor55. Tackled by Wendell Brown.,7,3
02:46,1,Incomplete Pass,0,Zach Collaros incomplete pass intended for Darvin Adams.,7,3
02:34,2,Pass,5,Zach Collaros pass to John Chiles for 5 yards to the Wpg50. Tackled by Marty Markett.,7,3
02:27,3,Punt,9,Anthony Alix punts for 44 yards to Wpg6. Jameze Massey return for 9 yards to Wpg15. Tackled by James Yurichuk.,7,3
02:01,1,Interception,0,Max Hall pass INTERCEPTED by Jonathan Williams. No return. Tackled by Steve Morley.,7,3
01:56,1,Unnecessary Roughness,11,Zach Collaros rush for 6 yards to the Wpg10. Tackled by Kenny Mainor. Penalty: Unnecessary Roughness on Winnipeg (Kenny Mainor) 5 yards.,7,3
01:48,1,Illegal Procedure,-5,Penalty: Illegal Procedure on Toronto (Zach Collaros) -5 yards.,7,3
01:37,1,Pass,10,Zach Collaros pass to Trent Guy for 10 yards for a TOUCHDOWN.,13,3
01:37,0,Made Extra Point,0,Anthony Alix extra point is good.,14,3
01:37,0,Kickoff,33,Anthony Alix kicks off to the Wpg10. Trevor Kennedy return for 33 yards to Wpg43. Tackled by Darvin Adams.,14,3
01:31,1,Pass,5,Max Hall pass to Tim Hutchinson for 5 yards to the Wpg48. Tackled by Jamie Robinson.,14,3
01:25,2,Rush,2,Chris Garrett rush for 2 yards to the Wpg50. Tackled by Mister Alexander.,14,3
01:14,3,Punt,9,Mike Renaud punts for 46 yards to Tor14. Tyler Beiler return for 9 yards to Tor23.,14,3
00:46,1,Rush,4,Curtis Steele rush for 4 yards to the Tor27. Tackled by Kenny Mainor.,14,3
00:42,2,Pass,16,Zach Collaros pass to Reggie Williams for 16 yards to the Tor43. Tackled by Marty Markett.,14,3
00:24,1,Pass,11,Zach Collaros pass to Curtis Steele for 11 yards to the Tor54. Tackled by Bert Brown.,14,3
00:16,1,Incomplete Pass,0,Zach Collaros incomplete pass intended for Reggie Williams.,14,3
00:09,2,Pass,9,Zach Collaros pass to Reggie Williams for 9 yards to the Wpg47. Tackled by Marty Markett.,14,3
00:01,3,Pass,29,Zach Collaros pass to Darvin Adams for 29 yards to the Wpg18. Tackled by Bert Brown.,14,3
15:00,0,Kickoff,20,Brett Cameron kicks off to the Tor15. Quinn Porter return for 20 yards to Tor35. Tackled by Michel-Pierre Pontbriand.,14,3
14:54,1,Rush,4,Mitchell Gale rush for 4 yards to the Tor39. Tackled by Wendell Brown.,14,3
14:10,2,Rush,15,Mitchell Gale rush for 15 yards to the Tor54.,14,3
13:52,1,Rush,10,Mitchell Gale rush for 10 yards to the Wpg46.,14,3
13:24,2,Rush,2,Jeff Johnson rush for 2 yards to the Wpg44. Tackled by Jeremy McGee.,14,3
12:48,1,Pass,35,Mitchell Gale pass to Romby Bryant for 35 yards to the Wpg9. Tackled by Jeremy McGee.,14,3
12:20,1,Incomplete Pass,0,Mitchell Gale incomplete pass intended for Reggie Williams.,14,3
12:12,0,Roughing Passer,4,Penalty: Roughing Passer on Winnipeg 4 yards.,14,3
11:44,1,Rush,0,Jeff Johnson rush for no gain to the Wpg5. Tackled by Wendell Brown.,14,3
11:03,2,Incomplete Pass,0,Mitchell Gale incomplete pass intended for Romby Bryant.,14,3
10:33,3,Missed Field Goal,12,Anthony Alix 12 yard field goal attempt is GOOD.,17,3
10:33,0,Kickoff,22,Anthony Alix kicks off to the Wpg10. Quintin McCree return for 22 yards to Wpg32. Tackled by Nekos Brown.,17,3
10:26,1,Rush,2,Will Ford rush for 2 yards to the Wpg34. Tackled by Nekos Brown.,17,3
09:47,2,Rush,4,Justin Goltz rush for 4 yards to the Wpg38. Tackled by Major Culbert.,17,3
09:08,3,No Yards,16,Brett Cameron punts for 31 yards to Tor41. Penalty: No Yards on Winnipeg -15 yards.,17,3
08:54,1,Incomplete Pass,0,Mitchell Gale incomplete pass intended for Romby Bryant.,17,3
08:37,2,Sack,-4,Sack at Tor52 for a loss of 4 yards by Marquis Frazier.,17,3
08:05,3,Rush,25,Anthony Alix rush for 25 yards to the Wpg33. Tackled by Trevor Kennedy.,17,3
07:48,1,Pass,5,Mitchell Gale pass to Trent Guy for 5 yards to the Wpg28. Tackled by Marquis Frazier.,17,3
07:08,2,Sack,-7,Sack at Wpg35 for a loss of 7 yards by Freddie Harris.,17,3
06:12,3,Missed Field Goal,91,54 yard field goal attempt by Anthony Alix is NO GOOD.  Missed field goal returned by Jameze Massey to the Tor38. Tackled by Major Culbert.,17,3
05:40,1,Pass,14,Justin Goltz pass to Quintin McCree for 14 yards to the Tor24. Tackled by Jermaine Gabriel.,17,3
05:00,1,Pass,9,Justin Goltz pass to Doug Pierce for 9 yards to the Tor15. Tackled by Shane Herbert.,17,3
04:20,2,Illegal Procedure,-5,Penalty: Illegal Procedure on Winnipeg -5 yards.,17,3
04:15,2,Sack,-10,Sack at Tor30 for a loss of 10 yards by Major Culbert.,17,3
03:33,3,Missed Field Goal,37,Brett Cameron 37 yard field goal attempt is GOOD.,17,6
03:33,0,Kickoff,18,Brett Cameron kicks off to the Tor17. Tyler Beiler return for 18 yards to Tor35. Tackled by Desia Dunn.,17,6
03:28,1,Rush,14,Curtis Steele rush for 14 yards to the Tor49. Tackled by Dan West.,17,6
02:55,1,Rush,11,Curtis Steele rush for 11 yards to the Wpg50. Tackled by Dan West.,17,6
02:28,1,Pass,20,Mitchell Gale pass to Juaquin Iglesias for 20 yards to the Wpg30. Tackled by Marty Markett.,17,6
01:55,1,Incomplete Pass,0,Mitchell Gale incomplete pass intended for Romby Bryant defensed by David James.,17,6
01:37,2,Rush,23,Mitchell Gale rush for 23 yards to the Wpg7.,17,6
01:08,1,Pass,2,Mitchell Gale pass to Reggie Williams for 2 yards to the Wpg5. Tackled by Marty Markett.,17,6
00:17,2,Pass,5,Mitchell Gale pass to Romby Bryant for 5 yards for a TOUCHDOWN.,23,6
00:00,0,Made Extra Point,0,Anthony Alix extra point is good.,24,6
15:00,0,Kickoff,23,Anthony Alix kicks off to the Wpg10. Quintin McCree return for 23 yards to Wpg33. Tackled by Alonzo Lawrence.,24,6
14:54,1,Rush,12,Chase Clement rush for 12 yards to the Wpg45. Tackled by Shane Herbert.,24,6
14:19,1,Objectionable Conduct,-10,Chase Clement pass intended for Jameze Massey INTERCEPTED by Matt Black. No return. Tackled by Trevor Kennedy. Penalty: Objectionable Conduct on Toronto -10 yards.,24,6
13:57,1,Rush,7,Quinn Porter rush for 7 yards to the Tor31. Tackled by Chad Faulcon.,24,6
13:18,2,Fumble,-1,"Quinn Porter rush for a loss of 1 yard to the Tor30., recovered by Wpg (Wendell Brown). FUMBLE",24,6
12:56,1,Pass,24,Chase Clement pass to Jade Etienne for 24 yards to the Tor6. Tackled by Joshua Gatlin.,24,6
12:28,1,Offside,3,Penalty: Offside on Toronto 3 yards.,24,6
12:20,1,Rush,0,Chase Clement rush for no gain to the Tor3. Tackled by Kenny Horsley.,24,6
11:48,2,Sack,-3,Sack at Tor6 for a loss of 3 yards by Jamie Robinson.,24,6
11:19,3,Incomplete Pass,0,Chase Clement incomplete pass intended for Jameze Massey.,24,6
11:02,3,Rush,39,Quinn Porter rush for 39 yards to the Tor45. Tackled by Wendell Brown.,24,6
09:57,1,Rush,0,Quinn Porter rush for no gain to the Tor45. Tackled by Marquis Frazier.,24,6
09:44,1,Rush,5,Josh Portis rush for 5 yards to the Tor50. Tackled by Chad Faulcon.,24,6
08:54,3,Punt,5,Anthony Alix punts for 38 yards to Wpg22. Trevor Kennedy return for 5 yards to Wpg27. Tackled by Quinn Porter.,24,6
08:32,1,Rush,5,Anthony Woodson rush for 5 yards to the Wpg40. Tackled by Jason Pottinger.,24,6
07:44,2,Rush,0,Anthony Woodson rush for no gain to the Wpg40. Tackled by Jonathan Hood.,24,6
07:01,1,Pass,8,Chase Clement pass to Trevor Kennedy for 8 yards to the Wpg48. Tackled by Antonio Leak.,24,6
06:16,2,Rush,1,Anthony Woodson rush for 1 yard to the Wpg49. Tackled by Jonathan Williams.,24,6
05:41,3,Rush,10,Anthony Woodson rush for 10 yards to the Tor51. Tackled by Antonio Leak.,24,6
05:12,1,Pass,0,Chase Clement pass to Jade Etienne for 7 yards to the Tor44. Juaquin Iglesias return for no gain to Tor44.,24,6
04:52,2,Rush,0,Anthony Woodson rush for no gain to the Tor44. Tackled by David James.,24,6
04:14,3,Punt,0,Tim Hutchinson punts for 36 yards to Tor8. Juaquin Iglesias return for no gain to Tor8. Tackled by Chad Faulcon.,24,6
03:15,1,Pass,6,Josh Portis pass to Julian Feoli-Gudino for 6 yards to the Tor15. Tackled by David James.,24,6
02:56,2,Pass,3,Josh Portis pass to Quinn Porter for 3 yards to the Tor18. Tackled by Wendell Brown.,24,6
02:35,3,Rush,1,Josh Portis rush for 1 yard to the Tor19. Tackled by Marcus Hyde.,24,6
02:10,1,Pass,31,Josh Portis pass to Darvin Adams for 31 yards to the Tor50. Tackled by David James.,24,6
02:02,1,Rush,1,Quinn Porter rush for 1 yard to the Tor51. Tackled by Wendell Brown.,24,6
01:57,2,Pass,27,Josh Portis pass to Tyler Beiler for 27 yards to the Wpg32. Tackled by Wesley Pendleton.,24,6
01:40,1,Incomplete Pass,0,Josh Portis incomplete pass intended for Reggie Williams.,24,6
01:22,2,Sack,-7,Sack at Wpg39 for a loss of 7 yards by Jake Thomas.,24,6
01:16,0,Illegal Participation,-5,Penalty: Illegal Participation on Toronto -5 yards.,24,6
01:10,3,Punt,32,Anthony Alix punts for 32 yards to Wpg12. Trevor Kennedy return for 32 yards to Wpg44. Tackled by Jalil Carter.,24,6
01:02,1,Incomplete Pass,0,Chase Clement incomplete pass intended for Quintin McCree.,24,6
00:57,2,Pass,11,Chase Clement pass to Carl Volny for 11 yards to the Wpg55. Tackled by Juaquin Iglesias.,24,6
00:51,1,Incomplete Pass,0,Chase Clement incomplete pass intended for Quintin McCree.,24,6
00:48,2,Incomplete Pass,0,Chase Clement incomplete pass intended for Trevor Kennedy.,24,6
00:25,3,Incomplete Pass,0,Chase Clement incomplete pass intended for Kurt Adams.,24,6
00:23,1,Rush,0,Quinn Porter rush for no gain to the Tor55. Tackled by Rene Stephan.,24,6
00:16,2,Rush,6,Quinn Porter rush for 6 yards to the Wpg49. Tackled by Bryant Turner.,24,6
00:14,3,Rush,0,Quinn Porter rush for no gain to the Wpg49. Tackled by Anthony DeGrate.,24,6
00:11,1,Incomplete Pass,0,Chase Clement incomplete pass intended for Carl Volny.,24,6
00:07,2,Incomplete Pass,0,Chase Clement incomplete pass.,24,6
00:01,3,Pass,16,Chase Clement pass to Trevor Kennedy for 16 yards to the Tor45. Tackled by Bryan Payton.,24,6
